date,team,opp,wl,location,home
4/10/18,OAK,LAD,nil,Dodger Stadium - Los Angeles,
4/11/18,OAK,LAD,nil,Dodger Stadium - Los Angeles,
4/13/18,OAK,SEA,nil,Safeco Field - Seattle,
4/14/18,OAK,SEA,nil,Safeco Field - Seattle,
4/15/18,OAK,SEA,nil,Safeco Field - Seattle,
4/16/18,OAK,CHW,nil,Oakland Coliseum - Oakland,y
4/17/18,OAK,CHW,nil,Oakland Coliseum - Oakland,y
4/18/18,OAK,CHW,nil,Oakland Coliseum - Oakland,y
4/20/18,OAK,BOS,nil,Oakland Coliseum - Oakland,y
4/21/18,OAK,BOS,nil,Oakland Coliseum - Oakland,y
4/22/18,OAK,BOS,nil,Oakland Coliseum - Oakland,y
4/23/18,OAK,TEX,nil,Globe Life Park in Arlington - Arlington,
4/24/18,OAK,TEX,nil,Globe Life Park in Arlington - Arlington,
4/25/18,OAK,TEX,nil,Globe Life Park in Arlington - Arlington,
4/27/18,OAK,HOU,nil,Minute Maid Park - Houston,
4/28/18,OAK,HOU,nil,Minute Maid Park - Houston,
4/29/18,OAK,HOU,nil,Minute Maid Park - Houston,
5/1/18,OAK,SEA,nil,Safeco Field - Seattle,
5/2/18,OAK,SEA,nil,Safeco Field - Seattle,
5/3/18,OAK,SEA,nil,Safeco Field - Seattle,
5/4/18,OAK,BAL,nil,Oakland Coliseum - Oakland,y
5/5/18,OAK,BAL,nil,Oakland Coliseum - Oakland,y
5/6/18,OAK,BAL,nil,Oakland Coliseum - Oakland,y
5/7/18,OAK,HOU,nil,Oakland Coliseum - Oakland,y
5/8/18,OAK,HOU,nil,Oakland Coliseum - Oakland,y
5/9/18,OAK,HOU,nil,Oakland Coliseum - Oakland,y
5/11/18,OAK,NYY,nil,Yankee Stadium - Bronx,
5/12/18,OAK,NYY,nil,Yankee Stadium - Bronx,
5/13/18,OAK,NYY,nil,Yankee Stadium - Bronx,
5/14/18,OAK,BOS,nil,Fenway Park - Boston,
5/15/18,OAK,BOS,nil,Fenway Park - Boston,
5/16/18,OAK,BOS,nil,Fenway Park - Boston,
5/17/18,OAK,TOR,nil,Rogers Centre - Toronto,
5/18/18,OAK,TOR,nil,Rogers Centre - Toronto,
5/19/18,OAK,TOR,nil,Rogers Centre - Toronto,
5/20/18,OAK,TOR,nil,Rogers Centre - Toronto,
5/22/18,OAK,SEA,nil,Oakland Coliseum - Oakland,y
5/23/18,OAK,SEA,nil,Oakland Coliseum - Oakland,y
5/24/18,OAK,SEA,nil,Oakland Coliseum - Oakland,y
5/25/18,OAK,ARI,nil,Oakland Coliseum - Oakland,y
5/26/18,OAK,ARI,nil,Oakland Coliseum - Oakland,y
5/27/18,OAK,ARI,nil,Oakland Coliseum - Oakland,y
5/28/18,OAK,TBR,nil,Oakland Coliseum - Oakland,y
5/29/18,OAK,TBR,nil,Oakland Coliseum - Oakland,y
5/30/18,OAK,TBR,nil,Oakland Coliseum - Oakland,y
5/31/18,OAK,TBR,nil,Oakland Coliseum - Oakland,y
6/1/18,OAK,KCR,nil,Kauffman Stadium - Kansas City,
6/2/18,OAK,KCR,nil,Kauffman Stadium - Kansas City,
6/3/18,OAK,KCR,nil,Kauffman Stadium - Kansas City,
6/5/18,OAK,TEX,nil,Globe Life Park in Arlington - Arlington,
6/6/18,OAK,TEX,nil,Globe Life Park in Arlington - Arlington,
6/7/18,OAK,KCR,nil,Oakland Coliseum - Oakland,y
6/8/18,OAK,KCR,nil,Oakland Coliseum - Oakland,y
6/9/18,OAK,KCR,nil,Oakland Coliseum - Oakland,y
6/10/18,OAK,KCR,nil,Oakland Coliseum - Oakland,y
6/12/18,OAK,HOU,nil,Oakland Coliseum - Oakland,y
6/13/18,OAK,HOU,nil,Oakland Coliseum - Oakland,y
6/14/18,OAK,HOU,nil,Oakland Coliseum - Oakland,y
6/15/18,OAK,LAA,nil,Oakland Coliseum - Oakland,y
6/16/18,OAK,LAA,nil,Oakland Coliseum - Oakland,y
6/17/18,OAK,LAA,nil,Oakland Coliseum - Oakland,y
6/19/18,OAK,SDP,nil,Petco Park - San Diego,
6/20/18,OAK,SDP,nil,Petco Park - San Diego,
6/21/18,OAK,CHW,nil,Guaranteed Rate Field - Chicago,
6/22/18,OAK,CHW,nil,Guaranteed Rate Field - Chicago,
6/23/18,OAK,CHW,nil,Guaranteed Rate Field - Chicago,
6/24/18,OAK,CHW,nil,Guaranteed Rate Field - Chicago,
6/25/18,OAK,DET,nil,Comerica Park - Detroit,
6/26/18,OAK,DET,nil,Comerica Park - Detroit,
6/27/18,OAK,DET,nil,Comerica Park - Detroit,
6/28/18,OAK,DET,nil,Comerica Park - Detroit,
6/29/18,OAK,CLE,nil,Oakland Coliseum - Oakland,y
6/30/18,OAK,CLE,nil,Oakland Coliseum - Oakland,y
7/1/18,OAK,CLE,nil,Oakland Coliseum - Oakland,y
7/3/18,OAK,SDP,nil,Oakland Coliseum - Oakland,y
7/4/18,OAK,SDP,nil,Oakland Coliseum - Oakland,y
7/6/18,OAK,CLE,nil,Progressive Field - Cleveland,
7/7/18,OAK,CLE,nil,Progressive Field - Cleveland,
7/8/18,OAK,CLE,nil,Progressive Field - Cleveland,
7/9/18,OAK,HOU,nil,Minute Maid Park - Houston,
7/10/18,OAK,HOU,nil,Minute Maid Park - Houston,
7/11/18,OAK,HOU,nil,Minute Maid Park - Houston,
7/12/18,OAK,HOU,nil,Minute Maid Park - Houston,
7/13/18,OAK,SFG,nil,AT&T Park - San Francisco,
7/14/18,OAK,SFG,nil,AT&T Park - San Francisco,
7/15/18,OAK,SFG,nil,AT&T Park - San Francisco,
7/20/18,OAK,SFG,nil,Oakland Coliseum - Oakland,y
7/21/18,OAK,SFG,nil,Oakland Coliseum - Oakland,y
7/22/18,OAK,SFG,nil,Oakland Coliseum - Oakland,y
7/23/18,OAK,TEX,nil,Globe Life Park in Arlington - Arlington,
7/24/18,OAK,TEX,nil,Globe Life Park in Arlington - Arlington,
7/25/18,OAK,TEX,nil,Globe Life Park in Arlington - Arlington,
7/26/18,OAK,TEX,nil,Globe Life Park in Arlington - Arlington,
7/27/18,OAK,COL,nil,Coors Field - Denver,
7/28/18,OAK,COL,nil,Coors Field - Denver,
7/29/18,OAK,COL,nil,Coors Field - Denver,
7/30/18,OAK,TOR,nil,Oakland Coliseum - Oakland,y
7/31/18,OAK,TOR,nil,Oakland Coliseum - Oakland,y
8/1/18,OAK,TOR,nil,Oakland Coliseum - Oakland,y
8/3/18,OAK,DET,nil,Oakland Coliseum - Oakland,y
8/4/18,OAK,DET,nil,Oakland Coliseum - Oakland,y
8/5/18,OAK,DET,nil,Oakland Coliseum - Oakland,y
8/7/18,OAK,LAD,nil,Oakland Coliseum - Oakland,y
8/8/18,OAK,LAD,nil,Oakland Coliseum - Oakland,y
8/10/18,OAK,LAA,nil,Angel Stadium of Anaheim - Anaheim,
8/11/18,OAK,LAA,nil,Angel Stadium of Anaheim - Anaheim,
8/12/18,OAK,LAA,nil,Angel Stadium of Anaheim - Anaheim,
8/13/18,OAK,SEA,nil,Oakland Coliseum - Oakland,y
8/14/18,OAK,SEA,nil,Oakland Coliseum - Oakland,y
8/15/18,OAK,SEA,nil,Oakland Coliseum - Oakland,y
8/17/18,OAK,HOU,nil,Oakland Coliseum - Oakland,y
8/18/18,OAK,HOU,nil,Oakland Coliseum - Oakland,y
8/19/18,OAK,HOU,nil,Oakland Coliseum - Oakland,y
8/20/18,OAK,TEX,nil,Oakland Coliseum - Oakland,y
8/21/18,OAK,TEX,nil,Oakland Coliseum - Oakland,y
8/22/18,OAK,TEX,nil,Oakland Coliseum - Oakland,y
8/23/18,OAK,MIN,nil,Target Field - Minneapolis,
8/24/18,OAK,MIN,nil,Target Field - Minneapolis,
8/25/18,OAK,MIN,nil,Target Field - Minneapolis,
8/26/18,OAK,MIN,nil,Target Field - Minneapolis,
8/27/18,OAK,HOU,nil,Minute Maid Park - Houston,
8/28/18,OAK,HOU,nil,Minute Maid Park - Houston,
8/29/18,OAK,HOU,nil,Minute Maid Park - Houston,
8/30/18,OAK,SEA,nil,Oakland Coliseum - Oakland,y
8/31/18,OAK,SEA,nil,Oakland Coliseum - Oakland,y
9/1/18,OAK,SEA,nil,Oakland Coliseum - Oakland,y
9/2/18,OAK,SEA,nil,Oakland Coliseum - Oakland,y
9/3/18,OAK,NYY,nil,Oakland Coliseum - Oakland,y
9/4/18,OAK,NYY,nil,Oakland Coliseum - Oakland,y
9/5/18,OAK,NYY,nil,Oakland Coliseum - Oakland,y
9/7/18,OAK,TEX,nil,Oakland Coliseum - Oakland,y
9/8/18,OAK,TEX,nil,Oakland Coliseum - Oakland,y
9/9/18,OAK,TEX,nil,Oakland Coliseum - Oakland,y
9/11/18,OAK,BAL,nil,Oriole Park at Camden Yards - Baltimore,
9/12/18,OAK,BAL,nil,Oriole Park at Camden Yards - Baltimore,
9/13/18,OAK,BAL,nil,Oriole Park at Camden Yards - Baltimore,
9/14/18,OAK,TBR,nil,Tropicana Field - St. Petersburg,
9/15/18,OAK,TBR,nil,Tropicana Field - St. Petersburg,
9/16/18,OAK,TBR,nil,Tropicana Field - St. Petersburg,
9/18/18,OAK,LAA,nil,Oakland Coliseum - Oakland,y
9/19/18,OAK,LAA,nil,Oakland Coliseum - Oakland,y
9/20/18,OAK,LAA,nil,Oakland Coliseum - Oakland,y
9/21/18,OAK,MIN,nil,Oakland Coliseum - Oakland,y
9/22/18,OAK,MIN,nil,Oakland Coliseum - Oakland,y
9/23/18,OAK,MIN,nil,Oakland Coliseum - Oakland,y
9/24/18,OAK,SEA,nil,Safeco Field - Seattle,
9/25/18,OAK,SEA,nil,Safeco Field - Seattle,
9/26/18,OAK,SEA,nil,Safeco Field - Seattle,
9/28/18,OAK,LAA,nil,Angel Stadium of Anaheim - Anaheim,
9/29/18,OAK,LAA,nil,Angel Stadium of Anaheim - Anaheim,
9/30/18,OAK,LAA,nil,Angel Stadium of Anaheim - Anaheim,
3/29/18,MIN,BAL,nil,Oriole Park at Camden Yards - Baltimore,
3/31/18,MIN,BAL,nil,Oriole Park at Camden Yards - Baltimore,
4/1/18,MIN,BAL,nil,Oriole Park at Camden Yards - Baltimore,
4/2/18,MIN,PIT,nil,PNC Park - Pittsburgh,
4/4/18,MIN,PIT,nil,PNC Park - Pittsburgh,
4/5/18,MIN,SEA,nil,Target Field - Minneapolis,y
4/7/18,MIN,SEA,nil,Target Field - Minneapolis,y
4/8/18,MIN,SEA,nil,Target Field - Minneapolis,y
4/9/18,MIN,HOU,nil,Target Field - Minneapolis,y
4/10/18,MIN,HOU,nil,Target Field - Minneapolis,y
4/11/18,MIN,HOU,nil,Target Field - Minneapolis,y
4/12/18,MIN,CHW,nil,Target Field - Minneapolis,y
4/13/18,MIN,CHW,nil,Target Field - Minneapolis,y
4/14/18,MIN,CHW,nil,Target Field - Minneapolis,y
4/15/18,MIN,CHW,nil,Target Field - Minneapolis,y
4/17/18,MIN,CLE,nil,Hiram Bithorn Stadium - San Juan,
4/18/18,MIN,CLE,nil,Hiram Bithorn Stadium - San Juan,
4/20/18,MIN,TBR,nil,Tropicana Field - St. Petersburg,
4/21/18,MIN,TBR,nil,Tropicana Field - St. Petersburg,
4/22/18,MIN,TBR,nil,Tropicana Field - St. Petersburg,
4/23/18,MIN,NYY,nil,Yankee Stadium - Bronx,
4/24/18,MIN,NYY,nil,Yankee Stadium - Bronx,
4/25/18,MIN,NYY,nil,Yankee Stadium - Bronx,
4/26/18,MIN,NYY,nil,Yankee Stadium - Bronx,
4/27/18,MIN,CIN,nil,Target Field - Minneapolis,y
4/28/18,MIN,CIN,nil,Target Field - Minneapolis,y
4/29/18,MIN,CIN,nil,Target Field - Minneapolis,y
4/30/18,MIN,TOR,nil,Target Field - Minneapolis,y
5/1/18,MIN,TOR,nil,Target Field - Minneapolis,y
5/2/18,MIN,TOR,nil,Target Field - Minneapolis,y
5/3/18,MIN,CHW,nil,Guaranteed Rate Field - Chicago,
5/4/18,MIN,CHW,nil,Guaranteed Rate Field - Chicago,
5/5/18,MIN,CHW,nil,Guaranteed Rate Field - Chicago,
5/6/18,MIN,CHW,nil,Guaranteed Rate Field - Chicago,
5/7/18,MIN,STL,nil,Busch Stadium - St. Louis,
5/8/18,MIN,STL,nil,Busch Stadium - St. Louis,
5/10/18,MIN,LAA,nil,Angel Stadium of Anaheim - Anaheim,
5/11/18,MIN,LAA,nil,Angel Stadium of Anaheim - Anaheim,
5/12/18,MIN,LAA,nil,Angel Stadium of Anaheim - Anaheim,
5/13/18,MIN,LAA,nil,Angel Stadium of Anaheim - Anaheim,
5/15/18,MIN,STL,nil,Target Field - Minneapolis,y
5/16/18,MIN,STL,nil,Target Field - Minneapolis,y
5/18/18,MIN,MIL,nil,Target Field - Minneapolis,y
5/19/18,MIN,MIL,nil,Target Field - Minneapolis,y
5/20/18,MIN,MIL,nil,Target Field - Minneapolis,y
5/21/18,MIN,DET,nil,Target Field - Minneapolis,y
5/22/18,MIN,DET,nil,Target Field - Minneapolis,y
5/23/18,MIN,DET,nil,Target Field - Minneapolis,y
5/25/18,MIN,SEA,nil,Safeco Field - Seattle,
5/26/18,MIN,SEA,nil,Safeco Field - Seattle,
5/27/18,MIN,SEA,nil,Safeco Field - Seattle,
5/28/18,MIN,KCR,nil,Kauffman Stadium - Kansas City,
5/29/18,MIN,KCR,nil,Kauffman Stadium - Kansas City,
5/30/18,MIN,KCR,nil,Kauffman Stadium - Kansas City,
5/31/18,MIN,CLE,nil,Target Field - Minneapolis,y
6/1/18,MIN,CLE,nil,Target Field - Minneapolis,y
6/2/18,MIN,CLE,nil,Target Field - Minneapolis,y
6/3/18,MIN,CLE,nil,Target Field - Minneapolis,y
6/5/18,MIN,CHW,nil,Target Field - Minneapolis,y
6/6/18,MIN,CHW,nil,Target Field - Minneapolis,y
6/7/18,MIN,CHW,nil,Target Field - Minneapolis,y
6/8/18,MIN,LAA,nil,Target Field - Minneapolis,y
6/9/18,MIN,LAA,nil,Target Field - Minneapolis,y
6/10/18,MIN,LAA,nil,Target Field - Minneapolis,y
6/12/18,MIN,DET,nil,Comerica Park - Detroit,
6/13/18,MIN,DET,nil,Comerica Park - Detroit,
6/14/18,MIN,DET,nil,Comerica Park - Detroit,
6/15/18,MIN,CLE,nil,Progressive Field - Cleveland,
6/16/18,MIN,CLE,nil,Progressive Field - Cleveland,
6/17/18,MIN,CLE,nil,Progressive Field - Cleveland,
6/19/18,MIN,BOS,nil,Target Field - Minneapolis,y
6/20/18,MIN,BOS,nil,Target Field - Minneapolis,y
6/21/18,MIN,BOS,nil,Target Field - Minneapolis,y
6/22/18,MIN,TEX,nil,Target Field - Minneapolis,y
6/23/18,MIN,TEX,nil,Target Field - Minneapolis,y
6/24/18,MIN,TEX,nil,Target Field - Minneapolis,y
6/26/18,MIN,CHW,nil,Guaranteed Rate Field - Chicago,
6/27/18,MIN,CHW,nil,Guaranteed Rate Field - Chicago,
6/28/18,MIN,CHW,nil,Guaranteed Rate Field - Chicago,
6/29/18,MIN,CHC,nil,Wrigley Field - Chicago,
6/30/18,MIN,CHC,nil,Wrigley Field - Chicago,
7/1/18,MIN,CHC,nil,Wrigley Field - Chicago,
7/2/18,MIN,MIL,nil,Miller Park - Milwaukee,
7/3/18,MIN,MIL,nil,Miller Park - Milwaukee,
7/4/18,MIN,MIL,nil,Miller Park - Milwaukee,
7/5/18,MIN,BAL,nil,Target Field - Minneapolis,y
7/6/18,MIN,BAL,nil,Target Field - Minneapolis,y
7/7/18,MIN,BAL,nil,Target Field - Minneapolis,y
7/8/18,MIN,BAL,nil,Target Field - Minneapolis,y
7/9/18,MIN,KCR,nil,Target Field - Minneapolis,y
7/10/18,MIN,KCR,nil,Target Field - Minneapolis,y
7/11/18,MIN,KCR,nil,Target Field - Minneapolis,y
7/12/18,MIN,TBR,nil,Target Field - Minneapolis,y
7/13/18,MIN,TBR,nil,Target Field - Minneapolis,y
7/14/18,MIN,TBR,nil,Target Field - Minneapolis,y
7/15/18,MIN,TBR,nil,Target Field - Minneapolis,y
7/20/18,MIN,KCR,nil,Kauffman Stadium - Kansas City,
7/21/18,MIN,KCR,nil,Kauffman Stadium - Kansas City,
7/22/18,MIN,KCR,nil,Kauffman Stadium - Kansas City,
7/23/18,MIN,TOR,nil,Rogers Centre - Toronto,
7/24/18,MIN,TOR,nil,Rogers Centre - Toronto,
7/25/18,MIN,TOR,nil,Rogers Centre - Toronto,
7/26/18,MIN,BOS,nil,Fenway Park - Boston,
7/27/18,MIN,BOS,nil,Fenway Park - Boston,
7/28/18,MIN,BOS,nil,Fenway Park - Boston,
7/29/18,MIN,BOS,nil,Fenway Park - Boston,
7/30/18,MIN,CLE,nil,Target Field - Minneapolis,y
7/31/18,MIN,CLE,nil,Target Field - Minneapolis,y
8/1/18,MIN,CLE,nil,Target Field - Minneapolis,y
8/3/18,MIN,KCR,nil,Target Field - Minneapolis,y
8/4/18,MIN,KCR,nil,Target Field - Minneapolis,y
8/5/18,MIN,KCR,nil,Target Field - Minneapolis,y
8/6/18,MIN,CLE,nil,Progressive Field - Cleveland,
8/7/18,MIN,CLE,nil,Progressive Field - Cleveland,
8/8/18,MIN,CLE,nil,Progressive Field - Cleveland,
8/9/18,MIN,CLE,nil,Progressive Field - Cleveland,
8/10/18,MIN,DET,nil,Comerica Park - Detroit,
8/11/18,MIN,DET,nil,Comerica Park - Detroit,
8/12/18,MIN,DET,nil,Comerica Park - Detroit,
8/14/18,MIN,PIT,nil,Target Field - Minneapolis,y
8/15/18,MIN,PIT,nil,Target Field - Minneapolis,y
8/16/18,MIN,DET,nil,Target Field - Minneapolis,y
8/17/18,MIN,DET,nil,Target Field - Minneapolis,y
8/18/18,MIN,DET,nil,Target Field - Minneapolis,y
8/19/18,MIN,DET,nil,Target Field - Minneapolis,y
8/21/18,MIN,CHW,nil,Guaranteed Rate Field - Chicago,
8/22/18,MIN,CHW,nil,Guaranteed Rate Field - Chicago,
8/23/18,MIN,OAK,nil,Target Field - Minneapolis,y
8/24/18,MIN,OAK,nil,Target Field - Minneapolis,y
8/25/18,MIN,OAK,nil,Target Field - Minneapolis,y
8/26/18,MIN,OAK,nil,Target Field - Minneapolis,y
8/28/18,MIN,CLE,nil,Progressive Field - Cleveland,
8/29/18,MIN,CLE,nil,Progressive Field - Cleveland,
8/30/18,MIN,CLE,nil,Progressive Field - Cleveland,
8/31/18,MIN,TEX,nil,Globe Life Park in Arlington - Arlington,
9/1/18,MIN,TEX,nil,Globe Life Park in Arlington - Arlington,
9/2/18,MIN,TEX,nil,Globe Life Park in Arlington - Arlington,
9/3/18,MIN,HOU,nil,Minute Maid Park - Houston,
9/4/18,MIN,HOU,nil,Minute Maid Park - Houston,
9/5/18,MIN,HOU,nil,Minute Maid Park - Houston,
9/7/18,MIN,KCR,nil,Target Field - Minneapolis,y
9/8/18,MIN,KCR,nil,Target Field - Minneapolis,y
9/9/18,MIN,KCR,nil,Target Field - Minneapolis,y
9/10/18,MIN,NYY,nil,Target Field - Minneapolis,y
9/11/18,MIN,NYY,nil,Target Field - Minneapolis,y
9/12/18,MIN,NYY,nil,Target Field - Minneapolis,y
9/13/18,MIN,KCR,nil,Kauffman Stadium - Kansas City,
9/14/18,MIN,KCR,nil,Kauffman Stadium - Kansas City,
9/15/18,MIN,KCR,nil,Kauffman Stadium - Kansas City,
9/16/18,MIN,KCR,nil,Kauffman Stadium - Kansas City,
9/17/18,MIN,DET,nil,Comerica Park - Detroit,
9/18/18,MIN,DET,nil,Comerica Park - Detroit,
9/19/18,MIN,DET,nil,Comerica Park - Detroit,
9/21/18,MIN,OAK,nil,Oakland Coliseum - Oakland,
9/22/18,MIN,OAK,nil,Oakland Coliseum - Oakland,
9/23/18,MIN,OAK,nil,Oakland Coliseum - Oakland,
9/25/18,MIN,DET,nil,Target Field - Minneapolis,y
9/26/18,MIN,DET,nil,Target Field - Minneapolis,y
9/27/18,MIN,DET,nil,Target Field - Minneapolis,y
9/28/18,MIN,CHW,nil,Target Field - Minneapolis,y
9/29/18,MIN,CHW,nil,Target Field - Minneapolis,y
9/30/18,MIN,CHW,nil,Target Field - Minneapolis,y
3/29/18,TBR,BOS,nil,Tropicana Field - St. Petersburg,y
3/30/18,TBR,BOS,nil,Tropicana Field - St. Petersburg,y
3/31/18,TBR,BOS,nil,Tropicana Field - St. Petersburg,y
4/1/18,TBR,BOS,nil,Tropicana Field - St. Petersburg,y
4/2/18,TBR,NYY,nil,Yankee Stadium - Bronx,
4/4/18,TBR,NYY,nil,Yankee Stadium - Bronx,
4/5/18,TBR,BOS,nil,Fenway Park - Boston,
4/7/18,TBR,BOS,nil,Fenway Park - Boston,
4/8/18,TBR,BOS,nil,Fenway Park - Boston,
4/9/18,TBR,CHW,nil,Guaranteed Rate Field - Chicago,
4/10/18,TBR,CHW,nil,Guaranteed Rate Field - Chicago,
4/11/18,TBR,CHW,nil,Guaranteed Rate Field - Chicago,
4/13/18,TBR,PHI,nil,Tropicana Field - St. Petersburg,y
4/14/18,TBR,PHI,nil,Tropicana Field - St. Petersburg,y
4/15/18,TBR,PHI,nil,Tropicana Field - St. Petersburg,y
4/16/18,TBR,TEX,nil,Tropicana Field - St. Petersburg,y
4/17/18,TBR,TEX,nil,Tropicana Field - St. Petersburg,y
4/18/18,TBR,TEX,nil,Tropicana Field - St. Petersburg,y
4/20/18,TBR,MIN,nil,Tropicana Field - St. Petersburg,y
4/21/18,TBR,MIN,nil,Tropicana Field - St. Petersburg,y
4/22/18,TBR,MIN,nil,Tropicana Field - St. Petersburg,y
4/24/18,TBR,BAL,nil,Oriole Park at Camden Yards - Baltimore,
4/25/18,TBR,BAL,nil,Oriole Park at Camden Yards - Baltimore,
4/26/18,TBR,BAL,nil,Oriole Park at Camden Yards - Baltimore,
4/27/18,TBR,BOS,nil,Fenway Park - Boston,
4/28/18,TBR,BOS,nil,Fenway Park - Boston,
4/29/18,TBR,BOS,nil,Fenway Park - Boston,
4/30/18,TBR,DET,nil,Comerica Park - Detroit,
5/1/18,TBR,DET,nil,Comerica Park - Detroit,
5/2/18,TBR,DET,nil,Comerica Park - Detroit,
5/4/18,TBR,TOR,nil,Tropicana Field - St. Petersburg,y
5/5/18,TBR,TOR,nil,Tropicana Field - St. Petersburg,y
5/6/18,TBR,TOR,nil,Tropicana Field - St. Petersburg,y
5/8/18,TBR,ATL,nil,Tropicana Field - St. Petersburg,y
5/9/18,TBR,ATL,nil,Tropicana Field - St. Petersburg,y
5/11/18,TBR,BAL,nil,Oriole Park at Camden Yards - Baltimore,
5/12/18,TBR,BAL,nil,Oriole Park at Camden Yards - Baltimore,
5/13/18,TBR,BAL,nil,Oriole Park at Camden Yards - Baltimore,
5/14/18,TBR,KCR,nil,Kauffman Stadium - Kansas City,
5/15/18,TBR,KCR,nil,Kauffman Stadium - Kansas City,
5/16/18,TBR,KCR,nil,Kauffman Stadium - Kansas City,
5/17/18,TBR,LAA,nil,Angel Stadium of Anaheim - Anaheim,
5/18/18,TBR,LAA,nil,Angel Stadium of Anaheim - Anaheim,
5/19/18,TBR,LAA,nil,Angel Stadium of Anaheim - Anaheim,
5/20/18,TBR,LAA,nil,Angel Stadium of Anaheim - Anaheim,
5/22/18,TBR,BOS,nil,Tropicana Field - St. Petersburg,y
5/23/18,TBR,BOS,nil,Tropicana Field - St. Petersburg,y
5/24/18,TBR,BOS,nil,Tropicana Field - St. Petersburg,y
5/25/18,TBR,BAL,nil,Tropicana Field - St. Petersburg,y
5/26/18,TBR,BAL,nil,Tropicana Field - St. Petersburg,y
5/27/18,TBR,BAL,nil,Tropicana Field - St. Petersburg,y
5/28/18,TBR,OAK,nil,Oakland Coliseum - Oakland,
5/29/18,TBR,OAK,nil,Oakland Coliseum - Oakland,
5/30/18,TBR,OAK,nil,Oakland Coliseum - Oakland,
5/31/18,TBR,OAK,nil,Oakland Coliseum - Oakland,
6/1/18,TBR,SEA,nil,Safeco Field - Seattle,
6/2/18,TBR,SEA,nil,Safeco Field - Seattle,
6/3/18,TBR,SEA,nil,Safeco Field - Seattle,
6/5/18,TBR,WSN,nil,Nationals Park - Washington,
6/6/18,TBR,WSN,nil,Nationals Park - Washington,
6/7/18,TBR,SEA,nil,Tropicana Field - St. Petersburg,y
6/8/18,TBR,SEA,nil,Tropicana Field - St. Petersburg,y
6/9/18,TBR,SEA,nil,Tropicana Field - St. Petersburg,y
6/10/18,TBR,SEA,nil,Tropicana Field - St. Petersburg,y
6/11/18,TBR,TOR,nil,Tropicana Field - St. Petersburg,y
6/12/18,TBR,TOR,nil,Tropicana Field - St. Petersburg,y
6/13/18,TBR,TOR,nil,Tropicana Field - St. Petersburg,y
6/14/18,TBR,NYY,nil,Yankee Stadium - Bronx,
6/15/18,TBR,NYY,nil,Yankee Stadium - Bronx,
6/16/18,TBR,NYY,nil,Yankee Stadium - Bronx,
6/17/18,TBR,NYY,nil,Yankee Stadium - Bronx,
6/18/18,TBR,HOU,nil,Minute Maid Park - Houston,
6/19/18,TBR,HOU,nil,Minute Maid Park - Houston,
6/20/18,TBR,HOU,nil,Minute Maid Park - Houston,
6/22/18,TBR,NYY,nil,Tropicana Field - St. Petersburg,y
6/23/18,TBR,NYY,nil,Tropicana Field - St. Petersburg,y
6/24/18,TBR,NYY,nil,Tropicana Field - St. Petersburg,y
6/25/18,TBR,WSN,nil,Tropicana Field - St. Petersburg,y
6/26/18,TBR,WSN,nil,Tropicana Field - St. Petersburg,y
6/28/18,TBR,HOU,nil,Tropicana Field - St. Petersburg,y
6/29/18,TBR,HOU,nil,Tropicana Field - St. Petersburg,y
6/30/18,TBR,HOU,nil,Tropicana Field - St. Petersburg,y
7/1/18,TBR,HOU,nil,Tropicana Field - St. Petersburg,y
7/2/18,TBR,MIA,nil,Marlins Park - Miami,
7/3/18,TBR,MIA,nil,Marlins Park - Miami,
7/4/18,TBR,MIA,nil,Marlins Park - Miami,
7/6/18,TBR,NYM,nil,Citi Field - Flushing,
7/7/18,TBR,NYM,nil,Citi Field - Flushing,
7/8/18,TBR,NYM,nil,Citi Field - Flushing,
7/9/18,TBR,DET,nil,Tropicana Field - St. Petersburg,y
7/10/18,TBR,DET,nil,Tropicana Field - St. Petersburg,y
7/11/18,TBR,DET,nil,Tropicana Field - St. Petersburg,y
7/12/18,TBR,MIN,nil,Target Field - Minneapolis,
7/13/18,TBR,MIN,nil,Target Field - Minneapolis,
7/14/18,TBR,MIN,nil,Target Field - Minneapolis,
7/15/18,TBR,MIN,nil,Target Field - Minneapolis,
7/20/18,TBR,MIA,nil,Tropicana Field - St. Petersburg,y
7/21/18,TBR,MIA,nil,Tropicana Field - St. Petersburg,y
7/22/18,TBR,MIA,nil,Tropicana Field - St. Petersburg,y
7/23/18,TBR,NYY,nil,Tropicana Field - St. Petersburg,y
7/24/18,TBR,NYY,nil,Tropicana Field - St. Petersburg,y
7/25/18,TBR,NYY,nil,Tropicana Field - St. Petersburg,y
7/26/18,TBR,BAL,nil,Oriole Park at Camden Yards - Baltimore,
7/27/18,TBR,BAL,nil,Oriole Park at Camden Yards - Baltimore,
7/28/18,TBR,BAL,nil,Oriole Park at Camden Yards - Baltimore,
7/29/18,TBR,BAL,nil,Oriole Park at Camden Yards - Baltimore,
7/31/18,TBR,LAA,nil,Tropicana Field - St. Petersburg,y
8/1/18,TBR,LAA,nil,Tropicana Field - St. Petersburg,y
8/2/18,TBR,LAA,nil,Tropicana Field - St. Petersburg,y
8/3/18,TBR,CHW,nil,Tropicana Field - St. Petersburg,y
8/4/18,TBR,CHW,nil,Tropicana Field - St. Petersburg,y
8/5/18,TBR,CHW,nil,Tropicana Field - St. Petersburg,y
8/7/18,TBR,BAL,nil,Tropicana Field - St. Petersburg,y
