date,team,opp,wl,location,home
8/12/18,MIA,NYM,nil,Marlins Park - Miami,y
8/13/18,MIA,ATL,nil,SunTrust Park - Atlanta,
8/14/18,MIA,ATL,nil,SunTrust Park - Atlanta,
8/15/18,MIA,ATL,nil,SunTrust Park - Atlanta,
8/17/18,MIA,WSN,nil,Nationals Park - Washington,
8/18/18,MIA,WSN,nil,Nationals Park - Washington,
8/19/18,MIA,WSN,nil,Nationals Park - Washington,
8/21/18,MIA,NYY,nil,Marlins Park - Miami,y
8/22/18,MIA,NYY,nil,Marlins Park - Miami,y
8/23/18,MIA,ATL,nil,Marlins Park - Miami,y
8/24/18,MIA,ATL,nil,Marlins Park - Miami,y
8/25/18,MIA,ATL,nil,Marlins Park - Miami,y
8/26/18,MIA,ATL,nil,Marlins Park - Miami,y
8/28/18,MIA,BOS,nil,Fenway Park - Boston,
8/29/18,MIA,BOS,nil,Fenway Park - Boston,
8/31/18,MIA,TOR,nil,Marlins Park - Miami,y
9/1/18,MIA,TOR,nil,Marlins Park - Miami,y
9/2/18,MIA,TOR,nil,Marlins Park - Miami,y
9/3/18,MIA,PHI,nil,Marlins Park - Miami,y
9/4/18,MIA,PHI,nil,Marlins Park - Miami,y
9/5/18,MIA,PHI,nil,Marlins Park - Miami,y
9/7/18,MIA,PIT,nil,PNC Park - Pittsburgh,
9/8/18,MIA,PIT,nil,PNC Park - Pittsburgh,
9/9/18,MIA,PIT,nil,PNC Park - Pittsburgh,
9/10/18,MIA,NYM,nil,Citi Field - Flushing,
9/11/18,MIA,NYM,nil,Citi Field - Flushing,
9/12/18,MIA,NYM,nil,Citi Field - Flushing,
9/13/18,MIA,NYM,nil,Citi Field - Flushing,
9/14/18,MIA,PHI,nil,Citizens Bank Park - Philadelphia,
9/15/18,MIA,PHI,nil,Citizens Bank Park - Philadelphia,
9/16/18,MIA,PHI,nil,Citizens Bank Park - Philadelphia,
9/17/18,MIA,WSN,nil,Marlins Park - Miami,y
9/18/18,MIA,WSN,nil,Marlins Park - Miami,y
9/20/18,MIA,CIN,nil,Marlins Park - Miami,y
9/21/18,MIA,CIN,nil,Marlins Park - Miami,y
9/22/18,MIA,CIN,nil,Marlins Park - Miami,y
9/23/18,MIA,CIN,nil,Marlins Park - Miami,y
9/24/18,MIA,WSN,nil,Nationals Park - Washington,
9/25/18,MIA,WSN,nil,Nationals Park - Washington,
9/26/18,MIA,WSN,nil,Nationals Park - Washington,
9/28/18,MIA,NYM,nil,Citi Field - Flushing,
9/29/18,MIA,NYM,nil,Citi Field - Flushing,
9/30/18,MIA,NYM,nil,Citi Field - Flushing,3/29/18,LAA,OAK,nil,Oakland Coliseum - Oakland,
3/30/18,LAA,OAK,nil,Oakland Coliseum - Oakland,
3/31/18,LAA,OAK,nil,Oakland Coliseum - Oakland,
4/1/18,LAA,OAK,nil,Oakland Coliseum - Oakland,
4/2/18,LAA,CLE,nil,Angel Stadium of Anaheim - Anaheim,y
4/3/18,LAA,CLE,nil,Angel Stadium of Anaheim - Anaheim,y
4/4/18,LAA,CLE,nil,Angel Stadium of Anaheim - Anaheim,y
4/6/18,LAA,OAK,nil,Angel Stadium of Anaheim - Anaheim,y
4/7/18,LAA,OAK,nil,Angel Stadium of Anaheim - Anaheim,y
4/8/18,LAA,OAK,nil,Angel Stadium of Anaheim - Anaheim,y
4/9/18,LAA,TEX,nil,Globe Life Park in Arlington - Arlington,
4/10/18,LAA,TEX,nil,Globe Life Park in Arlington - Arlington,
4/11/18,LAA,TEX,nil,Globe Life Park in Arlington - Arlington,
4/12/18,LAA,KCR,nil,Kauffman Stadium - Kansas City,
4/13/18,LAA,KCR,nil,Kauffman Stadium - Kansas City,
4/14/18,LAA,KCR,nil,Kauffman Stadium - Kansas City,
4/15/18,LAA,KCR,nil,Kauffman Stadium - Kansas City,
4/17/18,LAA,BOS,nil,Angel Stadium of Anaheim - Anaheim,y
4/18/18,LAA,BOS,nil,Angel Stadium of Anaheim - Anaheim,y
4/19/18,LAA,BOS,nil,Angel Stadium of Anaheim - Anaheim,y
4/20/18,LAA,SFG,nil,Angel Stadium of Anaheim - Anaheim,y
4/21/18,LAA,SFG,nil,Angel Stadium of Anaheim - Anaheim,y
4/22/18,LAA,SFG,nil,Angel Stadium of Anaheim - Anaheim,y
4/23/18,LAA,HOU,nil,Minute Maid Park - Houston,
4/24/18,LAA,HOU,nil,Minute Maid Park - Houston,
4/25/18,LAA,HOU,nil,Minute Maid Park - Houston,
4/27/18,LAA,NYY,nil,Angel Stadium of Anaheim - Anaheim,y
4/28/18,LAA,NYY,nil,Angel Stadium of Anaheim - Anaheim,y
4/29/18,LAA,NYY,nil,Angel Stadium of Anaheim - Anaheim,y
5/1/18,LAA,BAL,nil,Angel Stadium of Anaheim - Anaheim,y
5/2/18,LAA,BAL,nil,Angel Stadium of Anaheim - Anaheim,y
5/3/18,LAA,BAL,nil,Angel Stadium of Anaheim - Anaheim,y
5/4/18,LAA,SEA,nil,Safeco Field - Seattle,
5/5/18,LAA,SEA,nil,Safeco Field - Seattle,
5/6/18,LAA,SEA,nil,Safeco Field - Seattle,
5/8/18,LAA,COL,nil,Coors Field - Denver,
5/9/18,LAA,COL,nil,Coors Field - Denver,
5/10/18,LAA,MIN,nil,Angel Stadium of Anaheim - Anaheim,y
5/11/18,LAA,MIN,nil,Angel Stadium of Anaheim - Anaheim,y
5/12/18,LAA,MIN,nil,Angel Stadium of Anaheim - Anaheim,y
5/13/18,LAA,MIN,nil,Angel Stadium of Anaheim - Anaheim,y
5/14/18,LAA,HOU,nil,Angel Stadium of Anaheim - Anaheim,y
5/15/18,LAA,HOU,nil,Angel Stadium of Anaheim - Anaheim,y
5/16/18,LAA,HOU,nil,Angel Stadium of Anaheim - Anaheim,y
5/17/18,LAA,TBR,nil,Angel Stadium of Anaheim - Anaheim,y
5/18/18,LAA,TBR,nil,Angel Stadium of Anaheim - Anaheim,y
5/19/18,LAA,TBR,nil,Angel Stadium of Anaheim - Anaheim,y
5/20/18,LAA,TBR,nil,Angel Stadium of Anaheim - Anaheim,y
5/22/18,LAA,TOR,nil,Rogers Centre - Toronto,
5/23/18,LAA,TOR,nil,Rogers Centre - Toronto,
5/24/18,LAA,TOR,nil,Rogers Centre - Toronto,
5/25/18,LAA,NYY,nil,Yankee Stadium - Bronx,
5/26/18,LAA,NYY,nil,Yankee Stadium - Bronx,
5/27/18,LAA,NYY,nil,Yankee Stadium - Bronx,
5/28/18,LAA,DET,nil,Comerica Park - Detroit,
5/29/18,LAA,DET,nil,Comerica Park - Detroit,
5/30/18,LAA,DET,nil,Comerica Park - Detroit,
5/31/18,LAA,DET,nil,Comerica Park - Detroit,
6/1/18,LAA,TEX,nil,Angel Stadium of Anaheim - Anaheim,y
6/2/18,LAA,TEX,nil,Angel Stadium of Anaheim - Anaheim,y
6/3/18,LAA,TEX,nil,Angel Stadium of Anaheim - Anaheim,y
6/4/18,LAA,KCR,nil,Angel Stadium of Anaheim - Anaheim,y
6/5/18,LAA,KCR,nil,Angel Stadium of Anaheim - Anaheim,y
6/6/18,LAA,KCR,nil,Angel Stadium of Anaheim - Anaheim,y
6/8/18,LAA,MIN,nil,Target Field - Minneapolis,
6/9/18,LAA,MIN,nil,Target Field - Minneapolis,
6/10/18,LAA,MIN,nil,Target Field - Minneapolis,
6/11/18,LAA,SEA,nil,Safeco Field - Seattle,
6/12/18,LAA,SEA,nil,Safeco Field - Seattle,
6/13/18,LAA,SEA,nil,Safeco Field - Seattle,
6/15/18,LAA,OAK,nil,Oakland Coliseum - Oakland,
6/16/18,LAA,OAK,nil,Oakland Coliseum - Oakland,
6/17/18,LAA,OAK,nil,Oakland Coliseum - Oakland,
6/18/18,LAA,ARI,nil,Angel Stadium of Anaheim - Anaheim,y
6/19/18,LAA,ARI,nil,Angel Stadium of Anaheim - Anaheim,y
6/21/18,LAA,TOR,nil,Angel Stadium of Anaheim - Anaheim,y
6/22/18,LAA,TOR,nil,Angel Stadium of Anaheim - Anaheim,y
6/23/18,LAA,TOR,nil,Angel Stadium of Anaheim - Anaheim,y
6/24/18,LAA,TOR,nil,Angel Stadium of Anaheim - Anaheim,y
6/26/18,LAA,BOS,nil,Fenway Park - Boston,
6/27/18,LAA,BOS,nil,Fenway Park - Boston,
6/28/18,LAA,BOS,nil,Fenway Park - Boston,
6/29/18,LAA,BAL,nil,Oriole Park at Camden Yards - Baltimore,
6/30/18,LAA,BAL,nil,Oriole Park at Camden Yards - Baltimore,
7/1/18,LAA,BAL,nil,Oriole Park at Camden Yards - Baltimore,
7/3/18,LAA,SEA,nil,Safeco Field - Seattle,
7/4/18,LAA,SEA,nil,Safeco Field - Seattle,
7/5/18,LAA,SEA,nil,Safeco Field - Seattle,
7/6/18,LAA,LAD,nil,Angel Stadium of Anaheim - Anaheim,y
7/7/18,LAA,LAD,nil,Angel Stadium of Anaheim - Anaheim,y
7/8/18,LAA,LAD,nil,Angel Stadium of Anaheim - Anaheim,y
7/10/18,LAA,SEA,nil,Angel Stadium of Anaheim - Anaheim,y
7/11/18,LAA,SEA,nil,Angel Stadium of Anaheim - Anaheim,y
7/12/18,LAA,SEA,nil,Angel Stadium of Anaheim - Anaheim,y
7/13/18,LAA,LAD,nil,Dodger Stadium - Los Angeles,
7/14/18,LAA,LAD,nil,Dodger Stadium - Los Angeles,
7/15/18,LAA,LAD,nil,Dodger Stadium - Los Angeles,
7/20/18,LAA,HOU,nil,Angel Stadium of Anaheim - Anaheim,y
7/21/18,LAA,HOU,nil,Angel Stadium of Anaheim - Anaheim,y
7/22/18,LAA,HOU,nil,Angel Stadium of Anaheim - Anaheim,y
7/23/18,LAA,CHW,nil,Angel Stadium of Anaheim - Anaheim,y
7/24/18,LAA,CHW,nil,Angel Stadium of Anaheim - Anaheim,y
7/25/18,LAA,CHW,nil,Angel Stadium of Anaheim - Anaheim,y
7/26/18,LAA,CHW,nil,Angel Stadium of Anaheim - Anaheim,y
7/27/18,LAA,SEA,nil,Angel Stadium of Anaheim - Anaheim,y
7/28/18,LAA,SEA,nil,Angel Stadium of Anaheim - Anaheim,y
7/29/18,LAA,SEA,nil,Angel Stadium of Anaheim - Anaheim,y
7/31/18,LAA,TBR,nil,Tropicana Field - St. Petersburg,
8/1/18,LAA,TBR,nil,Tropicana Field - St. Petersburg,
8/2/18,LAA,TBR,nil,Tropicana Field - St. Petersburg,
8/3/18,LAA,CLE,nil,Progressive Field - Cleveland,
8/4/18,LAA,CLE,nil,Progressive Field - Cleveland,
8/5/18,LAA,CLE,nil,Progressive Field - Cleveland,
8/6/18,LAA,DET,nil,Angel Stadium of Anaheim - Anaheim,y
8/7/18,LAA,DET,nil,Angel Stadium of Anaheim - Anaheim,y
8/8/18,LAA,DET,nil,Angel Stadium of Anaheim - Anaheim,y
8/10/18,LAA,OAK,nil,Angel Stadium of Anaheim - Anaheim,y
8/11/18,LAA,OAK,nil,Angel Stadium of Anaheim - Anaheim,y
8/12/18,LAA,OAK,nil,Angel Stadium of Anaheim - Anaheim,y
8/13/18,LAA,SDP,nil,Petco Park - San Diego,
8/14/18,LAA,SDP,nil,Petco Park - San Diego,
8/15/18,LAA,SDP,nil,Petco Park - San Diego,
8/16/18,LAA,TEX,nil,Globe Life Park in Arlington - Arlington,
8/17/18,LAA,TEX,nil,Globe Life Park in Arlington - Arlington,
8/18/18,LAA,TEX,nil,Globe Life Park in Arlington - Arlington,
8/19/18,LAA,TEX,nil,Globe Life Park in Arlington - Arlington,
8/21/18,LAA,ARI,nil,Chase Field - Phoenix,
8/22/18,LAA,ARI,nil,Chase Field - Phoenix,
8/24/18,LAA,HOU,nil,Angel Stadium of Anaheim - Anaheim,y
8/25/18,LAA,HOU,nil,Angel Stadium of Anaheim - Anaheim,y
8/26/18,LAA,HOU,nil,Angel Stadium of Anaheim - Anaheim,y
8/27/18,LAA,COL,nil,Angel Stadium of Anaheim - Anaheim,y
8/28/18,LAA,COL,nil,Angel Stadium of Anaheim - Anaheim,y
8/30/18,LAA,HOU,nil,Minute Maid Park - Houston,
8/31/18,LAA,HOU,nil,Minute Maid Park - Houston,
9/1/18,LAA,HOU,nil,Minute Maid Park - Houston,
9/2/18,LAA,HOU,nil,Minute Maid Park - Houston,
9/3/18,LAA,TEX,nil,Globe Life Park in Arlington - Arlington,
9/4/18,LAA,TEX,nil,Globe Life Park in Arlington - Arlington,
9/5/18,LAA,TEX,nil,Globe Life Park in Arlington - Arlington,
9/7/18,LAA,CHW,nil,Guaranteed Rate Field - Chicago,
9/8/18,LAA,CHW,nil,Guaranteed Rate Field - Chicago,
9/9/18,LAA,CHW,nil,Guaranteed Rate Field - Chicago,
9/10/18,LAA,TEX,nil,Angel Stadium of Anaheim - Anaheim,y
9/11/18,LAA,TEX,nil,Angel Stadium of Anaheim - Anaheim,y
9/12/18,LAA,TEX,nil,Angel Stadium of Anaheim - Anaheim,y
9/13/18,LAA,SEA,nil,Angel Stadium of Anaheim - Anaheim,y
9/14/18,LAA,SEA,nil,Angel Stadium of Anaheim - Anaheim,y
9/15/18,LAA,SEA,nil,Angel Stadium of Anaheim - Anaheim,y
9/16/18,LAA,SEA,nil,Angel Stadium of Anaheim - Anaheim,y
9/18/18,LAA,OAK,nil,Oakland Coliseum - Oakland,
9/19/18,LAA,OAK,nil,Oakland Coliseum - Oakland,
9/20/18,LAA,OAK,nil,Oakland Coliseum - Oakland,
9/21/18,LAA,HOU,nil,Minute Maid Park - Houston,
9/22/18,LAA,HOU,nil,Minute Maid Park - Houston,
9/23/18,LAA,HOU,nil,Minute Maid Park - Houston,
9/24/18,LAA,TEX,nil,Angel Stadium of Anaheim - Anaheim,y
9/25/18,LAA,TEX,nil,Angel Stadium of Anaheim - Anaheim,y
9/26/18,LAA,TEX,nil,Angel Stadium of Anaheim - Anaheim,y
9/28/18,LAA,OAK,nil,Angel Stadium of Anaheim - Anaheim,y
9/29/18,LAA,OAK,nil,Angel Stadium of Anaheim - Anaheim,y
9/30/18,LAA,OAK,nil,Angel Stadium of Anaheim - Anaheim,y
3/29/18,SEA,CLE,nil,Safeco Field - Seattle,y
3/31/18,SEA,CLE,nil,Safeco Field - Seattle,y
4/1/18,SEA,CLE,nil,Safeco Field - Seattle,y
4/3/18,SEA,SFG,nil,AT&T Park - San Francisco,
4/4/18,SEA,SFG,nil,AT&T Park - San Francisco,
4/5/18,SEA,MIN,nil,Target Field - Minneapolis,
4/7/18,SEA,MIN,nil,Target Field - Minneapolis,
4/8/18,SEA,MIN,nil,Target Field - Minneapolis,
4/9/18,SEA,KCR,nil,Kauffman Stadium - Kansas City,
4/10/18,SEA,KCR,nil,Kauffman Stadium - Kansas City,
4/11/18,SEA,KCR,nil,Kauffman Stadium - Kansas City,
4/13/18,SEA,OAK,nil,Safeco Field - Seattle,y
4/14/18,SEA,OAK,nil,Safeco Field - Seattle,y
4/15/18,SEA,OAK,nil,Safeco Field - Seattle,y
4/16/18,SEA,HOU,nil,Safeco Field - Seattle,y
4/17/18,SEA,HOU,nil,Safeco Field - Seattle,y
4/18/18,SEA,HOU,nil,Safeco Field - Seattle,y
4/19/18,SEA,HOU,nil,Safeco Field - Seattle,y
4/20/18,SEA,TEX,nil,Globe Life Park in Arlington - Arlington,
4/21/18,SEA,TEX,nil,Globe Life Park in Arlington - Arlington,
4/22/18,SEA,TEX,nil,Globe Life Park in Arlington - Arlington,
4/23/18,SEA,CHW,nil,Guaranteed Rate Field - Chicago,
4/24/18,SEA,CHW,nil,Guaranteed Rate Field - Chicago,
4/25/18,SEA,CHW,nil,Guaranteed Rate Field - Chicago,
4/26/18,SEA,CLE,nil,Progressive Field - Cleveland,
4/27/18,SEA,CLE,nil,Progressive Field - Cleveland,
4/28/18,SEA,CLE,nil,Progressive Field - Cleveland,
4/29/18,SEA,CLE,nil,Progressive Field - Cleveland,
5/1/18,SEA,OAK,nil,Safeco Field - Seattle,y
5/2/18,SEA,OAK,nil,Safeco Field - Seattle,y
5/3/18,SEA,OAK,nil,Safeco Field - Seattle,y
5/4/18,SEA,LAA,nil,Safeco Field - Seattle,y
5/5/18,SEA,LAA,nil,Safeco Field - Seattle,y
5/6/18,SEA,LAA,nil,Safeco Field - Seattle,y
5/8/18,SEA,TOR,nil,Rogers Centre - Toronto,
5/9/18,SEA,TOR,nil,Rogers Centre - Toronto,
5/10/18,SEA,TOR,nil,Rogers Centre - Toronto,
5/11/18,SEA,DET,nil,Comerica Park - Detroit,
5/12/18,SEA,DET,nil,Comerica Park - Detroit,
5/13/18,SEA,DET,nil,Comerica Park - Detroit,
5/15/18,SEA,TEX,nil,Safeco Field - Seattle,y
5/16/18,SEA,TEX,nil,Safeco Field - Seattle,y
5/17/18,SEA,DET,nil,Safeco Field - Seattle,y
5/18/18,SEA,DET,nil,Safeco Field - Seattle,y
5/19/18,SEA,DET,nil,Safeco Field - Seattle,y
5/20/18,SEA,DET,nil,Safeco Field - Seattle,y
5/22/18,SEA,OAK,nil,Oakland Coliseum - Oakland,
5/23/18,SEA,OAK,nil,Oakland Coliseum - Oakland,
5/24/18,SEA,OAK,nil,Oakland Coliseum - Oakland,
5/25/18,SEA,MIN,nil,Safeco Field - Seattle,y
5/26/18,SEA,MIN,nil,Safeco Field - Seattle,y
5/27/18,SEA,MIN,nil,Safeco Field - Seattle,y
5/28/18,SEA,TEX,nil,Safeco Field - Seattle,y
5/29/18,SEA,TEX,nil,Safeco Field - Seattle,y
5/30/18,SEA,TEX,nil,Safeco Field - Seattle,y
5/31/18,SEA,TEX,nil,Safeco Field - Seattle,y
6/1/18,SEA,TBR,nil,Safeco Field - Seattle,y
6/2/18,SEA,TBR,nil,Safeco Field - Seattle,y
6/3/18,SEA,TBR,nil,Safeco Field - Seattle,y
6/5/18,SEA,HOU,nil,Minute Maid Park - Houston,
6/6/18,SEA,HOU,nil,Minute Maid Park - Houston,
6/7/18,SEA,TBR,nil,Tropicana Field - St. Petersburg,
6/8/18,SEA,TBR,nil,Tropicana Field - St. Petersburg,
6/9/18,SEA,TBR,nil,Tropicana Field - St. Petersburg,
6/10/18,SEA,TBR,nil,Tropicana Field - St. Petersburg,
6/11/18,SEA,LAA,nil,Safeco Field - Seattle,y
6/12/18,SEA,LAA,nil,Safeco Field - Seattle,y
6/13/18,SEA,LAA,nil,Safeco Field - Seattle,y
6/14/18,SEA,BOS,nil,Safeco Field - Seattle,y
6/15/18,SEA,BOS,nil,Safeco Field - Seattle,y
6/16/18,SEA,BOS,nil,Safeco Field - Seattle,y
6/17/18,SEA,BOS,nil,Safeco Field - Seattle,y
6/19/18,SEA,NYY,nil,Yankee Stadium - Bronx,
6/20/18,SEA,NYY,nil,Yankee Stadium - Bronx,
6/21/18,SEA,NYY,nil,Yankee Stadium - Bronx,
6/22/18,SEA,BOS,nil,Fenway Park - Boston,
6/23/18,SEA,BOS,nil,Fenway Park - Boston,
6/24/18,SEA,BOS,nil,Fenway Park - Boston,
6/25/18,SEA,BAL,nil,Oriole Park at Camden Yards - Baltimore,
6/26/18,SEA,BAL,nil,Oriole Park at Camden Yards - Baltimore,
6/27/18,SEA,BAL,nil,Oriole Park at Camden Yards - Baltimore,
6/28/18,SEA,BAL,nil,Oriole Park at Camden Yards - Baltimore,
6/29/18,SEA,KCR,nil,Safeco Field - Seattle,y
6/30/18,SEA,KCR,nil,Safeco Field - Seattle,y
7/1/18,SEA,KCR,nil,Safeco Field - Seattle,y
7/3/18,SEA,LAA,nil,Safeco Field - Seattle,y
7/4/18,SEA,LAA,nil,Safeco Field - Seattle,y
7/5/18,SEA,LAA,nil,Safeco Field - Seattle,y
7/6/18,SEA,COL,nil,Safeco Field - Seattle,y
7/7/18,SEA,COL,nil,Safeco Field - Seattle,y
7/8/18,SEA,COL,nil,Safeco Field - Seattle,y
7/10/18,SEA,LAA,nil,Angel Stadium of Anaheim - Anaheim,
7/11/18,SEA,LAA,nil,Angel Stadium of Anaheim - Anaheim,
7/12/18,SEA,LAA,nil,Angel Stadium of Anaheim - Anaheim,
7/13/18,SEA,COL,nil,Coors Field - Denver,
7/14/18,SEA,COL,nil,Coors Field - Denver,
7/15/18,SEA,COL,nil,Coors Field - Denver,
7/20/18,SEA,CHW,nil,Safeco Field - Seattle,y
7/21/18,SEA,CHW,nil,Safeco Field - Seattle,y
7/22/18,SEA,CHW,nil,Safeco Field - Seattle,y
7/24/18,SEA,SFG,nil,Safeco Field - Seattle,y
7/25/18,SEA,SFG,nil,Safeco Field - Seattle,y
7/27/18,SEA,LAA,nil,Angel Stadium of Anaheim - Anaheim,
7/28/18,SEA,LAA,nil,Angel Stadium of Anaheim - Anaheim,
7/29/18,SEA,LAA,nil,Angel Stadium of Anaheim - Anaheim,
7/30/18,SEA,HOU,nil,Safeco Field - Seattle,y
7/31/18,SEA,HOU,nil,Safeco Field - Seattle,y
8/1/18,SEA,HOU,nil,Safeco Field - Seattle,y
8/2/18,SEA,TOR,nil,Safeco Field - Seattle,y
8/3/18,SEA,TOR,nil,Safeco Field - Seattle,y
8/4/18,SEA,TOR,nil,Safeco Field - Seattle,y
8/5/18,SEA,TOR,nil,Safeco Field - Seattle,y
8/6/18,SEA,TEX,nil,Globe Life Park in Arlington - Arlington,
8/7/18,SEA,TEX,nil,Globe Life Park in Arlington - Arlington,
8/8/18,SEA,TEX,nil,Globe Life Park in Arlington - Arlington,
8/9/18,SEA,HOU,nil,Minute Maid Park - Houston,
8/10/18,SEA,HOU,nil,Minute Maid Park - Houston,
8/11/18,SEA,HOU,nil,Minute Maid Park - Houston,
8/12/18,SEA,HOU,nil,Minute Maid Park - Houston,
8/13/18,SEA,OAK,nil,Oakland Coliseum - Oakland,
8/14/18,SEA,OAK,nil,Oakland Coliseum - Oakland,
8/15/18,SEA,OAK,nil,Oakland Coliseum - Oakland,
8/17/18,SEA,LAD,nil,Safeco Field - Seattle,y
8/18/18,SEA,LAD,nil,Safeco Field - Seattle,y
8/19/18,SEA,LAD,nil,Safeco Field - Seattle,y
8/20/18,SEA,HOU,nil,Safeco Field - Seattle,y
8/21/18,SEA,HOU,nil,Safeco Field - Seattle,y
8/22/18,SEA,HOU,nil,Safeco Field - Seattle,y
8/24/18,SEA,ARI,nil,Chase Field - Phoenix,
8/25/18,SEA,ARI,nil,Chase Field - Phoenix,
8/26/18,SEA,ARI,nil,Chase Field - Phoenix,
8/28/18,SEA,SDP,nil,Petco Park - San Diego,
8/29/18,SEA,SDP,nil,Petco Park - San Diego,
8/30/18,SEA,OAK,nil,Oakland Coliseum - Oakland,
8/31/18,SEA,OAK,nil,Oakland Coliseum - Oakland,
9/1/18,SEA,OAK,nil,Oakland Coliseum - Oakland,
9/2/18,SEA,OAK,nil,Oakland Coliseum - Oakland,
9/3/18,SEA,BAL,nil,Safeco Field - Seattle,y
9/4/18,SEA,BAL,nil,Safeco Field - Seattle,y
9/5/18,SEA,BAL,nil,Safeco Field - Seattle,y
9/7/18,SEA,NYY,nil,Safeco Field - Seattle,y
9/8/18,SEA,NYY,nil,Safeco Field - Seattle,y
9/9/18,SEA,NYY,nil,Safeco Field - Seattle,y
9/11/18,SEA,SDP,nil,Safeco Field - Seattle,y
9/12/18,SEA,SDP,nil,Safeco Field - Seattle,y
9/13/18,SEA,LAA,nil,Angel Stadium of Anaheim - Anaheim,
9/14/18,SEA,LAA,nil,Angel Stadium of Anaheim - Anaheim,
9/15/18,SEA,LAA,nil,Angel Stadium of Anaheim - Anaheim,
9/16/18,SEA,LAA,nil,Angel Stadium of Anaheim - Anaheim,
9/17/18,SEA,HOU,nil,Minute Maid Park - Houston,
9/18/18,SEA,HOU,nil,Minute Maid Park - Houston,
9/19/18,SEA,HOU,nil,Minute Maid Park - Houston,
9/21/18,SEA,TEX,nil,Globe Life Park in Arlington - Arlington,
9/22/18,SEA,TEX,nil,Globe Life Park in Arlington - Arlington,
9/23/18,SEA,TEX,nil,Globe Life Park in Arlington - Arlington,
9/24/18,SEA,OAK,nil,Safeco Field - Seattle,y
9/25/18,SEA,OAK,nil,Safeco Field - Seattle,y
9/26/18,SEA,OAK,nil,Safeco Field - Seattle,y
9/27/18,SEA,TEX,nil,Safeco Field - Seattle,y
9/28/18,SEA,TEX,nil,Safeco Field - Seattle,y
9/29/18,SEA,TEX,nil,Safeco Field - Seattle,y
9/30/18,SEA,TEX,nil,Safeco Field - Seattle,y
3/29/18,TEX,HOU,nil,Globe Life Park in Arlington - Arlington,y
3/30/18,TEX,HOU,nil,Globe Life Park in Arlington - Arlington,y
3/31/18,TEX,HOU,nil,Globe Life Park in Arlington - Arlington,y
4/1/18,TEX,HOU,nil,Globe Life Park in Arlington - Arlington,y
4/2/18,TEX,OAK,nil,Oakland Coliseum - Oakland,
4/3/18,TEX,OAK,nil,Oakland Coliseum - Oakland,
4/4/18,TEX,OAK,nil,Oakland Coliseum - Oakland,
4/5/18,TEX,OAK,nil,Oakland Coliseum - Oakland,
4/6/18,TEX,TOR,nil,Globe Life Park in Arlington - Arlington,y
4/7/18,TEX,TOR,nil,Globe Life Park in Arlington - Arlington,y
4/8/18,TEX,TOR,nil,Globe Life Park in Arlington - Arlington,y
4/9/18,TEX,LAA,nil,Globe Life Park in Arlington - Arlington,y
4/10/18,TEX,LAA,nil,Globe Life Park in Arlington - Arlington,y
4/11/18,TEX,LAA,nil,Globe Life Park in Arlington - Arlington,y
4/13/18,TEX,HOU,nil,Minute Maid Park - Houston,
4/14/18,TEX,HOU,nil,Minute Maid Park - Houston,
4/15/18,TEX,HOU,nil,Minute Maid Park - Houston,
4/16/18,TEX,TBR,nil,Tropicana Field - St. Petersburg,
4/17/18,TEX,TBR,nil,Tropicana Field - St. Petersburg,
4/18/18,TEX,TBR,nil,Tropicana Field - St. Petersburg,
4/20/18,TEX,SEA,nil,Globe Life Park in Arlington - Arlington,y
4/21/18,TEX,SEA,nil,Globe Life Park in Arlington - Arlington,y
4/22/18,TEX,SEA,nil,Globe Life Park in Arlington - Arlington,y
4/23/18,TEX,OAK,nil,Globe Life Park in Arlington - Arlington,y
4/24/18,TEX,OAK,nil,Globe Life Park in Arlington - Arlington,y
4/25/18,TEX,OAK,nil,Globe Life Park in Arlington - Arlington,y
4/27/18,TEX,TOR,nil,Rogers Centre - Toronto,
4/28/18,TEX,TOR,nil,Rogers Centre - Toronto,
4/29/18,TEX,TOR,nil,Rogers Centre - Toronto,
4/30/18,TEX,CLE,nil,Progressive Field - Cleveland,
5/1/18,TEX,CLE,nil,Progressive Field - Cleveland,
5/2/18,TEX,CLE,nil,Progressive Field - Cleveland,
5/3/18,TEX,BOS,nil,Globe Life Park in Arlington - Arlington,y
5/4/18,TEX,BOS,nil,Globe Life Park in Arlington - Arlington,y
5/5/18,TEX,BOS,nil,Globe Life Park in Arlington - Arlington,y
5/6/18,TEX,BOS,nil,Globe Life Park in Arlington - Arlington,y
5/7/18,TEX,DET,nil,Globe Life Park in Arlington - Arlington,y
5/8/18,TEX,DET,nil,Globe Life Park in Arlington - Arlington,y
5/9/18,TEX,DET,nil,Globe Life Park in Arlington - Arlington,y
5/11/18,TEX,HOU,nil,Minute Maid Park - Houston,
5/12/18,TEX,HOU,nil,Minute Maid Park - Houston,
5/13/18,TEX,HOU,nil,Minute Maid Park - Houston,
5/15/18,TEX,SEA,nil,Safeco Field - Seattle,
5/16/18,TEX,SEA,nil,Safeco Field - Seattle,
5/17/18,TEX,CHW,nil,Guaranteed Rate Field - Chicago,
5/18/18,TEX,CHW,nil,Guaranteed Rate Field - Chicago,
5/19/18,TEX,CHW,nil,Guaranteed Rate Field - Chicago,
5/20/18,TEX,CHW,nil,Guaranteed Rate Field - Chicago,
5/21/18,TEX,NYY,nil,Globe Life Park in Arlington - Arlington,y
5/22/18,TEX,NYY,nil,Globe Life Park in Arlington - Arlington,y
