date,team,opp,wl
Sunday Apr 10,MIA,HOU,L
Tuesday Apr 12,MIA,ATL,L
Wednesday Apr 13,MIA,ATL,W
Thursday Apr 14,MIA,ATL,W
Friday Apr 15,MIA,PHI,W
Sunday Apr 17,MIA,PHI,L
Tuesday Apr 19,MIA,PIT,W
Wednesday Apr 20,MIA,PIT,W
Thursday Apr 21,MIA,PIT,W
Friday Apr 22,MIA,COL,W
Saturday Apr 23,MIA,COL,L
Sunday Apr 24,MIA,COL,W
Monday Apr 25,MIA,LAD,W
Tuesday Apr 26,MIA,LAD,W
Wednesday Apr 27,MIA,LAD,L
Friday Apr 29,MIA,CIN,W
Saturday Apr 30,MIA,CIN,L
Sunday May 1,MIA,CIN,W
Monday May 2,MIA,STL,W
Tuesday May 3,MIA,STL,L
Wednesday May 4,MIA,STL,W
Thursday May 5,MIA,STL,L
Friday May 6,MIA,WSN,L
Saturday May 7,MIA,WSN,L
Sunday May 8,MIA,WSN,W
Monday May 9,MIA,PHI,L
Tuesday May 10,MIA,PHI,W
Wednesday May 11,MIA,PHI,L
Friday May 13,MIA,WSN,W
Saturday May 14,MIA,WSN,W
Sunday May 15,MIA,WSN,L
Monday May 16,MIA,NYM,W
Wednesday May 18,MIA,CHC,L
Thursday May 19,MIA,CHC,L
Friday May 20,MIA,TBR,W
Saturday May 21,MIA,TBR,W
Sunday May 22,MIA,TBR,L
Tuesday May 24,MIA,SFG,W
Wednesday May 25,MIA,SFG,W
Thursday May 26,MIA,SFG,W
Friday May 27,MIA,LAD,L
Saturday May 28,MIA,LAD,W
Sunday May 29,MIA,LAD,L
Monday May 30,MIA,ARI,L
Tuesday May 31,MIA,ARI,W
Wednesday Jun 1,MIA,ARI,L
Friday Jun 3,MIA,MIL,L
Saturday Jun 4,MIA,MIL,L
Sunday Jun 5,MIA,MIL,L
Monday Jun 6,MIA,MIL,L
Tuesday Jun 7,MIA,ATL,L
Wednesday Jun 8,MIA,ATL,L
Thursday Jun 9,MIA,ATL,L
Friday Jun 10,MIA,ARI,W
Saturday Jun 11,MIA,ARI,L
Sunday Jun 12,MIA,ARI,L
Monday Jun 13,MIA,ARI,L
Tuesday Jun 14,MIA,PHI,L
Wednesday Jun 15,MIA,PHI,L
Wednesday Jun 15,MIA,PHI,L
Thursday Jun 16,MIA,PHI,L
Friday Jun 17,MIA,TBR,L
Saturday Jun 18,MIA,TBR,L
Sunday Jun 19,MIA,TBR,L
Monday Jun 20,MIA,LAA,L
Tuesday Jun 21,MIA,LAA,W
Wednesday Jun 22,MIA,LAA,L
Friday Jun 24,MIA,SEA,L
Saturday Jun 25,MIA,SEA,W
Sunday Jun 26,MIA,SEA,L
Tuesday Jun 28,MIA,OAK,L
Wednesday Jun 29,MIA,OAK,W
Thursday Jun 30,MIA,OAK,W
Friday Jul 1,MIA,TEX,L
Saturday Jul 2,MIA,TEX,W
Sunday Jul 3,MIA,TEX,W
Monday Jul 4,MIA,PHI,L
Tuesday Jul 5,MIA,PHI,L
Wednesday Jul 6,MIA,PHI,W
Thursday Jul 7,MIA,HOU,W
Friday Jul 8,MIA,HOU,W
Saturday Jul 9,MIA,HOU,W
Sunday Jul 10,MIA,HOU,W
Thursday Jul 14,MIA,CHC,W
Friday Jul 15,MIA,CHC,L
Saturday Jul 16,MIA,CHC,W
Sunday Jul 17,MIA,CHC,W
Monday Jul 18,MIA,NYM,W
Tuesday Jul 19,MIA,SDP,L
Wednesday Jul 20,MIA,SDP,L
Thursday Jul 21,MIA,SDP,L
Friday Jul 22,MIA,NYM,L
Saturday Jul 23,MIA,NYM,W
Sunday Jul 24,MIA,NYM,W
Tuesday Jul 26,MIA,WSN,W
Wednesday Jul 27,MIA,WSN,W
Thursday Jul 28,MIA,WSN,W
Friday Jul 29,MIA,ATL,L
Saturday Jul 30,MIA,ATL,L
Sunday Jul 31,MIA,ATL,W
Monday Aug 1,MIA,NYM,W
Tuesday Aug 2,MIA,NYM,W
Thursday Aug 4,MIA,STL,L
Friday Aug 5,MIA,STL,L
Saturday Aug 6,MIA,STL,L
Sunday Aug 7,MIA,STL,L
Monday Aug 8,MIA,ATL,L
Tuesday Aug 9,MIA,ATL,L
Wednesday Aug 10,MIA,ATL,L
Friday Aug 12,MIA,SFG,W
Saturday Aug 13,MIA,SFG,L
Sunday Aug 14,MIA,SFG,L
Monday Aug 15,MIA,COL,L
Tuesday Aug 16,MIA,COL,W
Wednesday Aug 17,MIA,COL,L
Thursday Aug 18,MIA,SDP,L
Friday Aug 19,MIA,SDP,L
Saturday Aug 20,MIA,SDP,L
Sunday Aug 21,MIA,SDP,L
Tuesday Aug 23,MIA,CIN,L
Wednesday Aug 24,MIA,CIN,W
Wednesday Aug 24,MIA,CIN,L
Friday Aug 26,MIA,PHI,W
Monday Aug 29,MIA,NYM,L
Monday Aug 29,MIA,NYM,L
Tuesday Aug 30,MIA,NYM,W
Wednesday Aug 31,MIA,NYM,L
Thursday Sep 1,MIA,NYM,L
Friday Sep 2,MIA,PHI,L
Saturday Sep 3,MIA,PHI,W
Sunday Sep 4,MIA,PHI,W &V
Monday Sep 5,MIA,NYM,W
Tuesday Sep 6,MIA,NYM,L
Wednesday Sep 7,MIA,NYM,L
Friday Sep 9,MIA,PIT,W
Saturday Sep 10,MIA,PIT,W
Sunday Sep 11,MIA,PIT,W
Monday Sep 12,MIA,ATL,W
Tuesday Sep 13,MIA,ATL,L
Wednesday Sep 14,MIA,ATL,L
Thursday Sep 15,MIA,PHI,L
Thursday Sep 15,MIA,PHI,L
Friday Sep 16,MIA,WSN,W
Saturday Sep 17,MIA,WSN,W
Sunday Sep 18,MIA,WSN,L
Monday Sep 19,MIA,ATL,W
Tuesday Sep 20,MIA,ATL,L
Wednesday Sep 21,MIA,ATL,W
Friday Sep 23,MIA,MIL,L
Saturday Sep 24,MIA,MIL,L
Sunday Sep 25,MIA,MIL,L
Monday Sep 26,MIA,WSN,L
Tuesday Sep 27,MIA,WSN,W
Wednesday Sep 28,MIA,WSN,L
Thursday Mar 31,ATL,WSN,W
Saturday Apr 2,ATL,WSN,L
Sunday Apr 3,ATL,WSN,W
Monday Apr 4,ATL,MIL,W
Tuesday Apr 5,ATL,MIL,L
Wednesday Apr 6,ATL,MIL,L
Thursday Apr 7,ATL,MIL,L
Friday Apr 8,ATL,PHI,W
Saturday Apr 9,ATL,PHI,L
Sunday Apr 10,ATL,PHI,L
Tuesday Apr 12,ATL,MIA,W
Wednesday Apr 13,ATL,MIA,L
Thursday Apr 14,ATL,MIA,L
Saturday Apr 16,ATL,NYM,W
Saturday Apr 16,ATL,NYM,W
Sunday Apr 17,ATL,NYM,L
Monday Apr 18,ATL,LAD,L
Tuesday Apr 19,ATL,LAD,W
Wednesday Apr 20,ATL,LAD,L
Thursday Apr 21,ATL,LAD,L
Friday Apr 22,ATL,SFG,W
Saturday Apr 23,ATL,SFG,W
Sunday Apr 24,ATL,SFG,W
Monday Apr 25,ATL,SDP,L
Tuesday Apr 26,ATL,SDP,W
Wednesday Apr 27,ATL,SDP,W
Friday Apr 29,ATL,STL,L
Saturday Apr 30,ATL,STL,L
Sunday May 1,ATL,STL,W
Monday May 2,ATL,MIL,W
Wednesday May 4,ATL,MIL,W
Wednesday May 4,ATL,MIL,W
Thursday May 5,ATL,MIL,W
Friday May 6,ATL,PHI,W
Saturday May 7,ATL,PHI,L
Sunday May 8,ATL,PHI,W
Tuesday May 10,ATL,WSN,L
Wednesday May 11,ATL,WSN,L
Thursday May 12,ATL,WSN,W
Friday May 13,ATL,PHI,L
Saturday May 14,ATL,PHI,W
Sunday May 15,ATL,PHI,W
Monday May 16,ATL,HOU,W
Tuesday May 17,ATL,HOU,W
Wednesday May 18,ATL,ARI,L
Thursday May 19,ATL,ARI,L
Friday May 20,ATL,LAA,L
Saturday May 21,ATL,LAA,W
Sunday May 22,ATL,LAA,L
Tuesday May 24,ATL,PIT,W
Wednesday May 25,ATL,PIT,W
Friday May 27,ATL,CIN,L
Saturday May 28,ATL,CIN,W
Sunday May 29,ATL,CIN,W
Monday May 30,ATL,SDP,L
Tuesday May 31,ATL,SDP,L
Wednesday Jun 1,ATL,SDP,W
Friday Jun 3,ATL,NYM,W
Saturday Jun 4,ATL,NYM,L
Sunday Jun 5,ATL,NYM,L
Tuesday Jun 7,ATL,MIA,W
Wednesday Jun 8,ATL,MIA,W
Thursday Jun 9,ATL,MIA,W
Friday Jun 10,ATL,HOU,W
Saturday Jun 11,ATL,HOU,W
Sunday Jun 12,ATL,HOU,W
Monday Jun 13,ATL,HOU,L
Tuesday Jun 14,ATL,NYM,L
Wednesday Jun 15,ATL,NYM,L
Thursday Jun 16,ATL,NYM,W
Friday Jun 17,ATL,TEX,L
Saturday Jun 18,ATL,TEX,L
Sunday Jun 19,ATL,TEX,W
Monday Jun 20,ATL,TOR,W
Tuesday Jun 21,ATL,TOR,W
Wednesday Jun 22,ATL,TOR,W
Friday Jun 24,ATL,SDP,L
Saturday Jun 25,ATL,SDP,W
Sunday Jun 26,ATL,SDP,L
Monday Jun 27,ATL,SEA,W
Tuesday Jun 28,ATL,SEA,W
Wednesday Jun 29,ATL,SEA,W
Friday Jul 1,ATL,BAL,W
Saturday Jul 2,ATL,BAL,W
Sunday Jul 3,ATL,BAL,L
Monday Jul 4,ATL,COL,W
Tuesday Jul 5,ATL,COL,W
Wednesday Jul 6,ATL,COL,W
Thursday Jul 7,ATL,COL,W
Friday Jul 8,ATL,PHI,L
Saturday Jul 9,ATL,PHI,W
Sunday Jul 10,ATL,PHI,L
Friday Jul 15,ATL,WSN,W
Saturday Jul 16,ATL,WSN,L
Sunday Jul 17,ATL,WSN,W
Monday Jul 18,ATL,COL,W
Tuesday Jul 19,ATL,COL,L
Wednesday Jul 20,ATL,COL,L
Thursday Jul 21,ATL,COL,W
Friday Jul 22,ATL,CIN,W
Saturday Jul 23,ATL,CIN,L
Sunday Jul 24,ATL,CIN,L
Monday Jul 25,ATL,PIT,L
Tuesday Jul 26,ATL,PIT,W
Wednesday Jul 27,ATL,PIT,W
Thursday Jul 28,ATL,PIT,L
Friday Jul 29,ATL,MIA,W
Saturday Jul 30,ATL,MIA,W
Sunday Jul 31,ATL,MIA,L
Monday Aug 1,ATL,WSN,L
Tuesday Aug 2,ATL,WSN,L
Wednesday Aug 3,ATL,WSN,W
Friday Aug 5,ATL,NYM,W
Saturday Aug 6,ATL,NYM,L
Sunday Aug 7,ATL,NYM,W
Monday Aug 8,ATL,MIA,W
Tuesday Aug 9,ATL,MIA,W
Wednesday Aug 10,ATL,MIA,W
Friday Aug 12,ATL,CHC,W
Saturday Aug 13,ATL,CHC,L
Sunday Aug 14,ATL,CHC,L
Monday Aug 15,ATL,SFG,W
Tuesday Aug 16,ATL,SFG,W
Wednesday Aug 17,ATL,SFG,L
Thursday Aug 18,ATL,SFG,W
Friday Aug 19,ATL,ARI,W
Saturday Aug 20,ATL,ARI,W
Sunday Aug 21,ATL,ARI,W
Monday Aug 22,ATL,CHC,W
Tuesday Aug 23,ATL,CHC,W
Wednesday Aug 24,ATL,CHC,L
Thursday Aug 25,ATL,CHC,W
Friday Aug 26,ATL,NYM,L
Tuesday Aug 30,ATL,WSN,L
Wednesday Aug 31,ATL,WSN,W
Thursday Sep 1,ATL,WSN,W
Friday Sep 2,ATL,LAD,L
Saturday Sep 3,ATL,LAD,L
Sunday Sep 4,ATL,LAD,W
Monday Sep 5,ATL,PHI,L
Tuesday Sep 6,ATL,PHI,L
Wednesday Sep 7,ATL,PHI,L
Thursday Sep 8,ATL,NYM,W
Thursday Sep 8,ATL,NYM,W
Friday Sep 9,ATL,STL,L
Saturday Sep 10,ATL,STL,L
Sunday Sep 11,ATL,STL,L
Monday Sep 12,ATL,MIA,L
Tuesday Sep 13,ATL,MIA,W
Wednesday Sep 14,ATL,MIA,W
Friday Sep 16,ATL,NYM,L
Saturday Sep 17,ATL,NYM,W
Sunday Sep 18,ATL,NYM,L
Monday Sep 19,ATL,MIA,L
Tuesday Sep 20,ATL,MIA,W
Wednesday Sep 21,ATL,MIA,L
Friday Sep 23,ATL,WSN,W
Saturday Sep 24,ATL,WSN,L
Sunday Sep 25,ATL,WSN,L
Monday Sep 26,ATL,PHI,L
Tuesday Sep 27,ATL,PHI,L
Wednesday Sep 28,ATL,PHI,L
Friday Apr 1,NYM,MIA,L
Saturday Apr 2,NYM,MIA,W
Sunday Apr 3,NYM,MIA,W
Tuesday Apr 5,NYM,PHI,W
Wednesday Apr 6,NYM,PHI,L
Thursday Apr 7,NYM,PHI,L
Friday Apr 8,NYM,WSN,L
Saturday Apr 9,NYM,WSN,W
Sunday Apr 10,NYM,WSN,L
Monday Apr 11,NYM,COL,L
Wednesday Apr 13,NYM,COL,L
Thursday Apr 14,NYM,COL,L
Thursday Apr 14,NYM,COL,L
Saturday Apr 16,NYM,ATL,L
Saturday Apr 16,NYM,ATL,L
Sunday Apr 17,NYM,ATL,W
Tuesday Apr 19,NYM,HOU,L
Wednesday Apr 20,NYM,HOU,L
Thursday Apr 21,NYM,HOU,W
Friday Apr 22,NYM,ARI,W
Saturday Apr 23,NYM,ARI,W
Sunday Apr 24,NYM,ARI,W
Tuesday Apr 26,NYM,WSN,W
Wednesday Apr 27,NYM,WSN,W
Thursday Apr 28,NYM,WSN,L
Friday Apr 29,NYM,PHI,L
Saturday Apr 30,NYM,PHI,L
Sunday May 1,NYM,PHI,W
Tuesday May 3,NYM,SFG,L
Wednesday May 4,NYM,SFG,L
Thursday May 5,NYM,SFG,W
Friday May 6,NYM,LAD,W
Saturday May 7,NYM,LAD,W
Sunday May 8,NYM,LAD,L
Monday May 9,NYM,COL,L
Tuesday May 10,NYM,COL,W
Thursday May 12,NYM,COL,W
Friday May 13,NYM,HOU,W
Saturday May 14,NYM,HOU,L
Sunday May 15,NYM,HOU,W
Monday May 16,NYM,MIA,L
Wednesday May 18,NYM,WSN,W
Thursday May 19,NYM,WSN,W
Friday May 20,NYM,NYY,W
Saturday May 21,NYM,NYY,L
Sunday May 22,NYM,NYY,L
Tuesday May 24,NYM,CHC,L
Wednesday May 25,NYM,CHC,W
Thursday May 26,NYM,CHC,L
Friday May 27,NYM,PHI,L
Saturday May 28,NYM,PHI,L
Sunday May 29,NYM,PHI,W
Monday May 30,NYM,PIT,W
Tuesday May 31,NYM,PIT,L
Wednesday Jun 1,NYM,PIT,L
Thursday Jun 2,NYM,PIT,W
Friday Jun 3,NYM,ATL,L
Saturday Jun 4,NYM,ATL,W
Sunday Jun 5,NYM,ATL,W
Tuesday Jun 7,NYM,MIL,W
Wednesday Jun 8,NYM,MIL,L
Thursday Jun 9,NYM,MIL,W
Friday Jun 10,NYM,PIT,W
Saturday Jun 11,NYM,PIT,L
Sunday Jun 12,NYM,PIT,W
Monday Jun 13,NYM,PIT,L
Tuesday Jun 14,NYM,ATL,W
Wednesday Jun 15,NYM,ATL,W
Thursday Jun 16,NYM,ATL,L
Friday Jun 17,NYM,LAA,L
Saturday Jun 18,NYM,LAA,W
Sunday Jun 19,NYM,LAA,L
Tuesday Jun 21,NYM,OAK,L
Wednesday Jun 22,NYM,OAK,W
Thursday Jun 23,NYM,OAK,W
Friday Jun 24,NYM,TEX,L
Saturday Jun 25,NYM,TEX,W
Sunday Jun 26,NYM,TEX,W
Tuesday Jun 28,NYM,DET,W
Wednesday Jun 29,NYM,DET,W
Thursday Jun 30,NYM,DET,L
Friday Jul 1,NYM,NYY,L
Saturday Jul 2,NYM,NYY,L
Sunday Jul 3,NYM,NYY,W
Monday Jul 4,NYM,LAD,W
Tuesday Jul 5,NYM,LAD,W
Wednesday Jul 6,NYM,LAD,W
Thursday Jul 7,NYM,LAD,L
Friday Jul 8,NYM,SFG,W
Saturday Jul 9,NYM,SFG,L
Sunday Jul 10,NYM,SFG,L
Friday Jul 15,NYM,PHI,L
Saturday Jul 16,NYM,PHI,W
Sunday Jul 17,NYM,PHI,L
Monday Jul 18,NYM,MIA,L
Tuesday Jul 19,NYM,STL,W
Wednesday Jul 20,NYM,STL,W
Thursday Jul 21,NYM,STL,L
Friday Jul 22,NYM,MIA,W
Saturday Jul 23,NYM,MIA,L
Sunday Jul 24,NYM,MIA,L
Monday Jul 25,NYM,CIN,W
Tuesday Jul 26,NYM,CIN,W
Wednesday Jul 27,NYM,CIN,W
Thursday Jul 28,NYM,CIN,W
Friday Jul 29,NYM,WSN,W
Saturday Jul 30,NYM,WSN,L
Sunday Jul 31,NYM,WSN,L
Monday Aug 1,NYM,MIA,L
Tuesday Aug 2,NYM,MIA,L
Friday Aug 5,NYM,ATL,L
Saturday Aug 6,NYM,ATL,W
Sunday Aug 7,NYM,ATL,L
Monday Aug 8,NYM,SDP,W
Tuesday Aug 9,NYM,SDP,W
Wednesday Aug 10,NYM,SDP,L
Thursday Aug 11,NYM,SDP,L
Friday Aug 12,NYM,ARI,L
Saturday Aug 13,NYM,ARI,L
Sunday Aug 14,NYM,ARI,L
Monday Aug 15,NYM,SDP,W
Tuesday Aug 16,NYM,SDP,L
Wednesday Aug 17,NYM,SDP,W
Friday Aug 19,NYM,MIL,L
Saturday Aug 20,NYM,MIL,L
Sunday Aug 21,NYM,MIL,L
Monday Aug 22,NYM,PHI,L
Tuesday Aug 23,NYM,PHI,L
Wednesday Aug 24,NYM,PHI,W
Friday Aug 26,NYM,ATL,W
Monday Aug 29,NYM,MIA,W
Monday Aug 29,NYM,MIA,W
Tuesday Aug 30,NYM,MIA,L
Wednesday Aug 31,NYM,MIA,W
Thursday Sep 1,NYM,MIA,W
Friday Sep 2,NYM,WSN,W
Saturday Sep 3,NYM,WSN,L
Sunday Sep 4,NYM,WSN,W
Monday Sep 5,NYM,MIA,L
Tuesday Sep 6,NYM,MIA,W
Wednesday Sep 7,NYM,MIA,W
Thursday Sep 8,NYM,ATL,L
Thursday Sep 8,NYM,ATL,L
Friday Sep 9,NYM,CHC,W
Saturday Sep 10,NYM,CHC,L
Sunday Sep 11,NYM,CHC,L
Monday Sep 12,NYM,WSN,L
Tuesday Sep 13,NYM,WSN,L
Wednesday Sep 14,NYM,WSN,L
Thursday Sep 15,NYM,WSN,L
Friday Sep 16,NYM,ATL,W
Saturday Sep 17,NYM,ATL,L
Sunday Sep 18,NYM,ATL,W
Tuesday Sep 20,NYM,STL,L
Wednesday Sep 21,NYM,STL,L
Thursday Sep 22,NYM,STL,W
Saturday Sep 24,NYM,PHI,W
Saturday Sep 24,NYM,PHI,W
Sunday Sep 25,NYM,PHI,L
Monday Sep 26,NYM,CIN,L
Tuesday Sep 27,NYM,CIN,L
Wednesday Sep 28,NYM,CIN,W
Friday Apr 1,PHI,HOU,W
Saturday Apr 2,PHI,HOU,W
Sunday Apr 3,PHI,HOU,W
Tuesday Apr 5,PHI,NYM,L
Wednesday Apr 6,PHI,NYM,W
Thursday Apr 7,PHI,NYM,W
Friday Apr 8,PHI,ATL,L
Saturday Apr 9,PHI,ATL,W
Sunday Apr 10,PHI,ATL,W
Tuesday Apr 12,PHI,WSN,L
Wednesday Apr 13,PHI,WSN,W
Thursday Apr 14,PHI,WSN,W
Friday Apr 15,PHI,MIA,L
Sunday Apr 17,PHI,MIA,W
Monday Apr 18,PHI,MIL,L
Tuesday Apr 19,PHI,MIL,L
Wednesday Apr 20,PHI,MIL,W
Thursday Apr 21,PHI,SDP,W
Friday Apr 22,PHI,SDP,W
Saturday Apr 23,PHI,SDP,W
Sunday Apr 24,PHI,SDP,W
Monday Apr 25,PHI,ARI,L
Tuesday Apr 26,PHI,ARI,L
Wednesday Apr 27,PHI,ARI,W
Friday Apr 29,PHI,NYM,W
Saturday Apr 30,PHI,NYM,W
Sunday May 1,PHI,NYM,L
Tuesday May 3,PHI,WSN,W
Wednesday May 4,PHI,WSN,W
Thursday May 5,PHI,WSN,W
Friday May 6,PHI,ATL,L
Saturday May 7,PHI,ATL,W
Sunday May 8,PHI,ATL,L
Monday May 9,PHI,MIA,W
Tuesday May 10,PHI,MIA,L
Wednesday May 11,PHI,MIA,W
Friday May 13,PHI,ATL,W
Saturday May 14,PHI,ATL,L
Sunday May 15,PHI,ATL,L
Monday May 16,PHI,STL,L
Tuesday May 17,PHI,STL,L
Wednesday May 18,PHI,COL,W
Thursday May 19,PHI,COL,L
Friday May 20,PHI,TEX,W
Saturday May 21,PHI,TEX,W
Sunday May 22,PHI,TEX,L
Monday May 23,PHI,CIN,W
Tuesday May 24,PHI,CIN,L
Wednesday May 25,PHI,CIN,W
Thursday May 26,PHI,CIN,W
Friday May 27,PHI,NYM,W
Saturday May 28,PHI,NYM,W
Sunday May 29,PHI,NYM,L
Monday May 30,PHI,WSN,W
Tuesday May 31,PHI,WSN,L
Wednesday Jun 1,PHI,WSN,L
Friday Jun 3,PHI,PIT,L
Saturday Jun 4,PHI,PIT,L
Sunday Jun 5,PHI,PIT,W
Monday Jun 6,PHI,LAD,W
Tuesday Jun 7,PHI,LAD,L
Wednesday Jun 8,PHI,LAD,W
Thursday Jun 9,PHI,CHC,L
Friday Jun 10,PHI,CHC,W
Saturday Jun 11,PHI,CHC,W
Sunday Jun 12,PHI,CHC,W
Tuesday Jun 14,PHI,MIA,W
