date,team,opp,wl
Saturday May 19,ATL,TBR,L
Sunday May 20,ATL,TBR,W
Monday May 21,ATL,CIN,L
Tuesday May 22,ATL,CIN,L
Wednesday May 23,ATL,CIN,L
Thursday May 24,ATL,CIN,L
Friday May 25,ATL,WSN,L
Saturday May 26,ATL,WSN,L
Sunday May 27,ATL,WSN,L
Monday May 28,ATL,STL,L
Tuesday May 29,ATL,STL,W
Wednesday May 30,ATL,STL,W
Saturday Jun 2,ATL,WSN,L
Sunday Jun 3,ATL,WSN,W
Tuesday Jun 5,ATL,MIA,W
Wednesday Jun 6,ATL,MIA,W
Thursday Jun 7,ATL,MIA,W
Friday Jun 8,ATL,TOR,W
Saturday Jun 9,ATL,TOR,W
Sunday Jun 10,ATL,TOR,L
Monday Jun 11,ATL,NYY,L
Tuesday Jun 12,ATL,NYY,L
Wednesday Jun 13,ATL,NYY,L
Friday Jun 15,ATL,BAL,W
Saturday Jun 16,ATL,BAL,L
Sunday Jun 17,ATL,BAL,L
Monday Jun 18,ATL,NYY,L
Tuesday Jun 19,ATL,NYY,W
Wednesday Jun 20,ATL,NYY,W
Friday Jun 22,ATL,BOS,W
Saturday Jun 23,ATL,BOS,L
Sunday Jun 24,ATL,BOS,L
Tuesday Jun 26,ATL,ARI,W
Wednesday Jun 27,ATL,ARI,W
Thursday Jun 28,ATL,ARI,L
Friday Jun 29,ATL,WSN,L
Saturday Jun 30,ATL,WSN,W
Sunday Jul 1,ATL,WSN,L
Monday Jul 2,ATL,CHC,L
Tuesday Jul 3,ATL,CHC,W
Wednesday Jul 4,ATL,CHC,L
Thursday Jul 5,ATL,CHC,W
Friday Jul 6,ATL,PHI,W
Saturday Jul 7,ATL,PHI,W
Sunday Jul 8,ATL,PHI,W
Friday Jul 13,ATL,NYM,W
Saturday Jul 14,ATL,NYM,W
Sunday Jul 15,ATL,NYM,W
Tuesday Jul 17,ATL,SFG,L
Wednesday Jul 18,ATL,SFG,L
Thursday Jul 19,ATL,SFG,W
Friday Jul 20,ATL,WSN,W
Saturday Jul 21,ATL,WSN,W
Saturday Jul 21,ATL,WSN,L
Sunday Jul 22,ATL,WSN,L
Monday Jul 23,ATL,MIA,L
Tuesday Jul 24,ATL,MIA,W
Wednesday Jul 25,ATL,MIA,W
Friday Jul 27,ATL,PHI,W
Saturday Jul 28,ATL,PHI,W
Sunday Jul 29,ATL,PHI,W
Monday Jul 30,ATL,MIA,W
Tuesday Jul 31,ATL,MIA,W
Wednesday Aug 1,ATL,MIA,L
Thursday Aug 2,ATL,MIA,W
Friday Aug 3,ATL,HOU,W
Saturday Aug 4,ATL,HOU,L
Sunday Aug 5,ATL,HOU,W
Monday Aug 6,ATL,PHI,W
Tuesday Aug 7,ATL,PHI,L
Wednesday Aug 8,ATL,PHI,W
Friday Aug 10,ATL,NYM,W
Saturday Aug 11,ATL,NYM,W
Sunday Aug 12,ATL,NYM,L
Monday Aug 13,ATL,SDP,L
Tuesday Aug 14,ATL,SDP,W
Wednesday Aug 15,ATL,SDP,W
Thursday Aug 16,ATL,SDP,W
Friday Aug 17,ATL,LAD,W
Saturday Aug 18,ATL,LAD,L
Sunday Aug 19,ATL,LAD,L
Monday Aug 20,ATL,WSN,L
Tuesday Aug 21,ATL,WSN,L
Wednesday Aug 22,ATL,WSN,W
Thursday Aug 23,ATL,SFG,L
Friday Aug 24,ATL,SFG,L
Saturday Aug 25,ATL,SFG,W
Sunday Aug 26,ATL,SFG,W
Monday Aug 27,ATL,SDP,L
Tuesday Aug 28,ATL,SDP,W
Wednesday Aug 29,ATL,SDP,L
Friday Aug 31,ATL,PHI,L
Saturday Sep 1,ATL,PHI,L
Sunday Sep 2,ATL,PHI,W
Monday Sep 3,ATL,COL,W
Tuesday Sep 4,ATL,COL,L
Wednesday Sep 5,ATL,COL,W
Thursday Sep 6,ATL,COL,W
Friday Sep 7,ATL,NYM,W
Saturday Sep 8,ATL,NYM,W
Sunday Sep 9,ATL,NYM,W
Monday Sep 10,ATL,MIL,L
Tuesday Sep 11,ATL,MIL,L
Wednesday Sep 12,ATL,MIL,L
Friday Sep 14,ATL,WSN,W
Saturday Sep 15,ATL,WSN,W
Sunday Sep 16,ATL,WSN,W
Monday Sep 17,ATL,MIA,W
Tuesday Sep 18,ATL,MIA,L
Wednesday Sep 19,ATL,MIA,W
Friday Sep 21,ATL,PHI,L
Saturday Sep 22,ATL,PHI,W
Sunday Sep 23,ATL,PHI,W
Tuesday Sep 25,ATL,MIA,W
Wednesday Sep 26,ATL,MIA,W
Thursday Sep 27,ATL,MIA,W
Friday Sep 28,ATL,NYM,L
Saturday Sep 29,ATL,NYM,W
Sunday Sep 30,ATL,NYM,W
Monday Oct 1,ATL,PIT,L
Tuesday Oct 2,ATL,PIT,L
Wednesday Oct 3,ATL,PIT,W
Thursday Apr 5,NYM,ATL,W
Saturday Apr 7,NYM,ATL,W
Sunday Apr 8,NYM,ATL,W
Monday Apr 9,NYM,WSN,W
Tuesday Apr 10,NYM,WSN,L
Wednesday Apr 11,NYM,WSN,L
Friday Apr 13,NYM,PHI,W
Saturday Apr 14,NYM,PHI,W
Sunday Apr 15,NYM,PHI,L
Monday Apr 16,NYM,ATL,W
Tuesday Apr 17,NYM,ATL,L
Wednesday Apr 18,NYM,ATL,L
Friday Apr 20,NYM,SFG,L
Saturday Apr 21,NYM,SFG,W
Monday Apr 23,NYM,SFG,L
Monday Apr 23,NYM,SFG,L
Tuesday Apr 24,NYM,MIA,W
Wednesday Apr 25,NYM,MIA,W
Thursday Apr 26,NYM,MIA,W
Friday Apr 27,NYM,COL,L
Saturday Apr 28,NYM,COL,W
Sunday Apr 29,NYM,COL,W
Monday Apr 30,NYM,HOU,L
Tuesday May 1,NYM,HOU,L
Wednesday May 2,NYM,HOU,L
Friday May 4,NYM,ARI,L
Saturday May 5,NYM,ARI,W
Sunday May 6,NYM,ARI,W
Monday May 7,NYM,PHI,W
Tuesday May 8,NYM,PHI,W
Wednesday May 9,NYM,PHI,W
Friday May 11,NYM,MIA,L
Saturday May 12,NYM,MIA,W
Sunday May 13,NYM,MIA,L
Monday May 14,NYM,MIL,W
Tuesday May 15,NYM,MIL,L
Wednesday May 16,NYM,CIN,L
Thursday May 17,NYM,CIN,W
Friday May 18,NYM,TOR,L
Saturday May 19,NYM,TOR,L
Sunday May 20,NYM,TOR,W
Monday May 21,NYM,PIT,L
Tuesday May 22,NYM,PIT,W
Wednesday May 23,NYM,PIT,W
Thursday May 24,NYM,SDP,L
Friday May 25,NYM,SDP,W
Saturday May 26,NYM,SDP,W
Sunday May 27,NYM,SDP,W
Monday May 28,NYM,PHI,L
Tuesday May 29,NYM,PHI,W
Wednesday May 30,NYM,PHI,L
Friday Jun 1,NYM,STL,W
Saturday Jun 2,NYM,STL,W
Sunday Jun 3,NYM,STL,W
Monday Jun 4,NYM,STL,L
Tuesday Jun 5,NYM,WSN,L
Wednesday Jun 6,NYM,WSN,L
Thursday Jun 7,NYM,WSN,W
Friday Jun 8,NYM,NYY,L
Saturday Jun 9,NYM,NYY,L
Sunday Jun 10,NYM,NYY,L
Tuesday Jun 12,NYM,TBR,W
Wednesday Jun 13,NYM,TBR,W
Thursday Jun 14,NYM,TBR,W
Friday Jun 15,NYM,CIN,L
Saturday Jun 16,NYM,CIN,L
Sunday Jun 17,NYM,CIN,L
Monday Jun 18,NYM,BAL,W
Tuesday Jun 19,NYM,BAL,W
Wednesday Jun 20,NYM,BAL,W
Friday Jun 22,NYM,NYY,W
Saturday Jun 23,NYM,NYY,L
Sunday Jun 24,NYM,NYY,L
Monday Jun 25,NYM,CHC,L
Tuesday Jun 26,NYM,CHC,L
Wednesday Jun 27,NYM,CHC,W
Thursday Jun 28,NYM,LAD,W
Friday Jun 29,NYM,LAD,W
Saturday Jun 30,NYM,LAD,W
Sunday Jul 1,NYM,LAD,L
Tuesday Jul 3,NYM,PHI,W
Wednesday Jul 4,NYM,PHI,L
Thursday Jul 5,NYM,PHI,W
Friday Jul 6,NYM,CHC,L
Saturday Jul 7,NYM,CHC,W
Sunday Jul 8,NYM,CHC,L
Friday Jul 13,NYM,ATL,L
Saturday Jul 14,NYM,ATL,L
Sunday Jul 15,NYM,ATL,L
Tuesday Jul 17,NYM,WSN,L
Wednesday Jul 18,NYM,WSN,L
Thursday Jul 19,NYM,WSN,W
Friday Jul 20,NYM,LAD,L
Saturday Jul 21,NYM,LAD,L
Sunday Jul 22,NYM,LAD,L
Monday Jul 23,NYM,WSN,L
Tuesday Jul 24,NYM,WSN,L
Wednesday Jul 25,NYM,WSN,L
Thursday Jul 26,NYM,ARI,W
Friday Jul 27,NYM,ARI,L
Saturday Jul 28,NYM,ARI,L
Sunday Jul 29,NYM,ARI,W
Monday Jul 30,NYM,SFG,W
Tuesday Jul 31,NYM,SFG,L
Wednesday Aug 1,NYM,SFG,W
Thursday Aug 2,NYM,SFG,W
Friday Aug 3,NYM,SDP,L
Saturday Aug 4,NYM,SDP,W
Sunday Aug 5,NYM,SDP,L
Tuesday Aug 7,NYM,MIA,L
Wednesday Aug 8,NYM,MIA,L
Thursday Aug 9,NYM,MIA,W
Friday Aug 10,NYM,ATL,L
Saturday Aug 11,NYM,ATL,L
Sunday Aug 12,NYM,ATL,W
Tuesday Aug 14,NYM,CIN,L
Wednesday Aug 15,NYM,CIN,L
Thursday Aug 16,NYM,CIN,W
Friday Aug 17,NYM,WSN,L
Saturday Aug 18,NYM,WSN,W
Sunday Aug 19,NYM,WSN,L
Monday Aug 20,NYM,COL,L
Tuesday Aug 21,NYM,COL,L
Wednesday Aug 22,NYM,COL,L
Thursday Aug 23,NYM,COL,L
Friday Aug 24,NYM,HOU,L
Saturday Aug 25,NYM,HOU,W
Sunday Aug 26,NYM,HOU,W
Tuesday Aug 28,NYM,PHI,W
Wednesday Aug 29,NYM,PHI,W
Thursday Aug 30,NYM,PHI,L
Friday Aug 31,NYM,MIA,W
Saturday Sep 1,NYM,MIA,W
Sunday Sep 2,NYM,MIA,W
Monday Sep 3,NYM,STL,L
Tuesday Sep 4,NYM,STL,L
Wednesday Sep 5,NYM,STL,W
Friday Sep 7,NYM,ATL,L
Saturday Sep 8,NYM,ATL,L
Sunday Sep 9,NYM,ATL,L
Monday Sep 10,NYM,WSN,L
Tuesday Sep 11,NYM,WSN,L
Wednesday Sep 12,NYM,WSN,L
Friday Sep 14,NYM,MIL,W
Saturday Sep 15,NYM,MIL,L
Sunday Sep 16,NYM,MIL,L
Monday Sep 17,NYM,PHI,L
Wednesday Sep 19,NYM,PHI,L
Thursday Sep 20,NYM,PHI,L
Friday Sep 21,NYM,MIA,W
Saturday Sep 22,NYM,MIA,W
Sunday Sep 23,NYM,MIA,W
Monday Sep 24,NYM,PIT,W
Tuesday Sep 25,NYM,PIT,L
Wednesday Sep 26,NYM,PIT,W
Thursday Sep 27,NYM,PIT,W
Friday Sep 28,NYM,ATL,W
Saturday Sep 29,NYM,ATL,L
Sunday Sep 30,NYM,ATL,L
Monday Oct 1,NYM,MIA,L
Tuesday Oct 2,NYM,MIA,L
Wednesday Oct 3,NYM,MIA,W
Wednesday Apr 4,MIA,STL,L
Thursday Apr 5,MIA,CIN,L
Saturday Apr 7,MIA,CIN,W
Sunday Apr 8,MIA,CIN,L
Monday Apr 9,MIA,PHI,W
Wednesday Apr 11,MIA,PHI,L
Thursday Apr 12,MIA,PHI,L
Friday Apr 13,MIA,HOU,W
Saturday Apr 14,MIA,HOU,L
Sunday Apr 15,MIA,HOU,W
Tuesday Apr 17,MIA,CHC,W
Wednesday Apr 18,MIA,CHC,W
Thursday Apr 19,MIA,CHC,W
Friday Apr 20,MIA,WSN,L
Saturday Apr 21,MIA,WSN,L
Tuesday Apr 24,MIA,NYM,L
Wednesday Apr 25,MIA,NYM,L
Thursday Apr 26,MIA,NYM,L
Friday Apr 27,MIA,ARI,L
Saturday Apr 28,MIA,ARI,W
Sunday Apr 29,MIA,ARI,L
Monday Apr 30,MIA,ARI,L
Tuesday May 1,MIA,SFG,W
Wednesday May 2,MIA,SFG,W
Thursday May 3,MIA,SFG,W
Friday May 4,MIA,SDP,W
Saturday May 5,MIA,SDP,W
Sunday May 6,MIA,SDP,W
Monday May 7,MIA,HOU,W
Tuesday May 8,MIA,HOU,L
Wednesday May 9,MIA,HOU,W
Friday May 11,MIA,NYM,W
Saturday May 12,MIA,NYM,L
Sunday May 13,MIA,NYM,W
Monday May 14,MIA,PIT,L
Tuesday May 15,MIA,PIT,W
Wednesday May 16,MIA,ATL,W
Thursday May 17,MIA,ATL,L
Friday May 18,MIA,CLE,W
Saturday May 19,MIA,CLE,L
Sunday May 20,MIA,CLE,W
Monday May 21,MIA,COL,W
Tuesday May 22,MIA,COL,W
Wednesday May 23,MIA,COL,L
Thursday May 24,MIA,SFG,L
Friday May 25,MIA,SFG,W
Saturday May 26,MIA,SFG,W
Sunday May 27,MIA,SFG,L
Monday May 28,MIA,WSN,W
Tuesday May 29,MIA,WSN,W
Wednesday May 30,MIA,WSN,W
Friday Jun 1,MIA,PHI,L
Saturday Jun 2,MIA,PHI,W
Sunday Jun 3,MIA,PHI,W
Tuesday Jun 5,MIA,ATL,L
Wednesday Jun 6,MIA,ATL,L
Thursday Jun 7,MIA,ATL,L
Friday Jun 8,MIA,TBR,L
Saturday Jun 9,MIA,TBR,L
Sunday Jun 10,MIA,TBR,L
Monday Jun 11,MIA,BOS,W
Tuesday Jun 12,MIA,BOS,L
Wednesday Jun 13,MIA,BOS,L
Friday Jun 15,MIA,TBR,L
Saturday Jun 16,MIA,TBR,W
Sunday Jun 17,MIA,TBR,L
