date,team,opp,wl
Sunday Jul 5,MIA,CHC,L
Tuesday Jul 7,MIA,BOS,L
Wednesday Jul 8,MIA,BOS,L
Thursday Jul 9,MIA,CIN,W
Friday Jul 10,MIA,CIN,L
Saturday Jul 11,MIA,CIN,W
Sunday Jul 12,MIA,CIN,W
Friday Jul 17,MIA,PHI,L
Saturday Jul 18,MIA,PHI,L
Sunday Jul 19,MIA,PHI,L
Monday Jul 20,MIA,ARI,L
Tuesday Jul 21,MIA,ARI,W
Wednesday Jul 22,MIA,ARI,W
Thursday Jul 23,MIA,SDP,W
Friday Jul 24,MIA,SDP,L
Saturday Jul 25,MIA,SDP,L
Sunday Jul 26,MIA,SDP,L
Tuesday Jul 28,MIA,WSN,W
Wednesday Jul 29,MIA,WSN,L
Thursday Jul 30,MIA,WSN,L
Friday Jul 31,MIA,SDP,L
Saturday Aug 1,MIA,SDP,L
Sunday Aug 2,MIA,SDP,W
Monday Aug 3,MIA,NYM,L
Tuesday Aug 4,MIA,NYM,L
Wednesday Aug 5,MIA,NYM,L
Thursday Aug 6,MIA,ATL,L
Friday Aug 7,MIA,ATL,L
Saturday Aug 8,MIA,ATL,L
Sunday Aug 9,MIA,ATL,W
Tuesday Aug 11,MIA,BOS,W
Wednesday Aug 12,MIA,BOS,W
Friday Aug 14,MIA,STL,L
Saturday Aug 15,MIA,STL,L
Sunday Aug 16,MIA,STL,W
Monday Aug 17,MIA,MIL,W
Tuesday Aug 18,MIA,MIL,W
Wednesday Aug 19,MIA,MIL,L
Thursday Aug 20,MIA,PHI,W
Friday Aug 21,MIA,PHI,L
Saturday Aug 22,MIA,PHI,L
Sunday Aug 23,MIA,PHI,L
Monday Aug 24,MIA,PIT,L
Tuesday Aug 25,MIA,PIT,W
Wednesday Aug 26,MIA,PIT,L
Thursday Aug 27,MIA,PIT,L
Friday Aug 28,MIA,WSN,W
Saturday Aug 29,MIA,WSN,L
Sunday Aug 30,MIA,WSN,L
Monday Aug 31,MIA,ATL,W
Tuesday Sep 1,MIA,ATL,W
Wednesday Sep 2,MIA,ATL,W
Friday Sep 4,MIA,NYM,W
Saturday Sep 5,MIA,NYM,L
Sunday Sep 6,MIA,NYM,W
Monday Sep 7,MIA,MIL,L
Tuesday Sep 8,MIA,MIL,W
Wednesday Sep 9,MIA,MIL,W
Friday Sep 11,MIA,WSN,W
Saturday Sep 12,MIA,WSN,W
Sunday Sep 13,MIA,WSN,L
Monday Sep 14,MIA,NYM,L
Tuesday Sep 15,MIA,NYM,W
Wednesday Sep 16,MIA,NYM,W
Thursday Sep 17,MIA,WSN,W
Friday Sep 18,MIA,WSN,L
Saturday Sep 19,MIA,WSN,L
Sunday Sep 20,MIA,WSN,L
Tuesday Sep 22,MIA,PHI,L
Wednesday Sep 23,MIA,PHI,W
Thursday Sep 24,MIA,PHI,W
Friday Sep 25,MIA,ATL,W
Saturday Sep 26,MIA,ATL,W
Sunday Sep 27,MIA,ATL,W
Tuesday Sep 29,MIA,TBR,L
Wednesday Sep 30,MIA,TBR,L
Thursday Oct 1,MIA,TBR,L
<<<<<<< HEAD
Saturday Oct 3,MIA,PHI,W
Saturday Oct 3,MIA,PHI,W
=======
Saturday Oct 3 (1),MIA,PHI,W
Saturday Oct 3 (2),MIA,PHI,W
>>>>>>> 6a814c3af8eab112c985ea19f0327017ca8a6d68
Sunday Oct 4,MIA,PHI,L
Monday Apr 6,WSN,NYM,L
Wednesday Apr 8,WSN,NYM,W
Thursday Apr 9,WSN,NYM,L
Friday Apr 10,WSN,PHI,L
Saturday Apr 11,WSN,PHI,L
Sunday Apr 12,WSN,PHI,W
Monday Apr 13,WSN,BOS,L
Tuesday Apr 14,WSN,BOS,L
Wednesday Apr 15,WSN,BOS,W
Thursday Apr 16,WSN,PHI,W
Friday Apr 17,WSN,PHI,W
Saturday Apr 18,WSN,PHI,L
Sunday Apr 19,WSN,PHI,W
Tuesday Apr 21,WSN,STL,W
Wednesday Apr 22,WSN,STL,L
Thursday Apr 23,WSN,STL,L
Friday Apr 24,WSN,MIA,L
Saturday Apr 25,WSN,MIA,L
Sunday Apr 26,WSN,MIA,L
Monday Apr 27,WSN,ATL,L
Tuesday Apr 28,WSN,ATL,W
Wednesday Apr 29,WSN,ATL,W
Thursday Apr 30,WSN,NYM,W
Friday May 1,WSN,NYM,L
Saturday May 2,WSN,NYM,W
Sunday May 3,WSN,NYM,W
Monday May 4,WSN,MIA,W
Tuesday May 5,WSN,MIA,L
Wednesday May 6,WSN,MIA,W
Friday May 8,WSN,ATL,W
Saturday May 9,WSN,ATL,W
Sunday May 10,WSN,ATL,W
Monday May 11,WSN,ARI,W
Tuesday May 12,WSN,ARI,L
Wednesday May 13,WSN,ARI,W
Thursday May 14,WSN,SDP,L
Friday May 15,WSN,SDP,W
Saturday May 16,WSN,SDP,W
Sunday May 17,WSN,SDP,W
Tuesday May 19,WSN,NYY,W
Wednesday May 20,WSN,NYY,W
Friday May 22,WSN,PHI,W
Saturday May 23,WSN,PHI,L
Sunday May 24,WSN,PHI,W
Monday May 25,WSN,CHC,W
Tuesday May 26,WSN,CHC,L
Wednesday May 27,WSN,CHC,W
Friday May 29,WSN,CIN,L
Saturday May 30,WSN,CIN,L
Sunday May 31,WSN,CIN,L
<<<<<<< HEAD
Tuesday Jun 2,WSN,TOR,W
Tuesday Jun 2,WSN,TOR,L
=======
Tuesday Jun 2 (1),WSN,TOR,W
Tuesday Jun 2 (2),WSN,TOR,L
>>>>>>> 6a814c3af8eab112c985ea19f0327017ca8a6d68
Wednesday Jun 3,WSN,TOR,L
Thursday Jun 4,WSN,CHC,L
Friday Jun 5,WSN,CHC,W
Saturday Jun 6,WSN,CHC,L
Sunday Jun 7,WSN,CHC,L
Tuesday Jun 9,WSN,NYY,L
Wednesday Jun 10,WSN,NYY,W
Thursday Jun 11,WSN,MIL,L
Friday Jun 12,WSN,MIL,L
Saturday Jun 13,WSN,MIL,W
Sunday Jun 14,WSN,MIL,W
Monday Jun 15,WSN,TBR,L
Tuesday Jun 16,WSN,TBR,W
Wednesday Jun 17,WSN,TBR,L
Thursday Jun 18,WSN,TBR,L
Friday Jun 19,WSN,PIT,W
Saturday Jun 20,WSN,PIT,W
Sunday Jun 21,WSN,PIT,W
Tuesday Jun 23,WSN,ATL,W
Wednesday Jun 24,WSN,ATL,W
Thursday Jun 25,WSN,ATL,W
Friday Jun 26,WSN,PHI,W
<<<<<<< HEAD
Sunday Jun 28,WSN,PHI,W
Sunday Jun 28,WSN,PHI,L
=======
Sunday Jun 28 (1),WSN,PHI,W
Sunday Jun 28 (2),WSN,PHI,L
>>>>>>> 6a814c3af8eab112c985ea19f0327017ca8a6d68
Tuesday Jun 30,WSN,ATL,W
Wednesday Jul 1,WSN,ATL,L
Thursday Jul 2,WSN,ATL,L
Friday Jul 3,WSN,SFG,W
Saturday Jul 4,WSN,SFG,W
Sunday Jul 5,WSN,SFG,W
Monday Jul 6,WSN,CIN,L
Tuesday Jul 7,WSN,CIN,L
Friday Jul 10,WSN,BAL,L
Saturday Jul 11,WSN,BAL,W
Sunday Jul 12,WSN,BAL,W
Friday Jul 17,WSN,LAD,W
Saturday Jul 18,WSN,LAD,L
Sunday Jul 19,WSN,LAD,L
Monday Jul 20,WSN,NYM,W
Tuesday Jul 21,WSN,NYM,L
Wednesday Jul 22,WSN,NYM,W
Thursday Jul 23,WSN,PIT,L
Friday Jul 24,WSN,PIT,L
Saturday Jul 25,WSN,PIT,W
Sunday Jul 26,WSN,PIT,L
Tuesday Jul 28,WSN,MIA,L
Wednesday Jul 29,WSN,MIA,W
Thursday Jul 30,WSN,MIA,W
Friday Jul 31,WSN,NYM,L
Saturday Aug 1,WSN,NYM,L
Sunday Aug 2,WSN,NYM,L
Monday Aug 3,WSN,ARI,L
Tuesday Aug 4,WSN,ARI,W
Wednesday Aug 5,WSN,ARI,L
Thursday Aug 6,WSN,ARI,W
Friday Aug 7,WSN,COL,L
Saturday Aug 8,WSN,COL,W
Sunday Aug 9,WSN,COL,L
Monday Aug 10,WSN,LAD,W
Tuesday Aug 11,WSN,LAD,L
Wednesday Aug 12,WSN,LAD,L
Thursday Aug 13,WSN,SFG,L
Friday Aug 14,WSN,SFG,L
Saturday Aug 15,WSN,SFG,L
Sunday Aug 16,WSN,SFG,L
Tuesday Aug 18,WSN,COL,W
Wednesday Aug 19,WSN,COL,W
Thursday Aug 20,WSN,COL,L
Friday Aug 21,WSN,MIL,L
Saturday Aug 22,WSN,MIL,W
Sunday Aug 23,WSN,MIL,W
Tuesday Aug 25,WSN,SDP,W
Wednesday Aug 26,WSN,SDP,L
Thursday Aug 27,WSN,SDP,W
Friday Aug 28,WSN,MIA,L
Saturday Aug 29,WSN,MIA,W
Sunday Aug 30,WSN,MIA,W
Monday Aug 31,WSN,STL,L
Tuesday Sep 1,WSN,STL,L
Wednesday Sep 2,WSN,STL,W
Thursday Sep 3,WSN,ATL,W
Friday Sep 4,WSN,ATL,W
Saturday Sep 5,WSN,ATL,W
Sunday Sep 6,WSN,ATL,W
Monday Sep 7,WSN,NYM,L
Tuesday Sep 8,WSN,NYM,L
Wednesday Sep 9,WSN,NYM,L
Friday Sep 11,WSN,MIA,L
Saturday Sep 12,WSN,MIA,L
Sunday Sep 13,WSN,MIA,W
Monday Sep 14,WSN,PHI,W
Tuesday Sep 15,WSN,PHI,W
Wednesday Sep 16,WSN,PHI,W
Thursday Sep 17,WSN,MIA,L
Friday Sep 18,WSN,MIA,W
Saturday Sep 19,WSN,MIA,W
Sunday Sep 20,WSN,MIA,W
Tuesday Sep 22,WSN,BAL,L
Wednesday Sep 23,WSN,BAL,L
Thursday Sep 24,WSN,BAL,L
Friday Sep 25,WSN,PHI,L
Saturday Sep 26,WSN,PHI,W
Sunday Sep 27,WSN,PHI,L
Monday Sep 28,WSN,CIN,W
Tuesday Sep 29,WSN,ATL,L
Wednesday Sep 30,WSN,ATL,L
Thursday Oct 1,WSN,ATL,W
<<<<<<< HEAD
Saturday Oct 3,WSN,NYM,W
Saturday Oct 3,WSN,NYM,W
=======
Saturday Oct 3 (1),WSN,NYM,W
Saturday Oct 3 (2),WSN,NYM,W
>>>>>>> 6a814c3af8eab112c985ea19f0327017ca8a6d68
Sunday Oct 4,WSN,NYM,L
Monday Apr 6,ATL,MIA,W
Tuesday Apr 7,ATL,MIA,W
Wednesday Apr 8,ATL,MIA,W
Friday Apr 10,ATL,NYM,W
Saturday Apr 11,ATL,NYM,W
Sunday Apr 12,ATL,NYM,L
Monday Apr 13,ATL,MIA,W
Tuesday Apr 14,ATL,MIA,L
Wednesday Apr 15,ATL,MIA,L
Friday Apr 17,ATL,TOR,W
Saturday Apr 18,ATL,TOR,L
Sunday Apr 19,ATL,TOR,W
Tuesday Apr 21,ATL,NYM,L
Wednesday Apr 22,ATL,NYM,L
Thursday Apr 23,ATL,NYM,L
Friday Apr 24,ATL,PHI,L
Saturday Apr 25,ATL,PHI,W
Sunday Apr 26,ATL,PHI,L
Monday Apr 27,ATL,WSN,W
Tuesday Apr 28,ATL,WSN,L
Wednesday Apr 29,ATL,WSN,L
Thursday Apr 30,ATL,CIN,L
Friday May 1,ATL,CIN,W
Saturday May 2,ATL,CIN,L
Sunday May 3,ATL,CIN,W
Monday May 4,ATL,PHI,L
Tuesday May 5,ATL,PHI,W
Wednesday May 6,ATL,PHI,W
Friday May 8,ATL,WSN,L
Saturday May 9,ATL,WSN,L
Sunday May 10,ATL,WSN,L
Monday May 11,ATL,CIN,W
Tuesday May 12,ATL,CIN,L
Wednesday May 13,ATL,CIN,L
Friday May 15,ATL,MIA,W
Saturday May 16,ATL,MIA,W
Sunday May 17,ATL,MIA,W
Tuesday May 19,ATL,TBR,L
Wednesday May 20,ATL,TBR,W
Thursday May 21,ATL,MIL,W
Friday May 22,ATL,MIL,L
Saturday May 23,ATL,MIL,W
Sunday May 24,ATL,MIL,W
Monday May 25,ATL,LAD,L
Tuesday May 26,ATL,LAD,L
Wednesday May 27,ATL,LAD,W
Thursday May 28,ATL,SFG,L
Friday May 29,ATL,SFG,L
Saturday May 30,ATL,SFG,W
Sunday May 31,ATL,SFG,W
Monday Jun 1,ATL,ARI,W
Tuesday Jun 2,ATL,ARI,L
Wednesday Jun 3,ATL,ARI,L
Friday Jun 5,ATL,PIT,L
Saturday Jun 6,ATL,PIT,W
Sunday Jun 7,ATL,PIT,L
Monday Jun 8,ATL,SDP,L
Tuesday Jun 9,ATL,SDP,W
Wednesday Jun 10,ATL,SDP,W
Thursday Jun 11,ATL,SDP,L
Friday Jun 12,ATL,NYM,L
Saturday Jun 13,ATL,NYM,W
Sunday Jun 14,ATL,NYM,L
Monday Jun 15,ATL,BOS,W
Tuesday Jun 16,ATL,BOS,L
Wednesday Jun 17,ATL,BOS,W
Thursday Jun 18,ATL,BOS,L
Friday Jun 19,ATL,NYM,W
Saturday Jun 20,ATL,NYM,W
Sunday Jun 21,ATL,NYM,W
Tuesday Jun 23,ATL,WSN,L
Wednesday Jun 24,ATL,WSN,L
Thursday Jun 25,ATL,WSN,L
Friday Jun 26,ATL,PIT,L
Saturday Jun 27,ATL,PIT,L
Sunday Jun 28,ATL,PIT,W
Tuesday Jun 30,ATL,WSN,L
Wednesday Jul 1,ATL,WSN,W
Thursday Jul 2,ATL,WSN,W
Friday Jul 3,ATL,PHI,W
Saturday Jul 4,ATL,PHI,W
Sunday Jul 5,ATL,PHI,L
Monday Jul 6,ATL,MIL,W
Tuesday Jul 7,ATL,MIL,W
Wednesday Jul 8,ATL,MIL,L
Thursday Jul 9,ATL,COL,L
Friday Jul 10,ATL,COL,L
Saturday Jul 11,ATL,COL,L
Sunday Jul 12,ATL,COL,L
Friday Jul 17,ATL,CHC,W
Saturday Jul 18,ATL,CHC,L
Sunday Jul 19,ATL,CHC,L
Monday Jul 20,ATL,LAD,W
Tuesday Jul 21,ATL,LAD,W
Wednesday Jul 22,ATL,LAD,L
Friday Jul 24,ATL,STL,L
Saturday Jul 25,ATL,STL,L
Sunday Jul 26,ATL,STL,W
Monday Jul 27,ATL,BAL,L
Tuesday Jul 28,ATL,BAL,L
Wednesday Jul 29,ATL,BAL,L
Thursday Jul 30,ATL,PHI,L
Friday Jul 31,ATL,PHI,L
Saturday Aug 1,ATL,PHI,L
Sunday Aug 2,ATL,PHI,W
Monday Aug 3,ATL,SFG,W
Tuesday Aug 4,ATL,SFG,L
Wednesday Aug 5,ATL,SFG,L
Thursday Aug 6,ATL,MIA,W
Friday Aug 7,ATL,MIA,W
Saturday Aug 8,ATL,MIA,W
Sunday Aug 9,ATL,MIA,L
Tuesday Aug 11,ATL,TBR,L
Wednesday Aug 12,ATL,TBR,L
Friday Aug 14,ATL,ARI,W
Saturday Aug 15,ATL,ARI,L
Sunday Aug 16,ATL,ARI,W
Monday Aug 17,ATL,SDP,L
Tuesday Aug 18,ATL,SDP,L
Wednesday Aug 19,ATL,SDP,L
Thursday Aug 20,ATL,CHC,L
Friday Aug 21,ATL,CHC,L
Saturday Aug 22,ATL,CHC,L
Sunday Aug 23,ATL,CHC,L
Monday Aug 24,ATL,COL,W
Tuesday Aug 25,ATL,COL,L
Wednesday Aug 26,ATL,COL,L
Friday Aug 28,ATL,NYY,L
Saturday Aug 29,ATL,NYY,L
Sunday Aug 30,ATL,NYY,L
Monday Aug 31,ATL,MIA,L
Tuesday Sep 1,ATL,MIA,L
Wednesday Sep 2,ATL,MIA,L
Thursday Sep 3,ATL,WSN,L
Friday Sep 4,ATL,WSN,L
Saturday Sep 5,ATL,WSN,L
Sunday Sep 6,ATL,WSN,L
Monday Sep 7,ATL,PHI,W
Tuesday Sep 8,ATL,PHI,L
Wednesday Sep 9,ATL,PHI,W
Thursday Sep 10,ATL,NYM,L
Friday Sep 11,ATL,NYM,L
Saturday Sep 12,ATL,NYM,L
Sunday Sep 13,ATL,NYM,L
Tuesday Sep 15,ATL,TOR,W
Wednesday Sep 16,ATL,TOR,L
Thursday Sep 17,ATL,TOR,L
Friday Sep 18,ATL,PHI,W
Saturday Sep 19,ATL,PHI,W
Sunday Sep 20,ATL,PHI,W
Monday Sep 21,ATL,NYM,L
Tuesday Sep 22,ATL,NYM,W
Wednesday Sep 23,ATL,NYM,W
Friday Sep 25,ATL,MIA,L
Saturday Sep 26,ATL,MIA,L
Sunday Sep 27,ATL,MIA,L
Tuesday Sep 29,ATL,WSN,W
Wednesday Sep 30,ATL,WSN,W
Thursday Oct 1,ATL,WSN,L
Friday Oct 2,ATL,STL,W
<<<<<<< HEAD
Sunday Oct 4,ATL,STL,W
Sunday Oct 4,ATL,STL,W
=======
Sunday Oct 4 (1),ATL,STL,W
Sunday Oct 4 (2),ATL,STL,W
>>>>>>> 6a814c3af8eab112c985ea19f0327017ca8a6d68
Monday Apr 6,NYM,WSN,W
Wednesday Apr 8,NYM,WSN,L
Thursday Apr 9,NYM,WSN,W
Friday Apr 10,NYM,ATL,L
Saturday Apr 11,NYM,ATL,L
Sunday Apr 12,NYM,ATL,W
Monday Apr 13,NYM,PHI,W
Tuesday Apr 14,NYM,PHI,W
Wednesday Apr 15,NYM,PHI,W
Thursday Apr 16,NYM,MIA,W
Friday Apr 17,NYM,MIA,W
Saturday Apr 18,NYM,MIA,W
Sunday Apr 19,NYM,MIA,W
Tuesday Apr 21,NYM,ATL,W
Wednesday Apr 22,NYM,ATL,W
Thursday Apr 23,NYM,ATL,W
Friday Apr 24,NYM,NYY,L
Saturday Apr 25,NYM,NYY,W
Sunday Apr 26,NYM,NYY,L
Monday Apr 27,NYM,MIA,W
Tuesday Apr 28,NYM,MIA,L
Wednesday Apr 29,NYM,MIA,L
Thursday Apr 30,NYM,WSN,L
Friday May 1,NYM,WSN,W
Saturday May 2,NYM,WSN,L
Sunday May 3,NYM,WSN,L
Tuesday May 5,NYM,BAL,W
Wednesday May 6,NYM,BAL,W
Friday May 8,NYM,PHI,L
Saturday May 9,NYM,PHI,W
Sunday May 10,NYM,PHI,W
Monday May 11,NYM,CHC,L
Tuesday May 12,NYM,CHC,L
Wednesday May 13,NYM,CHC,L
Thursday May 14,NYM,CHC,L
Friday May 15,NYM,MIL,L
Saturday May 16,NYM,MIL,W
Sunday May 17,NYM,MIL,W
Monday May 18,NYM,STL,W
Tuesday May 19,NYM,STL,L
Wednesday May 20,NYM,STL,L
Thursday May 21,NYM,STL,W
Friday May 22,NYM,PIT,L
Saturday May 23,NYM,PIT,L
Sunday May 24,NYM,PIT,L
Monday May 25,NYM,PHI,W
Tuesday May 26,NYM,PHI,W
Wednesday May 27,NYM,PHI,W
Friday May 29,NYM,MIA,L
Saturday May 30,NYM,MIA,L
Sunday May 31,NYM,MIA,W
Monday Jun 1,NYM,SDP,W
Tuesday Jun 2,NYM,SDP,L
Wednesday Jun 3,NYM,SDP,L
Thursday Jun 4,NYM,ARI,W
Friday Jun 5,NYM,ARI,L
Saturday Jun 6,NYM,ARI,L
Sunday Jun 7,NYM,ARI,W
Tuesday Jun 9,NYM,SFG,L
Wednesday Jun 10,NYM,SFG,L
Thursday Jun 11,NYM,SFG,W
Friday Jun 12,NYM,ATL,W
Saturday Jun 13,NYM,ATL,L
Sunday Jun 14,NYM,ATL,W
Monday Jun 15,NYM,TOR,W
Tuesday Jun 16,NYM,TOR,W
Wednesday Jun 17,NYM,TOR,L
Thursday Jun 18,NYM,TOR,L
Friday Jun 19,NYM,ATL,L
Saturday Jun 20,NYM,ATL,L
Sunday Jun 21,NYM,ATL,L
Tuesday Jun 23,NYM,MIL,L
Wednesday Jun 24,NYM,MIL,L
Thursday Jun 25,NYM,MIL,W
Friday Jun 26,NYM,CIN,W
Saturday Jun 27,NYM,CIN,W
Sunday Jun 28,NYM,CIN,W
Tuesday Jun 30,NYM,CHC,L
Wednesday Jul 1,NYM,CHC,L
Thursday Jul 2,NYM,CHC,L
Friday Jul 3,NYM,LAD,W
Saturday Jul 4,NYM,LAD,L
Sunday Jul 5,NYM,LAD,W
Monday Jul 6,NYM,SFG,W
Tuesday Jul 7,NYM,SFG,L
Wednesday Jul 8,NYM,SFG,W
Friday Jul 10,NYM,ARI,W
Saturday Jul 11,NYM,ARI,W
Sunday Jul 12,NYM,ARI,W
Friday Jul 17,NYM,STL,L
Saturday Jul 18,NYM,STL,L
Sunday Jul 19,NYM,STL,W
Monday Jul 20,NYM,WSN,L
Tuesday Jul 21,NYM,WSN,W
Wednesday Jul 22,NYM,WSN,L
Thursday Jul 23,NYM,LAD,L
Friday Jul 24,NYM,LAD,L
Saturday Jul 25,NYM,LAD,W
Sunday Jul 26,NYM,LAD,W
Tuesday Jul 28,NYM,SDP,W
Wednesday Jul 29,NYM,SDP,L
Thursday Jul 30,NYM,SDP,L
Friday Jul 31,NYM,WSN,W
Saturday Aug 1,NYM,WSN,W
Sunday Aug 2,NYM,WSN,W
Monday Aug 3,NYM,MIA,W
Tuesday Aug 4,NYM,MIA,W
Wednesday Aug 5,NYM,MIA,W
Friday Aug 7,NYM,TBR,W
Saturday Aug 8,NYM,TBR,L
Sunday Aug 9,NYM,TBR,L
Monday Aug 10,NYM,COL,W
Tuesday Aug 11,NYM,COL,W
Wednesday Aug 12,NYM,COL,W
Thursday Aug 13,NYM,COL,W
Friday Aug 14,NYM,PIT,L
Saturday Aug 15,NYM,PIT,L
Sunday Aug 16,NYM,PIT,L
Tuesday Aug 18,NYM,BAL,W
Wednesday Aug 19,NYM,BAL,L
Friday Aug 21,NYM,COL,W
Saturday Aug 22,NYM,COL,W
Sunday Aug 23,NYM,COL,W
Monday Aug 24,NYM,PHI,W
Tuesday Aug 25,NYM,PHI,W
Wednesday Aug 26,NYM,PHI,W
Thursday Aug 27,NYM,PHI,W
Friday Aug 28,NYM,BOS,L
Saturday Aug 29,NYM,BOS,L
Sunday Aug 30,NYM,BOS,W
Monday Aug 31,NYM,PHI,W
Tuesday Sep 1,NYM,PHI,L
Wednesday Sep 2,NYM,PHI,W
Friday Sep 4,NYM,MIA,L
Saturday Sep 5,NYM,MIA,W
Sunday Sep 6,NYM,MIA,L
Monday Sep 7,NYM,WSN,W
Tuesday Sep 8,NYM,WSN,W
Wednesday Sep 9,NYM,WSN,W
Thursday Sep 10,NYM,ATL,W
Friday Sep 11,NYM,ATL,W
Saturday Sep 12,NYM,ATL,W
Sunday Sep 13,NYM,ATL,W
Monday Sep 14,NYM,MIA,W
Tuesday Sep 15,NYM,MIA,L
Wednesday Sep 16,NYM,MIA,L
Friday Sep 18,NYM,NYY,W
Saturday Sep 19,NYM,NYY,L
Sunday Sep 20,NYM,NYY,L
Monday Sep 21,NYM,ATL,W
Tuesday Sep 22,NYM,ATL,L
Wednesday Sep 23,NYM,ATL,L
Thursday Sep 24,NYM,CIN,W
Friday Sep 25,NYM,CIN,W
Saturday Sep 26,NYM,CIN,W
Sunday Sep 27,NYM,CIN,W
Tuesday Sep 29,NYM,PHI,L
Wednesday Sep 30,NYM,PHI,L
Thursday Oct 1,NYM,PHI,L
<<<<<<< HEAD
Saturday Oct 3,NYM,WSN,L
Saturday Oct 3,NYM,WSN,L
=======
Saturday Oct 3 (1),NYM,WSN,L
Saturday Oct 3 (2),NYM,WSN,L
>>>>>>> 6a814c3af8eab112c985ea19f0327017ca8a6d68
Sunday Oct 4,NYM,WSN,W
Monday Apr 6,PHI,BOS,L
Wednesday Apr 8,PHI,BOS,W
Thursday Apr 9,PHI,BOS,L
Friday Apr 10,PHI,WSN,W
Saturday Apr 11,PHI,WSN,W
Sunday Apr 12,PHI,WSN,L
Monday Apr 13,PHI,NYM,L
Tuesday Apr 14,PHI,NYM,L
Wednesday Apr 15,PHI,NYM,L
Thursday Apr 16,PHI,WSN,L
Friday Apr 17,PHI,WSN,L
Saturday Apr 18,PHI,WSN,W
Sunday Apr 19,PHI,WSN,L
Tuesday Apr 21,PHI,MIA,W
Wednesday Apr 22,PHI,MIA,L
Thursday Apr 23,PHI,MIA,L
Friday Apr 24,PHI,ATL,W
Saturday Apr 25,PHI,ATL,L
Sunday Apr 26,PHI,ATL,W
Monday Apr 27,PHI,STL,W
Tuesday Apr 28,PHI,STL,L
Wednesday Apr 29,PHI,STL,L
Thursday Apr 30,PHI,STL,L
Friday May 1,PHI,MIA,L
Saturday May 2,PHI,MIA,L
Sunday May 3,PHI,MIA,W
Monday May 4,PHI,ATL,W
Tuesday May 5,PHI,ATL,L
Wednesday May 6,PHI,ATL,L
Friday May 8,PHI,NYM,W
Saturday May 9,PHI,NYM,L
Sunday May 10,PHI,NYM,L
Monday May 11,PHI,PIT,L
Tuesday May 12,PHI,PIT,L
Wednesday May 13,PHI,PIT,W
