date,team,opp,wl
Sunday Aug 17,MIA,CHC,L
Tuesday Aug 19,MIA,SFG,W
Wednesday Aug 20,MIA,SFG,L
Thursday Aug 21,MIA,SFG,L
Friday Aug 22,MIA,ARI,W
Saturday Aug 23,MIA,ARI,L
Sunday Aug 24,MIA,ARI,W
Tuesday Aug 26,MIA,ATL,L
Wednesday Aug 27,MIA,ATL,W
Thursday Aug 28,MIA,ATL,L
Friday Aug 29,MIA,NYM,L
Saturday Aug 30,MIA,NYM,W
Sunday Aug 31,MIA,NYM,L
Monday Sep 1,MIA,ATL,W
Tuesday Sep 2,MIA,ATL,L
Wednesday Sep 3,MIA,ATL,W
Friday Sep 5,MIA,STL,W
Saturday Sep 6,MIA,STL,L
Sunday Sep 7,MIA,STL,L
Monday Sep 8,MIA,PHI,L
Tuesday Sep 9,MIA,PHI,W
Wednesday Sep 10,MIA,PHI,W
Friday Sep 12,MIA,WSN,W
Saturday Sep 13,MIA,WSN,W
Sunday Sep 14,MIA,WSN,W
Tuesday Sep 16,MIA,HOU,W
Wednesday Sep 17,MIA,HOU,W
Thursday Sep 18,MIA,HOU,W
Friday Sep 19,MIA,PHI,W
Saturday Sep 20,MIA,PHI,L
Sunday Sep 21,MIA,PHI,L
Monday Sep 22,MIA,CIN,L
Tuesday Sep 23,MIA,WSN,L
Wednesday Sep 24,MIA,WSN,W
Friday Sep 26,MIA,NYM,W
Saturday Sep 27,MIA,NYM,L
Sunday Sep 28,MIA,NYM,W
Sunday Mar 30,ATL,WSN,L
Monday Mar 31,ATL,PIT,L
Wednesday Apr 2,ATL,PIT,W
Thursday Apr 3,ATL,PIT,L
Saturday Apr 5,ATL,NYM,W
Sunday Apr 6,ATL,NYM,W
Monday Apr 7,ATL,COL,L
Tuesday Apr 8,ATL,COL,L
Wednesday Apr 9,ATL,COL,L
Friday Apr 11,ATL,WSN,W
Saturday Apr 12,ATL,WSN,W
Sunday Apr 13,ATL,WSN,L
Tuesday Apr 15,ATL,MIA,L
Wednesday Apr 16,ATL,MIA,L
Thursday Apr 17,ATL,MIA,W
Friday Apr 18,ATL,LAD,W
Saturday Apr 19,ATL,LAD,W
Sunday Apr 20,ATL,LAD,W
Monday Apr 21,ATL,WSN,W
Tuesday Apr 22,ATL,WSN,L
Wednesday Apr 23,ATL,MIA,L
Thursday Apr 24,ATL,MIA,W
Friday Apr 25,ATL,NYM,W
Saturday Apr 26,ATL,NYM,L
Sunday Apr 27,ATL,NYM,L
Tuesday Apr 29,ATL,WSN,L
Wednesday Apr 30,ATL,WSN,L
Friday May 2,ATL,CIN,W
Saturday May 3,ATL,CIN,W
Sunday May 4,ATL,CIN,W
Tuesday May 6,ATL,SDP,W
Wednesday May 7,ATL,SDP,W
Thursday May 8,ATL,SDP,W
Friday May 9,ATL,PIT,L
Saturday May 10,ATL,PIT,L
Monday May 12,ATL,PIT,L
Monday May 12,ATL,PIT,W
Tuesday May 13,ATL,PHI,L
Wednesday May 14,ATL,PHI,W
Thursday May 15,ATL,PHI,L
Friday May 16,ATL,OAK,W
Saturday May 17,ATL,OAK,L
Sunday May 18,ATL,OAK,W
Tuesday May 20,ATL,NYM,W
Tuesday May 20,ATL,NYM,W
Wednesday May 21,ATL,NYM,W
Thursday May 22,ATL,NYM,W
Friday May 23,ATL,ARI,L
Saturday May 24,ATL,ARI,W
Sunday May 25,ATL,ARI,L
Monday May 26,ATL,ARI,W
Tuesday May 27,ATL,MIL,L
Wednesday May 28,ATL,MIL,L
Thursday May 29,ATL,MIL,W
Friday May 30,ATL,CIN,L
Saturday May 31,ATL,CIN,L
Sunday Jun 1,ATL,CIN,L
Monday Jun 2,ATL,MIA,W
Tuesday Jun 3,ATL,MIA,W
Wednesday Jun 4,ATL,MIA,L
Thursday Jun 5,ATL,MIA,W
Friday Jun 6,ATL,PHI,L
Saturday Jun 7,ATL,PHI,L
Sunday Jun 8,ATL,PHI,L
Tuesday Jun 10,ATL,CHC,L
Wednesday Jun 11,ATL,CHC,L
Thursday Jun 12,ATL,CHC,L
Friday Jun 13,ATL,LAA,W
Saturday Jun 14,ATL,LAA,W
Sunday Jun 15,ATL,LAA,L
Monday Jun 16,ATL,COL,W
Tuesday Jun 17,ATL,TEX,L
Wednesday Jun 18,ATL,TEX,W
Thursday Jun 19,ATL,TEX,L
Friday Jun 20,ATL,SEA,L
Saturday Jun 21,ATL,SEA,W
Sunday Jun 22,ATL,SEA,W
Monday Jun 23,ATL,MIL,L
Tuesday Jun 24,ATL,MIL,L
Wednesday Jun 25,ATL,MIL,W
Friday Jun 27,ATL,TOR,W
Saturday Jun 28,ATL,TOR,L
Sunday Jun 29,ATL,TOR,L
Tuesday Jul 1,ATL,PHI,L
Wednesday Jul 2,ATL,PHI,L
Thursday Jul 3,ATL,PHI,L
Friday Jul 4,ATL,HOU,W
Saturday Jul 5,ATL,HOU,L
Sunday Jul 6,ATL,HOU,W
Monday Jul 7,ATL,LAD,L
Tuesday Jul 8,ATL,LAD,W
Wednesday Jul 9,ATL,LAD,L
Friday Jul 11,ATL,SDP,L
Saturday Jul 12,ATL,SDP,W
Sunday Jul 13,ATL,SDP,W
Friday Jul 18,ATL,WSN,W
Saturday Jul 19,ATL,WSN,L
Sunday Jul 20,ATL,WSN,L
Monday Jul 21,ATL,MIA,W
Tuesday Jul 22,ATL,MIA,L
Wednesday Jul 23,ATL,MIA,W
Friday Jul 25,ATL,PHI,W
Saturday Jul 26,ATL,PHI,L
Sunday Jul 27,ATL,PHI,L
Monday Jul 28,ATL,STL,L
Tuesday Jul 29,ATL,STL,L
Wednesday Jul 30,ATL,STL,L
Thursday Jul 31,ATL,STL,W
Friday Aug 1,ATL,MIL,L
Saturday Aug 2,ATL,MIL,L
Sunday Aug 3,ATL,MIL,W
Monday Aug 4,ATL,SFG,L
Tuesday Aug 5,ATL,SFG,W
Wednesday Aug 6,ATL,SFG,L
Thursday Aug 7,ATL,ARI,W
Friday Aug 8,ATL,ARI,W
Saturday Aug 9,ATL,ARI,W
Sunday Aug 10,ATL,ARI,L
Wednesday Aug 13,ATL,CHC,L
Wednesday Aug 13,ATL,CHC,L
Thursday Aug 14,ATL,CHC,L
Friday Aug 15,ATL,SFG,L
Saturday Aug 16,ATL,SFG,W
Sunday Aug 17,ATL,SFG,L
Monday Aug 18,ATL,SFG,L
Tuesday Aug 19,ATL,NYM,L
Wednesday Aug 20,ATL,NYM,L
Thursday Aug 21,ATL,NYM,L
Friday Aug 22,ATL,STL,L
Saturday Aug 23,ATL,STL,W
Sunday Aug 24,ATL,STL,L
Tuesday Aug 26,ATL,MIA,W
Wednesday Aug 27,ATL,MIA,L
Thursday Aug 28,ATL,MIA,W
Friday Aug 29,ATL,WSN,L
Saturday Aug 30,ATL,WSN,L
Sunday Aug 31,ATL,WSN,L
Monday Sep 1,ATL,MIA,L
Tuesday Sep 2,ATL,MIA,W
Wednesday Sep 3,ATL,MIA,L
Thursday Sep 4,ATL,WSN,W
Friday Sep 5,ATL,WSN,W
Saturday Sep 6,ATL,WSN,L
Sunday Sep 7,ATL,WSN,L
Tuesday Sep 9,ATL,COL,W
Wednesday Sep 10,ATL,COL,W
Thursday Sep 11,ATL,COL,W
Saturday Sep 13,ATL,NYM,W
Saturday Sep 13,ATL,NYM,L
Sunday Sep 14,ATL,NYM,W
Tuesday Sep 16,ATL,PHI,L
Wednesday Sep 17,ATL,PHI,L
Thursday Sep 18,ATL,PHI,L
Friday Sep 19,ATL,NYM,L
Saturday Sep 20,ATL,NYM,W
Sunday Sep 21,ATL,NYM,W
Monday Sep 22,ATL,PHI,L
Tuesday Sep 23,ATL,PHI,W
Wednesday Sep 24,ATL,PHI,W
Friday Sep 26,ATL,HOU,L
Saturday Sep 27,ATL,HOU,W
Sunday Sep 28,ATL,HOU,L
Monday Mar 31,NYM,MIA,W
Tuesday Apr 1,NYM,MIA,L
Wednesday Apr 2,NYM,MIA,W
Saturday Apr 5,NYM,ATL,L
Sunday Apr 6,NYM,ATL,L
Tuesday Apr 8,NYM,PHI,L
Wednesday Apr 9,NYM,PHI,W
Thursday Apr 10,NYM,PHI,W
Friday Apr 11,NYM,MIL,W
Saturday Apr 12,NYM,MIL,L
Sunday Apr 13,NYM,MIL,L
Tuesday Apr 15,NYM,WSN,W
Wednesday Apr 16,NYM,WSN,W
Thursday Apr 17,NYM,WSN,W
Friday Apr 18,NYM,PHI,W
Saturday Apr 19,NYM,PHI,W
Sunday Apr 20,NYM,PHI,L
Monday Apr 21,NYM,CHC,L
Tuesday Apr 22,NYM,CHC,L
Wednesday Apr 23,NYM,WSN,W
Thursday Apr 24,NYM,WSN,L
Friday Apr 25,NYM,ATL,L
Saturday Apr 26,NYM,ATL,W
Sunday Apr 27,NYM,ATL,W
Tuesday Apr 29,NYM,PIT,W
Wednesday Apr 30,NYM,PIT,L
Friday May 2,NYM,ARI,W
Saturday May 3,NYM,ARI,L
Sunday May 4,NYM,ARI,W
Monday May 5,NYM,LAD,L
Tuesday May 6,NYM,LAD,L
Wednesday May 7,NYM,LAD,W
Saturday May 10,NYM,CIN,W
Saturday May 10,NYM,CIN,L
Sunday May 11,NYM,CIN,W
Monday May 12,NYM,WSN,L
Tuesday May 13,NYM,WSN,W
Wednesday May 14,NYM,WSN,L
Thursday May 15,NYM,WSN,L
Saturday May 17,NYM,NYY,W
Sunday May 18,NYM,NYY,W
Tuesday May 20,NYM,ATL,L
Tuesday May 20,NYM,ATL,L
Wednesday May 21,NYM,ATL,L
Thursday May 22,NYM,ATL,L
Friday May 23,NYM,COL,L
Saturday May 24,NYM,COL,W
Sunday May 25,NYM,COL,L
Monday May 26,NYM,MIA,L
Tuesday May 27,NYM,MIA,W
Wednesday May 28,NYM,MIA,W
Thursday May 29,NYM,LAD,W
Friday May 30,NYM,LAD,L
Saturday May 31,NYM,LAD,W
Sunday Jun 1,NYM,LAD,W
Monday Jun 2,NYM,SFG,L
Tuesday Jun 3,NYM,SFG,W
Wednesday Jun 4,NYM,SFG,W
Thursday Jun 5,NYM,SDP,L
Friday Jun 6,NYM,SDP,L
Saturday Jun 7,NYM,SDP,L
Sunday Jun 8,NYM,SDP,L
Tuesday Jun 10,NYM,ARI,L
Wednesday Jun 11,NYM,ARI,W
Thursday Jun 12,NYM,ARI,L
Friday Jun 13,NYM,TEX,W
Sunday Jun 15,NYM,TEX,L
Sunday Jun 15,NYM,TEX,W
Monday Jun 16,NYM,LAA,W
Tuesday Jun 17,NYM,LAA,L
Wednesday Jun 18,NYM,LAA,W
Friday Jun 20,NYM,COL,W
Saturday Jun 21,NYM,COL,L
Sunday Jun 22,NYM,COL,W
Monday Jun 23,NYM,SEA,L
Tuesday Jun 24,NYM,SEA,L
Wednesday Jun 25,NYM,SEA,W
Friday Jun 27,NYM,NYY,W
Friday Jun 27,NYM,NYY,L
Saturday Jun 28,NYM,NYY,L
Sunday Jun 29,NYM,NYY,W
Monday Jun 30,NYM,STL,L
Tuesday Jul 1,NYM,STL,W
Wednesday Jul 2,NYM,STL,L
Thursday Jul 3,NYM,STL,W
Friday Jul 4,NYM,PHI,L
Saturday Jul 5,NYM,PHI,W
Sunday Jul 6,NYM,PHI,W
Monday Jul 7,NYM,PHI,W
Tuesday Jul 8,NYM,SFG,W
Wednesday Jul 9,NYM,SFG,W
Thursday Jul 10,NYM,SFG,W
Friday Jul 11,NYM,COL,W
Saturday Jul 12,NYM,COL,W
Sunday Jul 13,NYM,COL,W
Thursday Jul 17,NYM,CIN,W
Friday Jul 18,NYM,CIN,L
Saturday Jul 19,NYM,CIN,L
Sunday Jul 20,NYM,CIN,W
Tuesday Jul 22,NYM,PHI,L
Wednesday Jul 23,NYM,PHI,W
Thursday Jul 24,NYM,PHI,W
Friday Jul 25,NYM,STL,W
Saturday Jul 26,NYM,STL,L
Sunday Jul 27,NYM,STL,W
Monday Jul 28,NYM,MIA,L
Tuesday Jul 29,NYM,MIA,W
Wednesday Jul 30,NYM,MIA,L
Friday Aug 1,NYM,HOU,L
Saturday Aug 2,NYM,HOU,L
Sunday Aug 3,NYM,HOU,L
Tuesday Aug 5,NYM,SDP,W
Wednesday Aug 6,NYM,SDP,L
Thursday Aug 7,NYM,SDP,W
Friday Aug 8,NYM,MIA,W
Saturday Aug 9,NYM,MIA,W
Sunday Aug 10,NYM,MIA,L
Monday Aug 11,NYM,PIT,L
Tuesday Aug 12,NYM,WSN,W
Wednesday Aug 13,NYM,WSN,W
Thursday Aug 14,NYM,WSN,W
Friday Aug 15,NYM,PIT,W
Saturday Aug 16,NYM,PIT,W
Sunday Aug 17,NYM,PIT,W
Monday Aug 18,NYM,PIT,L
Tuesday Aug 19,NYM,ATL,W
Wednesday Aug 20,NYM,ATL,W
Thursday Aug 21,NYM,ATL,W
Friday Aug 22,NYM,HOU,W
Saturday Aug 23,NYM,HOU,L
Sunday Aug 24,NYM,HOU,L
Monday Aug 25,NYM,HOU,W
Tuesday Aug 26,NYM,PHI,L
Wednesday Aug 27,NYM,PHI,W
Friday Aug 29,NYM,MIA,W
Saturday Aug 30,NYM,MIA,L
Sunday Aug 31,NYM,MIA,W
Monday Sep 1,NYM,MIL,W
Tuesday Sep 2,NYM,MIL,W
Wednesday Sep 3,NYM,MIL,W
Friday Sep 5,NYM,PHI,L
Sunday Sep 7,NYM,PHI,L
Sunday Sep 7,NYM,PHI,W
Tuesday Sep 9,NYM,WSN,W
Wednesday Sep 10,NYM,WSN,W
Saturday Sep 13,NYM,ATL,L
Saturday Sep 13,NYM,ATL,W
Sunday Sep 14,NYM,ATL,L
Monday Sep 15,NYM,WSN,L
Tuesday Sep 16,NYM,WSN,L
Wednesday Sep 17,NYM,WSN,W
Thursday Sep 18,NYM,WSN,W
Friday Sep 19,NYM,ATL,W
Saturday Sep 20,NYM,ATL,L
Sunday Sep 21,NYM,ATL,L
Monday Sep 22,NYM,CHC,L
Tuesday Sep 23,NYM,CHC,W
Wednesday Sep 24,NYM,CHC,L
Thursday Sep 25,NYM,CHC,W
Friday Sep 26,NYM,MIA,L
Saturday Sep 27,NYM,MIA,W
Sunday Sep 28,NYM,MIA,L
Monday Mar 31,PHI,WSN,L
Wednesday Apr 2,PHI,WSN,L
Thursday Apr 3,PHI,WSN,W
Friday Apr 4,PHI,CIN,W
Saturday Apr 5,PHI,CIN,L
Sunday Apr 6,PHI,CIN,L
Monday Apr 7,PHI,CIN,W
Tuesday Apr 8,PHI,NYM,W
Wednesday Apr 9,PHI,NYM,L
Thursday Apr 10,PHI,NYM,L
Friday Apr 11,PHI,CHC,W
Saturday Apr 12,PHI,CHC,W
Sunday Apr 13,PHI,CHC,L
Tuesday Apr 15,PHI,HOU,W
Wednesday Apr 16,PHI,HOU,L
Thursday Apr 17,PHI,HOU,W
Friday Apr 18,PHI,NYM,L
Saturday Apr 19,PHI,NYM,L
Sunday Apr 20,PHI,NYM,W
Monday Apr 21,PHI,COL,W
Tuesday Apr 22,PHI,COL,W
Wednesday Apr 23,PHI,MIL,L
Thursday Apr 24,PHI,MIL,W
Friday Apr 25,PHI,PIT,W
Saturday Apr 26,PHI,PIT,W
Sunday Apr 27,PHI,PIT,L
Tuesday Apr 29,PHI,SDP,W
Wednesday Apr 30,PHI,SDP,L
Thursday May 1,PHI,SDP,W
Friday May 2,PHI,SFG,W
Saturday May 3,PHI,SFG,L
Sunday May 4,PHI,SFG,W
Monday May 5,PHI,ARI,W
Tuesday May 6,PHI,ARI,L
Wednesday May 7,PHI,ARI,W
Thursday May 8,PHI,ARI,L
Friday May 9,PHI,SFG,W
Saturday May 10,PHI,SFG,L
Sunday May 11,PHI,SFG,L
Tuesday May 13,PHI,ATL,W
Wednesday May 14,PHI,ATL,L
Thursday May 15,PHI,ATL,W
Friday May 16,PHI,TOR,W
Saturday May 17,PHI,TOR,L
Sunday May 18,PHI,TOR,L
Monday May 19,PHI,WSN,L
Tuesday May 20,PHI,WSN,W
Wednesday May 21,PHI,WSN,W
Thursday May 22,PHI,HOU,W
Friday May 23,PHI,HOU,L
Saturday May 24,PHI,HOU,L
Sunday May 25,PHI,HOU,W
Monday May 26,PHI,COL,W
Tuesday May 27,PHI,COL,W
Wednesday May 28,PHI,COL,W
Friday May 30,PHI,MIA,W
Saturday May 31,PHI,MIA,L
Sunday Jun 1,PHI,MIA,W
Monday Jun 2,PHI,CIN,W
Tuesday Jun 3,PHI,CIN,W
Wednesday Jun 4,PHI,CIN,L
Thursday Jun 5,PHI,CIN,W
Friday Jun 6,PHI,ATL,W
Saturday Jun 7,PHI,ATL,W
Sunday Jun 8,PHI,ATL,W
Tuesday Jun 10,PHI,MIA,L
Wednesday Jun 11,PHI,MIA,L
Thursday Jun 12,PHI,MIA,W
