date,team,opp,wl
Saturday Jun 8,MIA,NYM,W
Sunday Jun 9,MIA,NYM,W
Monday Jun 10,MIA,MIL,L
Tuesday Jun 11,MIA,MIL,W
Wednesday Jun 12,MIA,MIL,L
Friday Jun 14,MIA,STL,W
Saturday Jun 15,MIA,STL,L
Sunday Jun 16,MIA,STL,W
Monday Jun 17,MIA,ARI,W
Tuesday Jun 18,MIA,ARI,L
Wednesday Jun 19,MIA,ARI,L
Thursday Jun 20,MIA,SFG,W
Friday Jun 21,MIA,SFG,W
Saturday Jun 22,MIA,SFG,L
Sunday Jun 23,MIA,SFG,W
Tuesday Jun 25,MIA,MIN,W
Wednesday Jun 26,MIA,MIN,W
Friday Jun 28,MIA,SDP,L
Saturday Jun 29,MIA,SDP,W
Sunday Jun 30,MIA,SDP,W
Monday Jul 1,MIA,SDP,W
Tuesday Jul 2,MIA,ATL,L
Wednesday Jul 3,MIA,ATL,W
Thursday Jul 4,MIA,ATL,W
Friday Jul 5,MIA,STL,L
Saturday Jul 6,MIA,STL,L
Sunday Jul 7,MIA,STL,L
Monday Jul 8,MIA,ATL,L
Tuesday Jul 9,MIA,ATL,L
Wednesday Jul 10,MIA,ATL,W
Friday Jul 12,MIA,WSN,W
Saturday Jul 13,MIA,WSN,W
Sunday Jul 14,MIA,WSN,L
Friday Jul 19,MIA,MIL,L
Saturday Jul 20,MIA,MIL,L
Sunday Jul 21,MIA,MIL,L
Monday Jul 22,MIA,COL,W
Tuesday Jul 23,MIA,COL,W
Wednesday Jul 24,MIA,COL,L
Thursday Jul 25,MIA,COL,W
Friday Jul 26,MIA,PIT,W
Saturday Jul 27,MIA,PIT,L
Sunday Jul 28,MIA,PIT,W
Monday Jul 29,MIA,NYM,L
Tuesday Jul 30,MIA,NYM,L
Wednesday Jul 31,MIA,NYM,W
Thursday Aug 1,MIA,NYM,W
Friday Aug 2,MIA,CLE,W
Saturday Aug 3,MIA,CLE,L
Sunday Aug 4,MIA,CLE,L
Tuesday Aug 6,MIA,PIT,L
Wednesday Aug 7,MIA,PIT,L
Thursday Aug 8,MIA,PIT,L
Friday Aug 9,MIA,ATL,L
Saturday Aug 10,MIA,ATL,W
Sunday Aug 11,MIA,ATL,L
Monday Aug 12,MIA,KCR,L
Tuesday Aug 13,MIA,KCR,W
Wednesday Aug 14,MIA,KCR,W
Friday Aug 16,MIA,SFG,L
Saturday Aug 17,MIA,SFG,L
Sunday Aug 18,MIA,SFG,W
Monday Aug 19,MIA,LAD,W
Tuesday Aug 20,MIA,LAD,L
Wednesday Aug 21,MIA,LAD,L
Thursday Aug 22,MIA,LAD,L
Friday Aug 23,MIA,COL,L
Saturday Aug 24,MIA,COL,W
Sunday Aug 25,MIA,COL,L
Tuesday Aug 27,MIA,WSN,L
Wednesday Aug 28,MIA,WSN,L
Thursday Aug 29,MIA,WSN,L
Friday Aug 30,MIA,ATL,L
Saturday Aug 31,MIA,ATL,L
Sunday Sep 1,MIA,ATL,W
Monday Sep 2,MIA,CHC,W
Tuesday Sep 3,MIA,CHC,W
Wednesday Sep 4,MIA,CHC,L
Friday Sep 6,MIA,WSN,W
Saturday Sep 7,MIA,WSN,L
Sunday Sep 8,MIA,WSN,L
Monday Sep 9,MIA,ATL,L
Tuesday Sep 10,MIA,ATL,L
Wednesday Sep 11,MIA,ATL,W
Thursday Sep 12,MIA,ATL,L
Friday Sep 13,MIA,NYM,L
Saturday Sep 14,MIA,NYM,W
Saturday Sep 14,MIA,NYM,L
Sunday Sep 15,MIA,NYM,L
Monday Sep 16,MIA,PHI,L
Tuesday Sep 17,MIA,PHI,L
Wednesday Sep 18,MIA,PHI,W
Thursday Sep 19,MIA,WSN,L
Friday Sep 20,MIA,WSN,L
Sunday Sep 22,MIA,WSN,W
Sunday Sep 22,MIA,WSN,L
Monday Sep 23,MIA,PHI,W
Tuesday Sep 24,MIA,PHI,L
Wednesday Sep 25,MIA,PHI,W
Friday Sep 27,MIA,DET,W
Saturday Sep 28,MIA,DET,W
Sunday Sep 29,MIA,DET,W
Monday Apr 1,WSN,MIA,W
Wednesday Apr 3,WSN,MIA,W
Thursday Apr 4,WSN,MIA,W
Friday Apr 5,WSN,CIN,L
Saturday Apr 6,WSN,CIN,W
Sunday Apr 7,WSN,CIN,L
Tuesday Apr 9,WSN,CHW,W
Wednesday Apr 10,WSN,CHW,W
Thursday Apr 11,WSN,CHW,W
Friday Apr 12,WSN,ATL,L
Saturday Apr 13,WSN,ATL,L
Sunday Apr 14,WSN,ATL,L
Monday Apr 15,WSN,MIA,W
Tuesday Apr 16,WSN,MIA,L
Wednesday Apr 17,WSN,MIA,W
Friday Apr 19,WSN,NYM,L
Saturday Apr 20,WSN,NYM,W
Sunday Apr 21,WSN,NYM,L
Monday Apr 22,WSN,STL,L
Tuesday Apr 23,WSN,STL,L
Wednesday Apr 24,WSN,STL,L
Thursday Apr 25,WSN,CIN,W
Friday Apr 26,WSN,CIN,W
Saturday Apr 27,WSN,CIN,W
Sunday Apr 28,WSN,CIN,L
Monday Apr 29,WSN,ATL,L
Tuesday Apr 30,WSN,ATL,L
Wednesday May 1,WSN,ATL,W
Thursday May 2,WSN,ATL,W
Friday May 3,WSN,PIT,L
Saturday May 4,WSN,PIT,W
Sunday May 5,WSN,PIT,W
Wednesday May 8,WSN,DET,W
Thursday May 9,WSN,DET,W
Friday May 10,WSN,CHC,W
Saturday May 11,WSN,CHC,L
Sunday May 12,WSN,CHC,L
Monday May 13,WSN,LAD,W
Tuesday May 14,WSN,LAD,L
Wednesday May 15,WSN,LAD,L
Thursday May 16,WSN,SDP,W
Friday May 17,WSN,SDP,W
Saturday May 18,WSN,SDP,L
Sunday May 19,WSN,SDP,L
Monday May 20,WSN,SFG,L
Tuesday May 21,WSN,SFG,L
Wednesday May 22,WSN,SFG,W
Friday May 24,WSN,PHI,W
Saturday May 25,WSN,PHI,L
Sunday May 26,WSN,PHI,W
Monday May 27,WSN,BAL,L
Tuesday May 28,WSN,BAL,W
Wednesday May 29,WSN,BAL,L
Thursday May 30,WSN,BAL,L
Friday May 31,WSN,ATL,W
Saturday Jun 1,WSN,ATL,L
Sunday Jun 2,WSN,ATL,L
Tuesday Jun 4,WSN,NYM,W
Wednesday Jun 5,WSN,NYM,L
Saturday Jun 8,WSN,MIN,L
Sunday Jun 9,WSN,MIN,W
Sunday Jun 9,WSN,MIN,W
Tuesday Jun 11,WSN,COL,L
Wednesday Jun 12,WSN,COL,W
Thursday Jun 13,WSN,COL,W
Friday Jun 14,WSN,CLE,L
Saturday Jun 15,WSN,CLE,W
Sunday Jun 16,WSN,CLE,L
Monday Jun 17,WSN,PHI,L
Tuesday Jun 18,WSN,PHI,L
Wednesday Jun 19,WSN,PHI,W
Thursday Jun 20,WSN,COL,W
Friday Jun 21,WSN,COL,W
Saturday Jun 22,WSN,COL,L
Sunday Jun 23,WSN,COL,L
Tuesday Jun 25,WSN,ARI,W
Wednesday Jun 26,WSN,ARI,W
Thursday Jun 27,WSN,ARI,L
Friday Jun 28,WSN,NYM,W
Saturday Jun 29,WSN,NYM,L
Sunday Jun 30,WSN,NYM,W
Monday Jul 1,WSN,MIL,W
Tuesday Jul 2,WSN,MIL,L
Wednesday Jul 3,WSN,MIL,L
Thursday Jul 4,WSN,MIL,W
Friday Jul 5,WSN,SDP,W
Saturday Jul 6,WSN,SDP,W
Sunday Jul 7,WSN,SDP,W
Monday Jul 8,WSN,PHI,L
Tuesday Jul 9,WSN,PHI,L
Wednesday Jul 10,WSN,PHI,W
Thursday Jul 11,WSN,PHI,L
Friday Jul 12,WSN,MIA,L
Saturday Jul 13,WSN,MIA,L
Sunday Jul 14,WSN,MIA,W
Friday Jul 19,WSN,LAD,L
Saturday Jul 20,WSN,LAD,L
Sunday Jul 21,WSN,LAD,L
Monday Jul 22,WSN,PIT,L
Tuesday Jul 23,WSN,PIT,L
Wednesday Jul 24,WSN,PIT,L
Thursday Jul 25,WSN,PIT,W
Friday Jul 26,WSN,NYM,L
Friday Jul 26,WSN,NYM,W
Saturday Jul 27,WSN,NYM,W
Sunday Jul 28,WSN,NYM,W
Tuesday Jul 30,WSN,DET,L
Wednesday Jul 31,WSN,DET,L
Friday Aug 2,WSN,MIL,W
Saturday Aug 3,WSN,MIL,W
Sunday Aug 4,WSN,MIL,L
Monday Aug 5,WSN,ATL,L
Tuesday Aug 6,WSN,ATL,L
Wednesday Aug 7,WSN,ATL,L
Friday Aug 9,WSN,PHI,W
Saturday Aug 10,WSN,PHI,W
Sunday Aug 11,WSN,PHI,W
Tuesday Aug 13,WSN,SFG,W
Wednesday Aug 14,WSN,SFG,W
Thursday Aug 15,WSN,SFG,L
Friday Aug 16,WSN,ATL,L
Saturday Aug 17,WSN,ATL,W
Sunday Aug 18,WSN,ATL,L
Monday Aug 19,WSN,CHC,L
Tuesday Aug 20,WSN,CHC,W
Wednesday Aug 21,WSN,CHC,W
Thursday Aug 22,WSN,CHC,W
Friday Aug 23,WSN,KCR,W
Saturday Aug 24,WSN,KCR,W
Sunday Aug 25,WSN,KCR,L
Tuesday Aug 27,WSN,MIA,W
Wednesday Aug 28,WSN,MIA,W
Thursday Aug 29,WSN,MIA,W
Friday Aug 30,WSN,NYM,L
Saturday Aug 31,WSN,NYM,L
Sunday Sep 1,WSN,NYM,W
Monday Sep 2,WSN,PHI,L
Tuesday Sep 3,WSN,PHI,W
Wednesday Sep 4,WSN,PHI,W
Friday Sep 6,WSN,MIA,L
Saturday Sep 7,WSN,MIA,W
Sunday Sep 8,WSN,MIA,W
Monday Sep 9,WSN,NYM,W
Tuesday Sep 10,WSN,NYM,W
Wednesday Sep 11,WSN,NYM,W
Thursday Sep 12,WSN,NYM,W
Friday Sep 13,WSN,PHI,W
Saturday Sep 14,WSN,PHI,L
Sunday Sep 15,WSN,PHI,W
Tuesday Sep 17,WSN,ATL,W
Tuesday Sep 17,WSN,ATL,W
Wednesday Sep 18,WSN,ATL,L
Thursday Sep 19,WSN,MIA,W
Friday Sep 20,WSN,MIA,W
Sunday Sep 22,WSN,MIA,L
Sunday Sep 22,WSN,MIA,W
Monday Sep 23,WSN,STL,L
Tuesday Sep 24,WSN,STL,L
Wednesday Sep 25,WSN,STL,L
Friday Sep 27,WSN,ARI,W
Saturday Sep 28,WSN,ARI,W
Sunday Sep 29,WSN,ARI,L
Monday Apr 1,ATL,PHI,W
Wednesday Apr 3,ATL,PHI,W
Thursday Apr 4,ATL,PHI,L
Friday Apr 5,ATL,CHC,W
Saturday Apr 6,ATL,CHC,W
Sunday Apr 7,ATL,CHC,W
Monday Apr 8,ATL,MIA,W
Tuesday Apr 9,ATL,MIA,W
Wednesday Apr 10,ATL,MIA,W
Friday Apr 12,ATL,WSN,W
Saturday Apr 13,ATL,WSN,W
Sunday Apr 14,ATL,WSN,W
Tuesday Apr 16,ATL,KCR,W
Wednesday Apr 17,ATL,KCR,L
Thursday Apr 18,ATL,PIT,W
Friday Apr 19,ATL,PIT,L
Saturday Apr 20,ATL,PIT,L
Sunday Apr 21,ATL,PIT,L
Tuesday Apr 23,ATL,COL,W
Tuesday Apr 23,ATL,COL,W
Wednesday Apr 24,ATL,COL,L
Friday Apr 26,ATL,DET,L
Saturday Apr 27,ATL,DET,L
Sunday Apr 28,ATL,DET,L
Monday Apr 29,ATL,WSN,W
Tuesday Apr 30,ATL,WSN,W
Wednesday May 1,ATL,WSN,L
Thursday May 2,ATL,WSN,L
Friday May 3,ATL,NYM,L
Sunday May 5,ATL,NYM,W
Monday May 6,ATL,CIN,W
Tuesday May 7,ATL,CIN,L
Wednesday May 8,ATL,CIN,W
Thursday May 9,ATL,SFG,W
Friday May 10,ATL,SFG,L
Saturday May 11,ATL,SFG,L
Sunday May 12,ATL,SFG,L
Monday May 13,ATL,ARI,W
Tuesday May 14,ATL,ARI,L
Wednesday May 15,ATL,ARI,L
Friday May 17,ATL,LAD,W
Saturday May 18,ATL,LAD,W
Sunday May 19,ATL,LAD,W
Monday May 20,ATL,MIN,W
Tuesday May 21,ATL,MIN,W
Wednesday May 22,ATL,MIN,W
Friday May 24,ATL,NYM,W
Saturday May 25,ATL,NYM,W
Sunday May 26,ATL,NYM,L
Monday May 27,ATL,TOR,L
Tuesday May 28,ATL,TOR,W
Wednesday May 29,ATL,TOR,L
Thursday May 30,ATL,TOR,W
Friday May 31,ATL,WSN,L
Saturday Jun 1,ATL,WSN,W
Sunday Jun 2,ATL,WSN,W
Monday Jun 3,ATL,PIT,W
Tuesday Jun 4,ATL,PIT,W
Wednesday Jun 5,ATL,PIT,W
Thursday Jun 6,ATL,LAD,L
Friday Jun 7,ATL,LAD,L
Saturday Jun 8,ATL,LAD,W
Sunday Jun 9,ATL,LAD,W
Monday Jun 10,ATL,SDP,L
Tuesday Jun 11,ATL,SDP,L
Wednesday Jun 12,ATL,SDP,L
Friday Jun 14,ATL,SFG,L
Saturday Jun 15,ATL,SFG,W
Sunday Jun 16,ATL,SFG,W
Monday Jun 17,ATL,NYM,W
Tuesday Jun 18,ATL,NYM,L
Tuesday Jun 18,ATL,NYM,L
Wednesday Jun 19,ATL,NYM,W
Thursday Jun 20,ATL,NYM,L
Friday Jun 21,ATL,MIL,L
Saturday Jun 22,ATL,MIL,L
Sunday Jun 23,ATL,MIL,W
Tuesday Jun 25,ATL,KCR,W
Wednesday Jun 26,ATL,KCR,L
Friday Jun 28,ATL,ARI,W
Saturday Jun 29,ATL,ARI,W
Sunday Jun 30,ATL,ARI,W
Tuesday Jul 2,ATL,MIA,W
Wednesday Jul 3,ATL,MIA,L
Thursday Jul 4,ATL,MIA,L
Friday Jul 5,ATL,PHI,L
Saturday Jul 6,ATL,PHI,W
Sunday Jul 7,ATL,PHI,L
Monday Jul 8,ATL,MIA,W
Tuesday Jul 9,ATL,MIA,W
Wednesday Jul 10,ATL,MIA,L
Thursday Jul 11,ATL,CIN,W
Friday Jul 12,ATL,CIN,L
Saturday Jul 13,ATL,CIN,W
Sunday Jul 14,ATL,CIN,L
Friday Jul 19,ATL,CHW,W
Saturday Jul 20,ATL,CHW,L
Sunday Jul 21,ATL,CHW,L
Monday Jul 22,ATL,NYM,W
Tuesday Jul 23,ATL,NYM,L
Wednesday Jul 24,ATL,NYM,W
Thursday Jul 25,ATL,NYM,L
Friday Jul 26,ATL,STL,W
Saturday Jul 27,ATL,STL,W
Sunday Jul 28,ATL,STL,W
Monday Jul 29,ATL,COL,W
Tuesday Jul 30,ATL,COL,W
Wednesday Jul 31,ATL,COL,W
Thursday Aug 1,ATL,COL,W
Friday Aug 2,ATL,PHI,W
Saturday Aug 3,ATL,PHI,W
Sunday Aug 4,ATL,PHI,W
Monday Aug 5,ATL,WSN,W
Tuesday Aug 6,ATL,WSN,W
Wednesday Aug 7,ATL,WSN,W
Friday Aug 9,ATL,MIA,W
Saturday Aug 10,ATL,MIA,L
Sunday Aug 11,ATL,MIA,W
Monday Aug 12,ATL,PHI,L
Tuesday Aug 13,ATL,PHI,W
Wednesday Aug 14,ATL,PHI,W
Friday Aug 16,ATL,WSN,W
Saturday Aug 17,ATL,WSN,L
Sunday Aug 18,ATL,WSN,W
Tuesday Aug 20,ATL,NYM,L
Wednesday Aug 21,ATL,NYM,W
Thursday Aug 22,ATL,STL,L
Friday Aug 23,ATL,STL,L
Saturday Aug 24,ATL,STL,L
Sunday Aug 25,ATL,STL,W
Tuesday Aug 27,ATL,CLE,W
Wednesday Aug 28,ATL,CLE,W
Thursday Aug 29,ATL,CLE,W
Friday Aug 30,ATL,MIA,W
Saturday Aug 31,ATL,MIA,W
Sunday Sep 1,ATL,MIA,L
Monday Sep 2,ATL,NYM,W
Tuesday Sep 3,ATL,NYM,W
Wednesday Sep 4,ATL,NYM,L
Friday Sep 6,ATL,PHI,L
Saturday Sep 7,ATL,PHI,L
Sunday Sep 8,ATL,PHI,L
Monday Sep 9,ATL,MIA,W
Tuesday Sep 10,ATL,MIA,W
Wednesday Sep 11,ATL,MIA,L
Thursday Sep 12,ATL,MIA,W
Friday Sep 13,ATL,SDP,L
Saturday Sep 14,ATL,SDP,W
Sunday Sep 15,ATL,SDP,L
Tuesday Sep 17,ATL,WSN,L
Tuesday Sep 17,ATL,WSN,L
Wednesday Sep 18,ATL,WSN,W
Friday Sep 20,ATL,CHC,W
Saturday Sep 21,ATL,CHC,L
Sunday Sep 22,ATL,CHC,W
Monday Sep 23,ATL,MIL,L
Tuesday Sep 24,ATL,MIL,W
Wednesday Sep 25,ATL,MIL,L
Thursday Sep 26,ATL,PHI,W
Friday Sep 27,ATL,PHI,W
Saturday Sep 28,ATL,PHI,L
Sunday Sep 29,ATL,PHI,W
Monday Apr 1,NYM,SDP,W
Wednesday Apr 3,NYM,SDP,W
Thursday Apr 4,NYM,SDP,L
Friday Apr 5,NYM,MIA,L
Saturday Apr 6,NYM,MIA,W
Sunday Apr 7,NYM,MIA,W
Monday Apr 8,NYM,PHI,W
Tuesday Apr 9,NYM,PHI,L
Wednesday Apr 10,NYM,PHI,L
Friday Apr 12,NYM,MIN,W
Saturday Apr 13,NYM,MIN,W
Tuesday Apr 16,NYM,COL,L
Tuesday Apr 16,NYM,COL,L
Thursday Apr 18,NYM,COL,L
Friday Apr 19,NYM,WSN,W
Saturday Apr 20,NYM,WSN,L
Sunday Apr 21,NYM,WSN,W
Tuesday Apr 23,NYM,LAD,L
Wednesday Apr 24,NYM,LAD,W
Thursday Apr 25,NYM,LAD,L
Friday Apr 26,NYM,PHI,L
Saturday Apr 27,NYM,PHI,L
Sunday Apr 28,NYM,PHI,L
Monday Apr 29,NYM,MIA,L
Tuesday Apr 30,NYM,MIA,L
Wednesday May 1,NYM,MIA,W
Friday May 3,NYM,ATL,W
Sunday May 5,NYM,ATL,L
Tuesday May 7,NYM,CHW,W
Wednesday May 8,NYM,CHW,L
Thursday May 9,NYM,PIT,W
Friday May 10,NYM,PIT,L
Saturday May 11,NYM,PIT,L
Sunday May 12,NYM,PIT,L
Monday May 13,NYM,STL,L
Tuesday May 14,NYM,STL,L
Wednesday May 15,NYM,STL,L
Thursday May 16,NYM,STL,W
Friday May 17,NYM,CHC,W
Saturday May 18,NYM,CHC,L
Sunday May 19,NYM,CHC,W
Monday May 20,NYM,CIN,L
Tuesday May 21,NYM,CIN,L
Wednesday May 22,NYM,CIN,L
Friday May 24,NYM,ATL,L
Saturday May 25,NYM,ATL,L
Sunday May 26,NYM,ATL,W
Monday May 27,NYM,NYY,W
Tuesday May 28,NYM,NYY,W
Wednesday May 29,NYM,NYY,W
Thursday May 30,NYM,NYY,W
Friday May 31,NYM,MIA,L
Saturday Jun 1,NYM,MIA,L
Sunday Jun 2,NYM,MIA,L
Tuesday Jun 4,NYM,WSN,L
Wednesday Jun 5,NYM,WSN,W
Saturday Jun 8,NYM,MIA,L
Sunday Jun 9,NYM,MIA,L
Tuesday Jun 11,NYM,STL,L
Wednesday Jun 12,NYM,STL,W
Thursday Jun 13,NYM,STL,L
Friday Jun 14,NYM,CHC,L
Saturday Jun 15,NYM,CHC,L
Sunday Jun 16,NYM,CHC,W
Monday Jun 17,NYM,ATL,L
Tuesday Jun 18,NYM,ATL,W
Tuesday Jun 18,NYM,ATL,W
Wednesday Jun 19,NYM,ATL,L
Thursday Jun 20,NYM,ATL,W
Friday Jun 21,NYM,PHI,W
Saturday Jun 22,NYM,PHI,L
Sunday Jun 23,NYM,PHI,W
Tuesday Jun 25,NYM,CHW,L
Wednesday Jun 26,NYM,CHW,W
Thursday Jun 27,NYM,COL,W
Friday Jun 28,NYM,WSN,L
Saturday Jun 29,NYM,WSN,W
Sunday Jun 30,NYM,WSN,L
Monday Jul 1,NYM,ARI,W
Tuesday Jul 2,NYM,ARI,W
Wednesday Jul 3,NYM,ARI,L
Thursday Jul 4,NYM,ARI,L
Friday Jul 5,NYM,MIL,W
Saturday Jul 6,NYM,MIL,L
Sunday Jul 7,NYM,MIL,W
Monday Jul 8,NYM,SFG,W
Tuesday Jul 9,NYM,SFG,W
Wednesday Jul 10,NYM,SFG,W
Friday Jul 12,NYM,PIT,L
Saturday Jul 13,NYM,PIT,L
Sunday Jul 14,NYM,PIT,W
Friday Jul 19,NYM,PHI,L
Saturday Jul 20,NYM,PHI,W
Sunday Jul 21,NYM,PHI,W
Monday Jul 22,NYM,ATL,L
Tuesday Jul 23,NYM,ATL,W
Wednesday Jul 24,NYM,ATL,L
Thursday Jul 25,NYM,ATL,W
Friday Jul 26,NYM,WSN,W
Friday Jul 26,NYM,WSN,L
Saturday Jul 27,NYM,WSN,L
Sunday Jul 28,NYM,WSN,L
Monday Jul 29,NYM,MIA,W
Tuesday Jul 30,NYM,MIA,W
Wednesday Jul 31,NYM,MIA,L
Thursday Aug 1,NYM,MIA,L
Friday Aug 2,NYM,KCR,W
Saturday Aug 3,NYM,KCR,L
Sunday Aug 4,NYM,KCR,L
Tuesday Aug 6,NYM,COL,W
Wednesday Aug 7,NYM,COL,W
Thursday Aug 8,NYM,COL,W
Friday Aug 9,NYM,ARI,L
Saturday Aug 10,NYM,ARI,W
Sunday Aug 11,NYM,ARI,W
Monday Aug 12,NYM,LAD,L
Tuesday Aug 13,NYM,LAD,L
Wednesday Aug 14,NYM,LAD,L
Thursday Aug 15,NYM,SDP,W
Friday Aug 16,NYM,SDP,W
Saturday Aug 17,NYM,SDP,L
Sunday Aug 18,NYM,SDP,L
Monday Aug 19,NYM,MIN,W
Tuesday Aug 20,NYM,ATL,W
Wednesday Aug 21,NYM,ATL,L
Friday Aug 23,NYM,DET,L
Saturday Aug 24,NYM,DET,L
Sunday Aug 25,NYM,DET,L
Monday Aug 26,NYM,PHI,L
Tuesday Aug 27,NYM,PHI,W
Wednesday Aug 28,NYM,PHI,L
Thursday Aug 29,NYM,PHI,W
Friday Aug 30,NYM,WSN,W
Saturday Aug 31,NYM,WSN,W
Sunday Sep 1,NYM,WSN,L
Monday Sep 2,NYM,ATL,L
Tuesday Sep 3,NYM,ATL,L
Wednesday Sep 4,NYM,ATL,W
Friday Sep 6,NYM,CLE,L
Saturday Sep 7,NYM,CLE,L
Sunday Sep 8,NYM,CLE,W
Monday Sep 9,NYM,WSN,L
Tuesday Sep 10,NYM,WSN,L
Wednesday Sep 11,NYM,WSN,L
Thursday Sep 12,NYM,WSN,L
Friday Sep 13,NYM,MIA,W
Saturday Sep 14,NYM,MIA,L
Saturday Sep 14,NYM,MIA,W
Sunday Sep 15,NYM,MIA,W
Tuesday Sep 17,NYM,SFG,L
Wednesday Sep 18,NYM,SFG,W
Thursday Sep 19,NYM,SFG,L
Friday Sep 20,NYM,PHI,W
Saturday Sep 21,NYM,PHI,W
Sunday Sep 22,NYM,PHI,W
Monday Sep 23,NYM,CIN,L
Tuesday Sep 24,NYM,CIN,W
Wednesday Sep 25,NYM,CIN,W
Thursday Sep 26,NYM,MIL,L
Friday Sep 27,NYM,MIL,L
Saturday Sep 28,NYM,MIL,L
Sunday Sep 29,NYM,MIL,W
Monday Apr 1,PHI,ATL,L
Wednesday Apr 3,PHI,ATL,L
Thursday Apr 4,PHI,ATL,W
Friday Apr 5,PHI,KCR,L
Saturday Apr 6,PHI,KCR,W
Sunday Apr 7,PHI,KCR,L
Monday Apr 8,PHI,NYM,L
Tuesday Apr 9,PHI,NYM,W
Wednesday Apr 10,PHI,NYM,W
Friday Apr 12,PHI,MIA,W
Saturday Apr 13,PHI,MIA,L
Sunday Apr 14,PHI,MIA,W
Monday Apr 15,PHI,CIN,L
Tuesday Apr 16,PHI,CIN,L
Wednesday Apr 17,PHI,CIN,L
Thursday Apr 18,PHI,STL,L
Friday Apr 19,PHI,STL,W
Saturday Apr 20,PHI,STL,L
Sunday Apr 21,PHI,STL,W
Monday Apr 22,PHI,PIT,W
Tuesday Apr 23,PHI,PIT,L
Wednesday Apr 24,PHI,PIT,L
Thursday Apr 25,PHI,PIT,L
Friday Apr 26,PHI,NYM,W
Saturday Apr 27,PHI,NYM,W
Sunday Apr 28,PHI,NYM,W
Tuesday Apr 30,PHI,CLE,L
Wednesday May 1,PHI,CLE,L
Thursday May 2,PHI,MIA,W
Friday May 3,PHI,MIA,W
Saturday May 4,PHI,MIA,L
Sunday May 5,PHI,MIA,L
Monday May 6,PHI,SFG,W
Tuesday May 7,PHI,SFG,W
Wednesday May 8,PHI,SFG,L
Thursday May 9,PHI,ARI,L
Friday May 10,PHI,ARI,L
Saturday May 11,PHI,ARI,W
Sunday May 12,PHI,ARI,W
Tuesday May 14,PHI,CLE,W
Wednesday May 15,PHI,CLE,L
Friday May 17,PHI,CIN,W
Saturday May 18,PHI,CIN,L
Sunday May 19,PHI,CIN,W
Monday May 20,PHI,MIA,L
Tuesday May 21,PHI,MIA,W
Wednesday May 22,PHI,MIA,W
Friday May 24,PHI,WSN,L
Saturday May 25,PHI,WSN,W
Sunday May 26,PHI,WSN,L
Monday May 27,PHI,BOS,L
Tuesday May 28,PHI,BOS,W
Wednesday May 29,PHI,BOS,W
Thursday May 30,PHI,BOS,L
Friday May 31,PHI,MIL,L
Saturday Jun 1,PHI,MIL,L
Sunday Jun 2,PHI,MIL,W
Monday Jun 3,PHI,MIA,W
Tuesday Jun 4,PHI,MIA,W
Wednesday Jun 5,PHI,MIA,W
Thursday Jun 6,PHI,MIL,W
Friday Jun 7,PHI,MIL,L
Saturday Jun 8,PHI,MIL,L
Sunday Jun 9,PHI,MIL,L
Tuesday Jun 11,PHI,MIN,L
Wednesday Jun 12,PHI,MIN,L
