date,team,opp,wl
Friday Aug 12,PHI,COL,W
Saturday Aug 13,PHI,COL,W
Sunday Aug 14,PHI,COL,W
Tuesday Aug 16,PHI,LAD,L
Wednesday Aug 17,PHI,LAD,L
Thursday Aug 18,PHI,LAD,W
Friday Aug 19,PHI,STL,L
Saturday Aug 20,PHI,STL,W
Sunday Aug 21,PHI,STL,L
Tuesday Aug 23,PHI,CHW,L
Wednesday Aug 24,PHI,CHW,W
Friday Aug 26,PHI,NYM,L
Saturday Aug 27,PHI,NYM,L
Sunday Aug 28,PHI,NYM,W
Monday Aug 29,PHI,WSN,L
Tuesday Aug 30,PHI,WSN,L
Wednesday Aug 31,PHI,WSN,L
Friday Sep 2,PHI,ATL,L
Saturday Sep 3,PHI,ATL,L
Sunday Sep 4,PHI,ATL,L
Monday Sep 5,PHI,MIA,W
Tuesday Sep 6,PHI,MIA,W
Wednesday Sep 7,PHI,MIA,L
Thursday Sep 8,PHI,WSN,W
Friday Sep 9,PHI,WSN,L
Saturday Sep 10,PHI,WSN,L
Sunday Sep 11,PHI,WSN,L
Monday Sep 12,PHI,PIT,W
Tuesday Sep 13,PHI,PIT,L
Wednesday Sep 14,PHI,PIT,W
Thursday Sep 15,PHI,PIT,L
Friday Sep 16,PHI,MIA,W
Saturday Sep 17,PHI,MIA,W
Sunday Sep 18,PHI,MIA,L
Tuesday Sep 20,PHI,CHW,W
Wednesday Sep 21,PHI,CHW,W
Thursday Sep 22,PHI,NYM,L
Friday Sep 23,PHI,NYM,L
Saturday Sep 24,PHI,NYM,W
Sunday Sep 25,PHI,NYM,L
Tuesday Sep 27,PHI,ATL,L
Wednesday Sep 28,PHI,ATL,L
Thursday Sep 29,PHI,ATL,L
Friday Sep 30,PHI,NYM,L
Saturday Oct 1,PHI,NYM,L
Sunday Oct 2,PHI,NYM,W
Monday Apr 4,WSN,ATL,W
Wednesday Apr 6,WSN,ATL,W
Thursday Apr 7,WSN,MIA,L
Sunday Apr 10,WSN,MIA,W
Monday Apr 11,WSN,ATL,W
Tuesday Apr 12,WSN,ATL,W
Wednesday Apr 13,WSN,ATL,W
Thursday Apr 14,WSN,ATL,W
Friday Apr 15,WSN,PHI,W
Saturday Apr 16,WSN,PHI,W
Sunday Apr 17,WSN,PHI,L
Monday Apr 18,WSN,MIA,L
Tuesday Apr 19,WSN,MIA,W
Wednesday Apr 20,WSN,MIA,W
Thursday Apr 21,WSN,MIA,L
Friday Apr 22,WSN,MIN,W
Saturday Apr 23,WSN,MIN,W
Sunday Apr 24,WSN,MIN,W
Tuesday Apr 26,WSN,PHI,L
Wednesday Apr 27,WSN,PHI,L
Thursday Apr 28,WSN,PHI,L
Friday Apr 29,WSN,STL,W
Saturday Apr 30,WSN,STL,W
Sunday May 1,WSN,STL,W
Monday May 2,WSN,KCR,W
Tuesday May 3,WSN,KCR,L
Wednesday May 4,WSN,KCR,W
Thursday May 5,WSN,CHC,L
Friday May 6,WSN,CHC,L
Saturday May 7,WSN,CHC,L
Sunday May 8,WSN,CHC,L
Monday May 9,WSN,DET,W
Tuesday May 10,WSN,DET,L
Wednesday May 11,WSN,DET,W
Friday May 13,WSN,MIA,W
Saturday May 14,WSN,MIA,W
Saturday May 14,WSN,MIA,L
Sunday May 15,WSN,MIA,L
Tuesday May 17,WSN,NYM,L
Wednesday May 18,WSN,NYM,W
Thursday May 19,WSN,NYM,W
Friday May 20,WSN,MIA,W
Saturday May 21,WSN,MIA,L
Sunday May 22,WSN,MIA,W
Monday May 23,WSN,NYM,L
Tuesday May 24,WSN,NYM,W
Wednesday May 25,WSN,NYM,L
Thursday May 26,WSN,STL,W
Friday May 27,WSN,STL,L
Saturday May 28,WSN,STL,L
Sunday May 29,WSN,STL,W
Monday May 30,WSN,PHI,W
Tuesday May 31,WSN,PHI,W
Wednesday Jun 1,WSN,PHI,W
Friday Jun 3,WSN,CIN,L
Saturday Jun 4,WSN,CIN,L
Sunday Jun 5,WSN,CIN,W
Tuesday Jun 7,WSN,CHW,W
Wednesday Jun 8,WSN,CHW,W
Thursday Jun 9,WSN,CHW,L
Friday Jun 10,WSN,PHI,W
Saturday Jun 11,WSN,PHI,W
Sunday Jun 12,WSN,PHI,W
Monday Jun 13,WSN,CHC,W
Tuesday Jun 14,WSN,CHC,L
Wednesday Jun 15,WSN,CHC,W
Thursday Jun 16,WSN,SDP,W
Friday Jun 17,WSN,SDP,W
Saturday Jun 18,WSN,SDP,L
Sunday Jun 19,WSN,SDP,L
Monday Jun 20,WSN,LAD,L
Tuesday Jun 21,WSN,LAD,L
Wednesday Jun 22,WSN,LAD,L
Friday Jun 24,WSN,MIL,L
Saturday Jun 25,WSN,MIL,L
Sunday Jun 26,WSN,MIL,W
Monday Jun 27,WSN,NYM,W
Tuesday Jun 28,WSN,NYM,W
Wednesday Jun 29,WSN,NYM,W
Thursday Jun 30,WSN,CIN,W
Friday Jul 1,WSN,CIN,W
Saturday Jul 2,WSN,CIN,L
Sunday Jul 3,WSN,CIN,W
Monday Jul 4,WSN,MIL,L
Tuesday Jul 5,WSN,MIL,L
Wednesday Jul 6,WSN,MIL,W
Thursday Jul 7,WSN,NYM,L
Friday Jul 8,WSN,NYM,W
Saturday Jul 9,WSN,NYM,W
Sunday Jul 10,WSN,NYM,W
Friday Jul 15,WSN,PIT,W
Saturday Jul 16,WSN,PIT,W
Sunday Jul 17,WSN,PIT,L
Tuesday Jul 19,WSN,LAD,L
Wednesday Jul 20,WSN,LAD,W
Thursday Jul 21,WSN,LAD,L
Friday Jul 22,WSN,SDP,L
Saturday Jul 23,WSN,SDP,W
Sunday Jul 24,WSN,SDP,L
Tuesday Jul 26,WSN,CLE,L
Wednesday Jul 27,WSN,CLE,W
Thursday Jul 28,WSN,SFG,W
Friday Jul 29,WSN,SFG,W
Saturday Jul 30,WSN,SFG,L
Sunday Jul 31,WSN,SFG,L
Monday Aug 1,WSN,ARI,W
Tuesday Aug 2,WSN,ARI,W
Wednesday Aug 3,WSN,ARI,W
Friday Aug 5,WSN,SFG,W
Saturday Aug 6,WSN,SFG,L
Sunday Aug 7,WSN,SFG,W
Tuesday Aug 9,WSN,CLE,L
Wednesday Aug 10,WSN,CLE,W
Friday Aug 12,WSN,ATL,L
Saturday Aug 13,WSN,ATL,W
Sunday Aug 14,WSN,ATL,W
Monday Aug 15,WSN,COL,W
Tuesday Aug 16,WSN,COL,L
Wednesday Aug 17,WSN,COL,L
Thursday Aug 18,WSN,ATL,W
Friday Aug 19,WSN,ATL,W
Saturday Aug 20,WSN,ATL,W
Sunday Aug 21,WSN,ATL,L
Monday Aug 22,WSN,BAL,L
Tuesday Aug 23,WSN,BAL,L
Wednesday Aug 24,WSN,BAL,L
Thursday Aug 25,WSN,BAL,W
Friday Aug 26,WSN,COL,W
Saturday Aug 27,WSN,COL,L
Sunday Aug 28,WSN,COL,L
Monday Aug 29,WSN,PHI,W
Tuesday Aug 30,WSN,PHI,W
Wednesday Aug 31,WSN,PHI,W
Friday Sep 2,WSN,NYM,W
Saturday Sep 3,WSN,NYM,L
Sunday Sep 4,WSN,NYM,L
Monday Sep 5,WSN,ATL,W
Tuesday Sep 6,WSN,ATL,W
Wednesday Sep 7,WSN,ATL,W
Thursday Sep 8,WSN,PHI,L
Friday Sep 9,WSN,PHI,W
Saturday Sep 10,WSN,PHI,W
Sunday Sep 11,WSN,PHI,W
Monday Sep 12,WSN,NYM,W
Tuesday Sep 13,WSN,NYM,L
Wednesday Sep 14,WSN,NYM,W
Friday Sep 16,WSN,ATL,W
Saturday Sep 17,WSN,ATL,L
Sunday Sep 18,WSN,ATL,L
Monday Sep 19,WSN,MIA,L
Tuesday Sep 20,WSN,MIA,L
Wednesday Sep 21,WSN,MIA,W
Friday Sep 23,WSN,PIT,L
Saturday Sep 24,WSN,PIT,W
Sunday Sep 25,WSN,PIT,W
Monday Sep 26,WSN,ARI,L
Tuesday Sep 27,WSN,ARI,W
Wednesday Sep 28,WSN,ARI,L
Thursday Sep 29,WSN,ARI,W
Friday Sep 30,WSN,MIA,L
Saturday Oct 1,WSN,MIA,W
Sunday Oct 2,WSN,MIA,W
Monday Apr 4,ATL,WSN,L
Wednesday Apr 6,ATL,WSN,L
Friday Apr 8,ATL,STL,L
Saturday Apr 9,ATL,STL,L
Sunday Apr 10,ATL,STL,L
Monday Apr 11,ATL,WSN,L
Tuesday Apr 12,ATL,WSN,L
Wednesday Apr 13,ATL,WSN,L
Thursday Apr 14,ATL,WSN,L
Friday Apr 15,ATL,MIA,W
Saturday Apr 16,ATL,MIA,W
Sunday Apr 17,ATL,MIA,W
Tuesday Apr 19,ATL,LAD,W
Wednesday Apr 20,ATL,LAD,L
Thursday Apr 21,ATL,LAD,L
Friday Apr 22,ATL,NYM,L
Saturday Apr 23,ATL,NYM,L
Sunday Apr 24,ATL,NYM,L
Monday Apr 25,ATL,BOS,L
Tuesday Apr 26,ATL,BOS,L
Wednesday Apr 27,ATL,BOS,L
Thursday Apr 28,ATL,BOS,W
Friday Apr 29,ATL,CHC,L
Sunday May 1,ATL,CHC,W
Monday May 2,ATL,NYM,L
Tuesday May 3,ATL,NYM,W
Wednesday May 4,ATL,NYM,L
Friday May 6,ATL,ARI,L
Saturday May 7,ATL,ARI,L
Sunday May 8,ATL,ARI,L
Tuesday May 10,ATL,PHI,L
Wednesday May 11,ATL,PHI,W
Thursday May 12,ATL,PHI,L
Friday May 13,ATL,KCR,L
Saturday May 14,ATL,KCR,W
Sunday May 15,ATL,KCR,L
Monday May 16,ATL,PIT,L
Tuesday May 17,ATL,PIT,L
Wednesday May 18,ATL,PIT,W
Thursday May 19,ATL,PIT,L
Friday May 20,ATL,PHI,W
Saturday May 21,ATL,PHI,W
Sunday May 22,ATL,PHI,L
Tuesday May 24,ATL,MIL,L
Wednesday May 25,ATL,MIL,L
Thursday May 26,ATL,MIL,L
Friday May 27,ATL,MIA,W
Saturday May 28,ATL,MIA,W
Sunday May 29,ATL,MIA,L
Monday May 30,ATL,SFG,W
Tuesday May 31,ATL,SFG,L
Wednesday Jun 1,ATL,SFG,W
Thursday Jun 2,ATL,SFG,L
Friday Jun 3,ATL,LAD,L
Saturday Jun 4,ATL,LAD,L
Sunday Jun 5,ATL,LAD,L
Monday Jun 6,ATL,SDP,L
Tuesday Jun 7,ATL,SDP,L
Wednesday Jun 8,ATL,SDP,W
Friday Jun 10,ATL,CHC,W
Saturday Jun 11,ATL,CHC,L
Sunday Jun 12,ATL,CHC,L
Monday Jun 13,ATL,CIN,L
Tuesday Jun 14,ATL,CIN,L
Wednesday Jun 15,ATL,CIN,W
Thursday Jun 16,ATL,CIN,W
Friday Jun 17,ATL,NYM,W
Saturday Jun 18,ATL,NYM,W
Sunday Jun 19,ATL,NYM,W
Tuesday Jun 21,ATL,MIA,W
Wednesday Jun 22,ATL,MIA,L
Thursday Jun 23,ATL,NYM,W
Friday Jun 24,ATL,NYM,L
Saturday Jun 25,ATL,NYM,L
Sunday Jun 26,ATL,NYM,W
Monday Jun 27,ATL,CLE,L
Tuesday Jun 28,ATL,CLE,L
Wednesday Jun 29,ATL,CLE,L
Thursday Jun 30,ATL,MIA,W
Friday Jul 1,ATL,MIA,L
Saturday Jul 2,ATL,MIA,W
Sunday Jul 3,ATL,MIA,L
Monday Jul 4,ATL,PHI,L
Tuesday Jul 5,ATL,PHI,L
Wednesday Jul 6,ATL,PHI,L
Thursday Jul 7,ATL,CHC,W
Friday Jul 8,ATL,CHW,W
Saturday Jul 9,ATL,CHW,L
Sunday Jul 10,ATL,CHW,W
Friday Jul 15,ATL,COL,L
Saturday Jul 16,ATL,COL,L
Sunday Jul 17,ATL,COL,W
Monday Jul 18,ATL,CIN,L
Tuesday Jul 19,ATL,CIN,W
Wednesday Jul 20,ATL,CIN,L
Thursday Jul 21,ATL,COL,L
Friday Jul 22,ATL,COL,L
Saturday Jul 23,ATL,COL,L
Sunday Jul 24,ATL,COL,L
Tuesday Jul 26,ATL,MIN,W
Wednesday Jul 27,ATL,MIN,W
Thursday Jul 28,ATL,PHI,L
Friday Jul 29,ATL,PHI,W
Saturday Jul 30,ATL,PHI,L
Sunday Jul 31,ATL,PHI,W
Tuesday Aug 2,ATL,PIT,L
Wednesday Aug 3,ATL,PIT,W
Thursday Aug 4,ATL,PIT,W
Friday Aug 5,ATL,STL,L
Saturday Aug 6,ATL,STL,W
Sunday Aug 7,ATL,STL,W
Monday Aug 8,ATL,MIL,W
Tuesday Aug 9,ATL,MIL,W
Wednesday Aug 10,ATL,MIL,L
Thursday Aug 11,ATL,MIL,L
Friday Aug 12,ATL,WSN,W
Saturday Aug 13,ATL,WSN,L
Sunday Aug 14,ATL,WSN,L
Tuesday Aug 16,ATL,MIN,L
Wednesday Aug 17,ATL,MIN,L
Thursday Aug 18,ATL,WSN,L
Friday Aug 19,ATL,WSN,L
Saturday Aug 20,ATL,WSN,L
Sunday Aug 21,ATL,WSN,W
Monday Aug 22,ATL,ARI,L
Tuesday Aug 23,ATL,ARI,W
Wednesday Aug 24,ATL,ARI,L
Thursday Aug 25,ATL,ARI,W
Friday Aug 26,ATL,SFG,L
Saturday Aug 27,ATL,SFG,W
Sunday Aug 28,ATL,SFG,L
Tuesday Aug 30,ATL,SDP,W
Wednesday Aug 31,ATL,SDP,W
Thursday Sep 1,ATL,SDP,W
Friday Sep 2,ATL,PHI,W
Saturday Sep 3,ATL,PHI,W
Sunday Sep 4,ATL,PHI,W
Monday Sep 5,ATL,WSN,L
Tuesday Sep 6,ATL,WSN,L
Wednesday Sep 7,ATL,WSN,L
Friday Sep 9,ATL,NYM,L
Saturday Sep 10,ATL,NYM,W
Sunday Sep 11,ATL,NYM,L
Monday Sep 12,ATL,MIA,W
Tuesday Sep 13,ATL,MIA,L
Wednesday Sep 14,ATL,MIA,L
Friday Sep 16,ATL,WSN,L
Saturday Sep 17,ATL,WSN,W
Sunday Sep 18,ATL,WSN,W
Monday Sep 19,ATL,NYM,W
Tuesday Sep 20,ATL,NYM,W
Wednesday Sep 21,ATL,NYM,W
Thursday Sep 22,ATL,MIA,W
Friday Sep 23,ATL,MIA,W
Saturday Sep 24,ATL,MIA,L
Tuesday Sep 27,ATL,PHI,W
Wednesday Sep 28,ATL,PHI,W
Thursday Sep 29,ATL,PHI,W
Friday Sep 30,ATL,DET,L
Saturday Oct 1,ATL,DET,W
Sunday Oct 2,ATL,DET,W
Sunday Apr 3,NYM,KCR,L
Tuesday Apr 5,NYM,KCR,W
Friday Apr 8,NYM,PHI,W
Saturday Apr 9,NYM,PHI,L
Sunday Apr 10,NYM,PHI,L
Monday Apr 11,NYM,MIA,L
Tuesday Apr 12,NYM,MIA,L
Wednesday Apr 13,NYM,MIA,W
Friday Apr 15,NYM,CLE,W
Saturday Apr 16,NYM,CLE,L
Sunday Apr 17,NYM,CLE,W
Monday Apr 18,NYM,PHI,W
Tuesday Apr 19,NYM,PHI,W
Wednesday Apr 20,NYM,PHI,L
Friday Apr 22,NYM,ATL,W
Saturday Apr 23,NYM,ATL,W
Sunday Apr 24,NYM,ATL,W
Monday Apr 25,NYM,CIN,W
Tuesday Apr 26,NYM,CIN,W
Wednesday Apr 27,NYM,CIN,W
Friday Apr 29,NYM,SFG,W
Saturday Apr 30,NYM,SFG,W
Sunday May 1,NYM,SFG,L
Monday May 2,NYM,ATL,W
Tuesday May 3,NYM,ATL,L
Wednesday May 4,NYM,ATL,W
Thursday May 5,NYM,SDP,L
Friday May 6,NYM,SDP,L
Saturday May 7,NYM,SDP,W
Sunday May 8,NYM,SDP,W
Monday May 9,NYM,LAD,W
Tuesday May 10,NYM,LAD,L
Wednesday May 11,NYM,LAD,W
Thursday May 12,NYM,LAD,L
Friday May 13,NYM,COL,L
Saturday May 14,NYM,COL,L
Sunday May 15,NYM,COL,L
Tuesday May 17,NYM,WSN,W
Wednesday May 18,NYM,WSN,L
Thursday May 19,NYM,WSN,L
Friday May 20,NYM,MIL,W
Saturday May 21,NYM,MIL,W
Sunday May 22,NYM,MIL,W
Monday May 23,NYM,WSN,W
Tuesday May 24,NYM,WSN,L
Wednesday May 25,NYM,WSN,W
Friday May 27,NYM,LAD,W
Saturday May 28,NYM,LAD,L
Sunday May 29,NYM,LAD,L
Monday May 30,NYM,CHW,W
Tuesday May 31,NYM,CHW,L
Wednesday Jun 1,NYM,CHW,L
Friday Jun 3,NYM,MIA,W
Saturday Jun 4,NYM,MIA,W
Sunday Jun 5,NYM,MIA,L
Tuesday Jun 7,NYM,PIT,L
Tuesday Jun 7,NYM,PIT,L
Wednesday Jun 8,NYM,PIT,W
Thursday Jun 9,NYM,MIL,W
Friday Jun 10,NYM,MIL,W
Saturday Jun 11,NYM,MIL,L
Sunday Jun 12,NYM,MIL,L
Tuesday Jun 14,NYM,PIT,L
Wednesday Jun 15,NYM,PIT,W
Thursday Jun 16,NYM,PIT,W
Friday Jun 17,NYM,ATL,L
Saturday Jun 18,NYM,ATL,L
Sunday Jun 19,NYM,ATL,L
Tuesday Jun 21,NYM,KCR,W
Wednesday Jun 22,NYM,KCR,W
Thursday Jun 23,NYM,ATL,L
Friday Jun 24,NYM,ATL,W
Saturday Jun 25,NYM,ATL,W
Sunday Jun 26,NYM,ATL,L
Monday Jun 27,NYM,WSN,L
Tuesday Jun 28,NYM,WSN,L
Wednesday Jun 29,NYM,WSN,L
Thursday Jun 30,NYM,CHC,W
Friday Jul 1,NYM,CHC,W
Saturday Jul 2,NYM,CHC,W
Sunday Jul 3,NYM,CHC,W
Monday Jul 4,NYM,MIA,W
Tuesday Jul 5,NYM,MIA,L
Wednesday Jul 6,NYM,MIA,W
Thursday Jul 7,NYM,WSN,W
Friday Jul 8,NYM,WSN,L
Saturday Jul 9,NYM,WSN,L
Sunday Jul 10,NYM,WSN,L
Friday Jul 15,NYM,PHI,W
Saturday Jul 16,NYM,PHI,L
Sunday Jul 17,NYM,PHI,W
Monday Jul 18,NYM,CHC,L
Tuesday Jul 19,NYM,CHC,W
Wednesday Jul 20,NYM,CHC,L
Friday Jul 22,NYM,MIA,W
Saturday Jul 23,NYM,MIA,L
Sunday Jul 24,NYM,MIA,W
Tuesday Jul 26,NYM,STL,L
Tuesday Jul 26,NYM,STL,W
Wednesday Jul 27,NYM,STL,L
Thursday Jul 28,NYM,COL,L
Friday Jul 29,NYM,COL,L
Saturday Jul 30,NYM,COL,L
Sunday Jul 31,NYM,COL,W
Monday Aug 1,NYM,NYY,L
Tuesday Aug 2,NYM,NYY,W
Wednesday Aug 3,NYM,NYY,L
Thursday Aug 4,NYM,NYY,W
Friday Aug 5,NYM,DET,L
Saturday Aug 6,NYM,DET,L
Sunday Aug 7,NYM,DET,W
Tuesday Aug 9,NYM,ARI,L
Wednesday Aug 10,NYM,ARI,L
Thursday Aug 11,NYM,ARI,L
Friday Aug 12,NYM,SDP,L
Saturday Aug 13,NYM,SDP,W
Sunday Aug 14,NYM,SDP,W
Monday Aug 15,NYM,ARI,L
Tuesday Aug 16,NYM,ARI,W
Wednesday Aug 17,NYM,ARI,L
Thursday Aug 18,NYM,SFG,L
Friday Aug 19,NYM,SFG,L
Saturday Aug 20,NYM,SFG,W
Sunday Aug 21,NYM,SFG,W
Tuesday Aug 23,NYM,STL,W
Wednesday Aug 24,NYM,STL,L
Thursday Aug 25,NYM,STL,W
Friday Aug 26,NYM,PHI,W
Saturday Aug 27,NYM,PHI,W
Sunday Aug 28,NYM,PHI,L
Monday Aug 29,NYM,MIA,W
Tuesday Aug 30,NYM,MIA,W
Wednesday Aug 31,NYM,MIA,W
Thursday Sep 1,NYM,MIA,L
Friday Sep 2,NYM,WSN,L
Saturday Sep 3,NYM,WSN,W
Sunday Sep 4,NYM,WSN,W
Monday Sep 5,NYM,CIN,W
Tuesday Sep 6,NYM,CIN,W
Wednesday Sep 7,NYM,CIN,W
Friday Sep 9,NYM,ATL,W
Saturday Sep 10,NYM,ATL,L
Sunday Sep 11,NYM,ATL,W
Monday Sep 12,NYM,WSN,L
Tuesday Sep 13,NYM,WSN,W
Wednesday Sep 14,NYM,WSN,L
Friday Sep 16,NYM,MIN,W
Saturday Sep 17,NYM,MIN,W
Sunday Sep 18,NYM,MIN,W
Monday Sep 19,NYM,ATL,L
Tuesday Sep 20,NYM,ATL,L
Wednesday Sep 21,NYM,ATL,L
Thursday Sep 22,NYM,PHI,W
Friday Sep 23,NYM,PHI,W
Saturday Sep 24,NYM,PHI,L
Sunday Sep 25,NYM,PHI,W
Monday Sep 26,NYM,MIA,L
Tuesday Sep 27,NYM,MIA,W
Wednesday Sep 28,NYM,MIA,W
Friday Sep 30,NYM,PHI,W
Saturday Oct 1,NYM,PHI,W
Sunday Oct 2,NYM,PHI,L
Tuesday Apr 5,MIA,DET,L
Wednesday Apr 6,MIA,DET,L
Thursday Apr 7,MIA,WSN,W
Sunday Apr 10,MIA,WSN,L
Monday Apr 11,MIA,NYM,W
Tuesday Apr 12,MIA,NYM,W
Wednesday Apr 13,MIA,NYM,L
Friday Apr 15,MIA,ATL,L
Saturday Apr 16,MIA,ATL,L
Sunday Apr 17,MIA,ATL,L
Monday Apr 18,MIA,WSN,W
Tuesday Apr 19,MIA,WSN,L
Wednesday Apr 20,MIA,WSN,L
Thursday Apr 21,MIA,WSN,W
Friday Apr 22,MIA,SFG,L
Saturday Apr 23,MIA,SFG,L
Sunday Apr 24,MIA,SFG,W
Monday Apr 25,MIA,LAD,W
Tuesday Apr 26,MIA,LAD,W
Wednesday Apr 27,MIA,LAD,W
Thursday Apr 28,MIA,LAD,W
Friday Apr 29,MIA,MIL,W
Saturday Apr 30,MIA,MIL,W
Sunday May 1,MIA,MIL,L
Tuesday May 3,MIA,ARI,W
Wednesday May 4,MIA,ARI,W
Thursday May 5,MIA,ARI,W
Friday May 6,MIA,PHI,W
Saturday May 7,MIA,PHI,L
Sunday May 8,MIA,PHI,L
Monday May 9,MIA,MIL,W
Tuesday May 10,MIA,MIL,L
Wednesday May 11,MIA,MIL,W
Friday May 13,MIA,WSN,L
Saturday May 14,MIA,WSN,L
Saturday May 14,MIA,WSN,W
Sunday May 15,MIA,WSN,W
Monday May 16,MIA,PHI,W
Tuesday May 17,MIA,PHI,L
Wednesday May 18,MIA,PHI,L
Friday May 20,MIA,WSN,L
Saturday May 21,MIA,WSN,W
Sunday May 22,MIA,WSN,L
Monday May 23,MIA,TBR,W
Tuesday May 24,MIA,TBR,L
Wednesday May 25,MIA,TBR,W
Thursday May 26,MIA,TBR,W
Friday May 27,MIA,ATL,L
Saturday May 28,MIA,ATL,L
Sunday May 29,MIA,ATL,W
Monday May 30,MIA,PIT,L
Tuesday May 31,MIA,PIT,W
Wednesday Jun 1,MIA,PIT,W
Thursday Jun 2,MIA,PIT,W
Friday Jun 3,MIA,NYM,L
Saturday Jun 4,MIA,NYM,L
Sunday Jun 5,MIA,NYM,W
Tuesday Jun 7,MIA,MIN,L
Wednesday Jun 8,MIA,MIN,L
Thursday Jun 9,MIA,MIN,W
Friday Jun 10,MIA,ARI,W
Saturday Jun 11,MIA,ARI,L
Sunday Jun 12,MIA,ARI,L
Monday Jun 13,MIA,SDP,W
Tuesday Jun 14,MIA,SDP,W
Wednesday Jun 15,MIA,SDP,L
Friday Jun 17,MIA,COL,W
Saturday Jun 18,MIA,COL,W
